Time,N_QTN
"2020-01-19/00:25:16",84.3710
"2020-01-19/00:25:23",71.2916
"2020-01-19/00:25:30",66.4455
"2020-01-19/00:25:37",81.9866
"2020-01-19/00:25:44",70.6269
"2020-01-19/00:25:51",83.7783
"2020-01-19/00:25:58",69.1037
"2020-01-19/00:26:05",70.9975
"2020-01-19/00:26:12",83.9166
"2020-01-19/00:26:19",85.2440
"2020-01-19/00:26:26",72.1235
"2020-01-19/00:26:33",85.9494
"2020-01-19/00:26:40",83.9373
"2020-01-19/00:26:47",85.4362
"2020-01-19/00:26:54",68.7882
"2020-01-19/00:27:01",82.5706
"2020-01-19/00:27:08",68.2400
"2020-01-19/00:27:15",83.9057
"2020-01-19/00:27:22",83.5432
"2020-01-19/00:27:29",70.5760
"2020-01-19/00:27:36",84.3407
"2020-01-19/00:27:43",107.776
"2020-01-19/00:27:50",96.9954
"2020-01-19/00:27:57",71.9206
"2020-01-19/00:28:04",84.5975
"2020-01-19/00:28:11",70.0388
"2020-01-19/00:28:18",67.5716
"2020-01-19/00:28:25",72.7662
"2020-01-19/00:28:32",69.7625
"2020-01-19/00:28:39",71.0021
"2020-01-19/00:28:46",70.0492
"2020-01-19/00:28:53",72.2105
"2020-01-19/00:29:00",81.7426
"2020-01-19/00:29:07",68.2809
"2020-01-19/00:29:14",82.7934
"2020-01-19/00:29:21",71.9200
"2020-01-19/00:29:28",83.8480
"2020-01-19/00:29:35",72.4893
"2020-01-19/00:29:42",69.1249
"2020-01-19/00:29:49",73.5643
"2020-01-19/00:29:56",97.4132
"2020-01-19/00:30:03",66.0934
"2020-01-19/00:30:10",71.4816
"2020-01-19/00:30:17",72.9150
"2020-01-19/00:30:24",85.0063
"2020-01-19/00:30:31",70.8960
"2020-01-19/00:30:38",83.8656
"2020-01-19/00:30:45",99.2687
"2020-01-19/00:30:52",84.1081
"2020-01-19/00:30:59",71.8349
"2020-01-19/00:31:06",55.7449
"2020-01-19/00:31:13",69.6761
"2020-01-19/00:31:20",81.5132
"2020-01-19/00:31:27",73.3692
"2020-01-19/00:31:34",72.5914
"2020-01-19/00:31:41",70.8986
"2020-01-19/00:31:48",71.7268
"2020-01-19/00:31:55",72.4207
"2020-01-19/00:32:02",98.5009
"2020-01-19/00:32:08",68.9202
"2020-01-19/00:32:15",82.3783
"2020-01-19/00:32:22",72.4926
"2020-01-19/00:32:29",69.0404
"2020-01-19/00:32:36",72.6070
"2020-01-19/00:32:43",71.9913
"2020-01-19/00:32:50",72.2439
"2020-01-19/00:32:57",83.4989
"2020-01-19/00:33:04",69.3829
"2020-01-19/00:33:11",71.1696
"2020-01-19/00:33:18",71.2665
"2020-01-19/00:33:25",70.4865
"2020-01-19/00:33:32",71.1077
"2020-01-19/00:33:39",71.5205
"2020-01-19/00:33:46",82.7467
"2020-01-19/00:33:53",69.9557
"2020-01-19/00:34:00",82.4654
"2020-01-19/00:34:07",73.4063
"2020-01-19/00:34:14",67.4600
"2020-01-19/00:34:21",70.8276
"2020-01-19/00:34:28",70.8582
"2020-01-19/00:34:35",71.3744
"2020-01-19/00:34:42",71.2093
"2020-01-19/00:34:49",70.8717
"2020-01-19/00:34:56",70.4637
"2020-01-19/00:35:03",67.5091
"2020-01-19/00:35:10",70.3387
"2020-01-19/00:35:17",70.0496
"2020-01-19/00:35:24",70.3083
"2020-01-19/00:35:31",82.2753
"2020-01-19/00:35:38",82.8691
"2020-01-19/00:35:45",84.5306
"2020-01-19/00:35:52",85.0034
"2020-01-19/00:35:59",95.2337
"2020-01-19/00:36:06",69.6891
"2020-01-19/00:36:13",71.5352
"2020-01-19/00:36:20",96.1602
"2020-01-19/00:36:27",97.4806
"2020-01-19/00:36:34",70.6297
"2020-01-19/00:36:41",68.6773
"2020-01-19/00:36:48",71.2735
"2020-01-19/00:36:55",66.7689
"2020-01-19/00:37:02",69.8792
"2020-01-19/00:37:09",83.7374
"2020-01-19/00:37:16",72.0630
"2020-01-19/00:37:23",70.8715
"2020-01-19/00:37:30",83.8867
"2020-01-19/00:37:37",69.6617
"2020-01-19/00:37:44",69.3591
"2020-01-19/00:37:51",69.0823
"2020-01-19/00:37:58",69.3470
"2020-01-19/00:38:05",96.1681
"2020-01-19/00:38:12",84.1667
"2020-01-19/00:38:19",73.2716
"2020-01-19/00:38:26",71.8640
"2020-01-19/00:38:33",69.6466
"2020-01-19/00:38:40",83.2083
"2020-01-19/00:38:47",71.5485
"2020-01-19/00:38:54",69.2746
"2020-01-19/00:39:01",72.6381
"2020-01-19/00:39:08",83.8820
"2020-01-19/00:39:15",82.7167
"2020-01-19/00:39:22",71.9394
"2020-01-19/00:39:29",71.7027
"2020-01-19/00:39:36",69.4955
"2020-01-19/00:39:43",71.9324
"2020-01-19/00:39:50",71.4475
"2020-01-19/00:39:57",83.6336
"2020-01-19/00:40:04",83.9227
"2020-01-19/00:40:11",84.3917
"2020-01-19/00:40:18",66.9397
"2020-01-19/00:40:25",71.9700
"2020-01-19/00:40:32",70.5499
"2020-01-19/00:40:39",83.6150
"2020-01-19/00:40:46",69.4495
"2020-01-19/00:40:53",84.4152
"2020-01-19/00:41:00",72.6626
"2020-01-19/00:41:07",71.5511
"2020-01-19/00:41:14",72.2980
"2020-01-19/00:41:21",69.9895
"2020-01-19/00:41:28",70.2873
"2020-01-19/00:41:35",74.0135
"2020-01-19/00:41:42",111.330
"2020-01-19/00:41:49",72.1743
"2020-01-19/00:41:56",84.7915
"2020-01-19/00:42:03",68.7715
"2020-01-19/00:42:10",72.2432
"2020-01-19/00:42:17",70.9474
"2020-01-19/00:42:24",72.5439
"2020-01-19/00:42:31",80.7958
"2020-01-19/00:42:38",69.6479
"2020-01-19/00:42:45",69.8445
"2020-01-19/00:42:52",72.8326
"2020-01-19/00:42:59",71.2869
"2020-01-19/00:43:06",84.0595
"2020-01-19/00:43:13",72.6812
"2020-01-19/00:43:20",71.6853
"2020-01-19/00:43:27",83.7965
"2020-01-19/00:43:34",83.1767
"2020-01-19/00:43:41",84.1195
"2020-01-19/00:43:48",71.0646
"2020-01-19/00:43:55",70.3507
"2020-01-19/00:44:02",71.2708
"2020-01-19/00:44:09",84.5933
"2020-01-19/00:44:16",71.9268
"2020-01-19/00:44:22",70.8899
"2020-01-19/00:44:29",53.3214
"2020-01-19/00:44:36",71.8659
"2020-01-19/00:44:43",71.5108
"2020-01-19/00:44:50",72.9784
"2020-01-19/00:44:57",84.6904
"2020-01-19/00:45:04",71.7565
"2020-01-19/00:45:11",83.5963
"2020-01-19/00:45:18",86.1571
"2020-01-19/00:45:25",80.3769
"2020-01-19/00:45:32",70.2669
"2020-01-19/00:45:39",67.9353
"2020-01-19/00:45:46",68.5190
"2020-01-19/00:45:53",82.9108
"2020-01-19/00:46:00",98.0032
"2020-01-19/00:46:07",96.7897
"2020-01-19/00:46:14",82.7803
"2020-01-19/00:46:21",70.5018
"2020-01-19/00:46:28",73.0934
"2020-01-19/00:46:35",70.1958
"2020-01-19/00:46:42",69.2818
"2020-01-19/00:46:49",84.6837
"2020-01-19/00:46:56",70.1797
"2020-01-19/00:47:03",81.7982
"2020-01-19/00:47:10",67.8685
"2020-01-19/00:47:17",72.6832
"2020-01-19/00:47:24",70.4255
"2020-01-19/00:47:31",69.6196
"2020-01-19/00:47:38",72.2510
"2020-01-19/00:47:45",82.0414
"2020-01-19/00:47:52",82.2308
"2020-01-19/00:47:59",72.3960
"2020-01-19/00:48:06",71.7506
"2020-01-19/00:48:13",83.3181
"2020-01-19/00:48:20",99.8083
"2020-01-19/00:48:27",71.2765
"2020-01-19/00:48:34",68.8551
"2020-01-19/00:48:41",83.9176
"2020-01-19/00:48:48",70.7309
"2020-01-19/00:48:55",83.3100
"2020-01-19/00:49:02",72.3604
"2020-01-19/00:49:09",86.1303
"2020-01-19/00:49:16",70.2159
"2020-01-19/00:49:23",84.7269
"2020-01-19/00:49:30",68.6271
"2020-01-19/00:49:37",68.9446
"2020-01-19/00:49:44",71.1611
"2020-01-19/00:49:51",73.3761
"2020-01-19/00:49:58",69.2631
"2020-01-19/00:50:05",67.6935
"2020-01-19/00:50:12",83.1304
"2020-01-19/00:50:19",72.5855
"2020-01-19/00:50:26",85.3424
"2020-01-19/00:50:33",82.7014
"2020-01-19/00:50:40",72.3533
"2020-01-19/00:50:47",69.9572
"2020-01-19/00:50:54",73.5437
"2020-01-19/00:51:01",72.7355
"2020-01-19/00:51:08",73.0174
"2020-01-19/00:51:15",81.9921
"2020-01-19/00:51:22",85.0045
"2020-01-19/00:51:29",81.6561
"2020-01-19/00:51:36",87.6299
"2020-01-19/00:51:43",69.9239
"2020-01-19/00:51:50",83.3913
"2020-01-19/00:51:57",73.0205
"2020-01-19/00:52:04",72.6723
"2020-01-19/00:52:11",98.0178
"2020-01-19/00:52:18",82.3827
"2020-01-19/00:52:25",72.7549
"2020-01-19/00:52:32",70.1163
"2020-01-19/00:52:39",97.2070
"2020-01-19/00:52:46",95.4068
"2020-01-19/00:52:53",72.5104
"2020-01-19/00:53:00",82.9681
"2020-01-19/00:53:07",69.5819
"2020-01-19/00:53:14",72.6913
"2020-01-19/00:53:21",97.3116
"2020-01-19/00:53:28",83.2394
"2020-01-19/00:53:35",70.3207
"2020-01-19/00:53:42",68.9713
"2020-01-19/00:53:49",83.2961
"2020-01-19/00:53:56",82.8836
"2020-01-19/00:54:03",71.3094
"2020-01-19/00:54:10",72.0153
"2020-01-19/00:54:17",82.9391
"2020-01-19/00:54:24",95.6479
"2020-01-19/00:54:31",84.5551
"2020-01-19/00:54:38",82.0925
"2020-01-19/00:54:45",69.6296
"2020-01-19/00:54:52",74.6218
"2020-01-19/00:54:59",83.9029
"2020-01-19/00:55:06",68.9721
"2020-01-19/00:55:13",81.8273
"2020-01-19/00:55:20",85.6607
"2020-01-19/00:55:27",70.5754
"2020-01-19/00:55:34",83.1442
"2020-01-19/00:55:41",70.7794
"2020-01-19/00:55:48",71.0933
"2020-01-19/00:55:55",81.5204
"2020-01-19/00:56:02",85.1046
"2020-01-19/00:56:09",83.2510
"2020-01-19/00:56:16",84.4323
"2020-01-19/00:56:23",69.8965
"2020-01-19/00:56:30",72.4861
"2020-01-19/00:56:37",85.1036
"2020-01-19/00:56:43",81.0152
"2020-01-19/00:56:50",85.6006
"2020-01-19/00:56:57",80.7690
"2020-01-19/00:57:04",83.7594
"2020-01-19/00:57:11",88.4313
"2020-01-19/00:57:18",83.6534
"2020-01-19/00:57:25",82.8634
"2020-01-19/00:57:32",86.2448
"2020-01-19/00:57:39",69.9489
"2020-01-19/00:57:46",83.2086
"2020-01-19/00:57:53",85.6483
"2020-01-19/00:58:00",71.6502
"2020-01-19/00:58:07",84.4178
"2020-01-19/00:58:14",86.7202
"2020-01-19/00:58:21",83.9126
"2020-01-19/00:58:28",73.6220
"2020-01-19/00:58:35",99.2241
"2020-01-19/00:58:42",88.1558
"2020-01-19/00:58:49",82.7976
"2020-01-19/00:58:56",84.0037
"2020-01-19/00:59:03",86.4410
"2020-01-19/00:59:10",100.044
"2020-01-19/00:59:17",85.8519
"2020-01-19/00:59:24",83.3427
"2020-01-19/00:59:31",81.7472
"2020-01-19/00:59:38",70.3789
"2020-01-19/00:59:45",84.8967
"2020-01-19/00:59:52",83.3305
"2020-01-19/00:59:59",83.5405
"2020-01-19/01:00:06",85.3157
"2020-01-19/01:00:13",84.3979
"2020-01-19/01:00:20",85.4361
"2020-01-19/01:00:27",86.2868
"2020-01-19/01:00:34",83.6269
"2020-01-19/01:00:41",83.2612
"2020-01-19/01:00:48",72.4051
"2020-01-19/01:00:55",72.0813
"2020-01-19/01:01:02",110.312
"2020-01-19/01:01:09",69.4393
"2020-01-19/01:01:16",82.8539
"2020-01-19/01:01:23",84.0515
"2020-01-19/01:01:30",83.3201
"2020-01-19/01:01:37",69.6333
"2020-01-19/01:01:44",70.1210
"2020-01-19/01:01:51",71.5927
"2020-01-19/01:01:58",72.4956
"2020-01-19/01:02:05",85.0071
"2020-01-19/01:02:12",86.8952
"2020-01-19/01:02:19",83.4555
"2020-01-19/01:02:26",85.7811
"2020-01-19/01:02:33",70.9528
"2020-01-19/01:02:40",72.5216
"2020-01-19/01:02:47",72.9950
"2020-01-19/01:02:54",83.2644
"2020-01-19/01:03:01",86.3571
"2020-01-19/01:03:08",98.6109
"2020-01-19/01:03:15",71.0987
"2020-01-19/01:03:22",73.8970
"2020-01-19/01:03:29",99.9672
"2020-01-19/01:03:36",83.2286
"2020-01-19/01:03:43",68.7120
"2020-01-19/01:03:50",69.8969
"2020-01-19/01:03:57",72.0585
"2020-01-19/01:04:04",70.1386
"2020-01-19/01:04:11",83.4886
"2020-01-19/01:04:18",84.6078
"2020-01-19/01:04:25",84.4976
"2020-01-19/01:04:32",81.5006
"2020-01-19/01:04:39",72.3438
"2020-01-19/01:04:46",71.0201
"2020-01-19/01:04:53",86.3011
"2020-01-19/01:05:00",69.6786
"2020-01-19/01:05:07",85.4502
"2020-01-19/01:05:14",83.8390
"2020-01-19/01:05:21",84.8747
"2020-01-19/01:05:28",81.9425
"2020-01-19/01:05:35",83.8837
"2020-01-19/01:05:42",81.7597
"2020-01-19/01:05:49",70.6664
"2020-01-19/01:05:56",74.1712
"2020-01-19/01:06:03",83.6901
"2020-01-19/01:06:10",85.1960
"2020-01-19/01:06:17",73.9777
"2020-01-19/01:06:24",71.1481
"2020-01-19/01:06:31",71.0525
"2020-01-19/01:06:38",83.7138
"2020-01-19/01:06:45",86.0227
"2020-01-19/01:06:52",72.7901
"2020-01-19/01:06:59",83.3727
"2020-01-19/01:07:06",81.6682
"2020-01-19/01:07:13",69.7275
"2020-01-19/01:07:20",85.3901
"2020-01-19/01:07:27",72.5330
"2020-01-19/01:07:34",70.1437
"2020-01-19/01:07:41",71.9154
"2020-01-19/01:07:48",97.2414
"2020-01-19/01:07:55",70.8614
"2020-01-19/01:08:02",69.6109
"2020-01-19/01:08:09",68.9504
"2020-01-19/01:08:16",84.9199
"2020-01-19/01:08:23",85.1674
"2020-01-19/01:08:30",68.3153
"2020-01-19/01:08:37",95.2984
"2020-01-19/01:08:44",84.3822
"2020-01-19/01:08:51",74.0401
"2020-01-19/01:08:57",84.9235
"2020-01-19/01:09:04",83.4567
"2020-01-19/01:09:11",98.1240
"2020-01-19/01:09:18",81.0862
"2020-01-19/01:09:25",73.4998
"2020-01-19/01:09:32",82.1698
"2020-01-19/01:09:39",70.9762
"2020-01-19/01:09:46",83.0564
"2020-01-19/01:09:53",72.3660
"2020-01-19/01:10:00",83.8457
"2020-01-19/01:10:07",72.9587
"2020-01-19/01:10:14",82.3870
"2020-01-19/01:10:21",84.1707
"2020-01-19/01:10:28",72.1718
"2020-01-19/01:10:35",72.9568
"2020-01-19/01:10:42",96.7947
"2020-01-19/01:10:49",83.4544
"2020-01-19/01:10:56",83.8808
"2020-01-19/01:11:03",85.4752
"2020-01-19/01:11:10",86.9679
"2020-01-19/01:11:17",88.2328
"2020-01-19/01:11:24",72.2866
"2020-01-19/01:11:31",73.5940
"2020-01-19/01:11:38",82.5644
"2020-01-19/01:11:45",83.4542
"2020-01-19/01:11:52",67.8900
"2020-01-19/01:11:59",72.4410
"2020-01-19/01:12:06",85.7305
"2020-01-19/01:12:13",98.7707
"2020-01-19/01:12:20",84.0299
"2020-01-19/01:12:27",88.3068
"2020-01-19/01:12:34",86.8298
"2020-01-19/01:12:41",74.7835
"2020-01-19/01:12:48",98.2244
"2020-01-19/01:12:55",84.7039
"2020-01-19/01:13:02",68.5098
"2020-01-19/01:13:09",70.4665
"2020-01-19/01:13:16",80.7553
"2020-01-19/01:13:23",83.0574
"2020-01-19/01:13:30",72.2761
"2020-01-19/01:13:37",85.1039
"2020-01-19/01:13:44",82.3246
"2020-01-19/01:13:51",96.7650
"2020-01-19/01:13:58",83.8408
"2020-01-19/01:14:05",84.9273
"2020-01-19/01:14:12",83.8862
"2020-01-19/01:14:19",84.9505
"2020-01-19/01:14:26",81.5302
"2020-01-19/01:14:33",69.4169
"2020-01-19/01:14:40",69.7190
"2020-01-19/01:14:47",83.3670
"2020-01-19/01:14:54",72.4855
"2020-01-19/01:15:01",71.3275
"2020-01-19/01:15:08",83.1119
"2020-01-19/01:15:15",71.0654
"2020-01-19/01:15:22",69.7142
"2020-01-19/01:15:29",69.1223
"2020-01-19/01:15:36",66.9132
"2020-01-19/01:15:43",71.0685
"2020-01-19/01:15:50",68.7340
"2020-01-19/01:15:57",69.1616
"2020-01-19/01:16:04",83.2558
"2020-01-19/01:16:11",71.7369
"2020-01-19/01:16:18",69.5216
"2020-01-19/01:16:25",73.6082
"2020-01-19/01:16:32",82.8365
"2020-01-19/01:16:39",82.2471
"2020-01-19/01:16:46",72.8160
"2020-01-19/01:16:53",70.7418
"2020-01-19/01:17:00",69.3974
"2020-01-19/01:17:07",65.7235
"2020-01-19/01:17:14",66.2579
"2020-01-19/01:17:21",83.5611
"2020-01-19/01:17:28",83.8877
"2020-01-19/01:17:35",70.0330
"2020-01-19/01:17:42",73.0379
"2020-01-19/01:17:49",71.4025
"2020-01-19/01:17:56",70.3256
"2020-01-19/01:18:03",73.8620
"2020-01-19/01:18:10",70.6280
"2020-01-19/01:18:17",71.3974
"2020-01-19/01:18:24",69.3481
"2020-01-19/01:18:31",83.5813
"2020-01-19/01:18:38",72.2064
"2020-01-19/01:18:45",70.3427
"2020-01-19/01:18:52",81.8360
"2020-01-19/01:18:59",83.6392
"2020-01-19/01:19:06",68.1539
"2020-01-19/01:19:13",99.0505
"2020-01-19/01:19:20",71.6735
"2020-01-19/01:19:27",71.4191
"2020-01-19/01:19:34",70.7947
"2020-01-19/01:19:41",81.0013
"2020-01-19/01:19:48",72.2991
"2020-01-19/01:19:55",84.8422
"2020-01-19/01:20:02",84.1797
"2020-01-19/01:20:09",85.8647
"2020-01-19/01:20:16",86.4245
"2020-01-19/01:20:23",71.2786
"2020-01-19/01:20:30",109.069
"2020-01-19/01:20:37",70.2314
"2020-01-19/01:20:44",84.5208
"2020-01-19/01:20:51",81.2759
"2020-01-19/01:20:58",85.2809
"2020-01-19/01:21:05",82.2036
"2020-01-19/01:21:12",87.2390
"2020-01-19/01:21:18",82.5356
"2020-01-19/01:21:25",99.7780
"2020-01-19/01:21:32",82.6478
"2020-01-19/01:21:39",86.1465
"2020-01-19/01:21:46",71.7734
"2020-01-19/01:21:53",81.2808
"2020-01-19/01:22:00",87.0836
"2020-01-19/01:22:07",73.8292
"2020-01-19/01:22:14",84.2626
"2020-01-19/01:22:21",71.0506
"2020-01-19/01:22:28",86.0306
"2020-01-19/01:22:35",84.1676
"2020-01-19/01:22:42",84.9521
"2020-01-19/01:22:49",69.1125
"2020-01-19/01:22:56",84.6720
"2020-01-19/01:23:03",86.7214
"2020-01-19/01:23:10",73.1733
"2020-01-19/01:23:17",73.3693
"2020-01-19/01:23:24",71.8432
"2020-01-19/01:23:31",83.2517
"2020-01-19/01:23:38",84.9802
"2020-01-19/01:23:45",96.5495
"2020-01-19/01:23:52",83.9093
"2020-01-19/01:23:59",87.0261
"2020-01-19/01:24:06",84.4386
"2020-01-19/01:24:13",83.1612
"2020-01-19/01:24:20",82.9730
"2020-01-19/01:24:27",95.7682
"2020-01-19/01:24:34",72.2374
"2020-01-19/01:24:41",72.7419
"2020-01-19/01:24:48",85.0158
"2020-01-19/01:24:55",84.1474
"2020-01-19/01:25:02",84.4483
"2020-01-19/01:25:09",84.1421
"2020-01-19/01:25:16",88.1760
"2020-01-19/01:25:23",83.6423
"2020-01-19/01:25:30",86.1161
"2020-01-19/01:25:37",71.7707
"2020-01-19/01:25:44",72.8481
