Time,N_QTN
"2020-05-28/00:06:12",70.6269
"2020-05-28/00:06:19",72.1184
"2020-05-28/00:06:26",72.0254
"2020-05-28/00:06:33",68.1020
"2020-05-28/00:06:40",81.6497
"2020-05-28/00:06:47",85.0116
"2020-05-28/00:06:54",69.0748
"2020-05-28/00:07:01",68.6772
"2020-05-28/00:07:08",68.9027
"2020-05-28/00:07:15",70.7971
"2020-05-28/00:07:22",71.4672
"2020-05-28/00:07:29",68.5225
"2020-05-28/00:07:36",85.4581
"2020-05-28/00:07:43",71.1212
"2020-05-28/00:07:50",68.9078
"2020-05-28/00:07:57",69.4443
"2020-05-28/00:08:04",71.5382
"2020-05-28/00:08:11",70.8152
"2020-05-28/00:08:18",72.9761
"2020-05-28/00:08:25",70.4736
"2020-05-28/00:08:32",70.2733
"2020-05-28/00:08:39",83.9988
"2020-05-28/00:08:46",95.7019
"2020-05-28/00:08:53",83.5351
"2020-05-28/00:09:00",82.9086
"2020-05-28/00:09:07",72.0700
"2020-05-28/00:09:14",70.3203
"2020-05-28/00:09:21",80.8382
"2020-05-28/00:09:28",70.6240
"2020-05-28/00:09:35",70.1224
"2020-05-28/00:09:42",83.6411
"2020-05-28/00:09:49",69.9491
"2020-05-28/00:09:56",83.2874
"2020-05-28/00:10:03",71.2400
"2020-05-28/00:10:10",70.8903
"2020-05-28/00:10:17",97.5357
"2020-05-28/00:10:24",85.1548
"2020-05-28/00:10:31",82.4576
"2020-05-28/00:10:38",71.5461
"2020-05-28/00:10:45",84.6657
"2020-05-28/00:10:52",70.9328
"2020-05-28/00:10:59",96.2915
"2020-05-28/00:11:06",70.4258
"2020-05-28/00:11:13",72.6827
"2020-05-28/00:11:20",72.0618
"2020-05-28/00:11:27",83.9621
"2020-05-28/00:11:34",70.8631
"2020-05-28/00:11:41",68.1457
"2020-05-28/00:11:48",69.2841
"2020-05-28/00:11:55",72.3226
"2020-05-28/00:12:02",67.5826
"2020-05-28/00:12:09",70.9512
"2020-05-28/00:12:16",72.7638
"2020-05-28/00:12:23",69.9643
"2020-05-28/00:12:30",69.4972
"2020-05-28/00:12:37",83.4832
"2020-05-28/00:12:44",70.7515
"2020-05-28/00:12:51",69.8627
"2020-05-28/00:12:58",71.3469
"2020-05-28/00:13:05",80.9238
"2020-05-28/00:13:12",70.9129
"2020-05-28/00:13:19",83.5063
"2020-05-28/00:13:26",83.6654
"2020-05-28/00:13:33",85.4036
"2020-05-28/00:13:40",85.2204
"2020-05-28/00:13:47",87.4374
"2020-05-28/00:13:54",87.1324
"2020-05-28/00:14:01",86.8407
"2020-05-28/00:14:08",86.8571
"2020-05-28/00:14:15",85.6331
"2020-05-28/00:14:22",98.9876
"2020-05-28/00:14:29",86.9084
"2020-05-28/00:14:36",85.8608
"2020-05-28/00:14:43",85.4497
"2020-05-28/00:14:50",84.2579
"2020-05-28/00:14:57",84.0485
"2020-05-28/00:15:04",81.1344
"2020-05-28/00:15:11",83.7281
"2020-05-28/00:15:18",71.2883
"2020-05-28/00:15:25",70.7732
"2020-05-28/00:15:32",84.1031
"2020-05-28/00:15:39",83.2013
"2020-05-28/00:15:46",72.5514
"2020-05-28/00:15:53",83.2602
"2020-05-28/00:16:00",82.4837
"2020-05-28/00:16:07",83.4892
"2020-05-28/00:16:14",84.9115
"2020-05-28/00:16:21",84.2235
"2020-05-28/00:16:28",72.3723
"2020-05-28/00:16:35",72.3728
"2020-05-28/00:16:42",71.0387
"2020-05-28/00:16:48",70.4947
"2020-05-28/00:16:55",67.9873
"2020-05-28/00:17:02",84.0922
"2020-05-28/00:17:09",68.7022
"2020-05-28/00:17:16",72.9205
"2020-05-28/00:17:23",70.6685
"2020-05-28/00:17:30",72.0093
"2020-05-28/00:17:37",70.9012
"2020-05-28/00:17:44",85.9893
"2020-05-28/00:17:51",71.5767
"2020-05-28/00:17:58",82.3876
"2020-05-28/00:18:05",84.2176
"2020-05-28/00:18:12",84.4518
"2020-05-28/00:18:19",84.0252
"2020-05-28/00:18:26",71.9331
"2020-05-28/00:18:33",83.6678
"2020-05-28/00:18:40",71.7867
"2020-05-28/00:18:47",73.8632
"2020-05-28/00:18:54",70.5660
"2020-05-28/00:19:01",70.9197
"2020-05-28/00:19:08",83.2933
"2020-05-28/00:19:15",70.3259
"2020-05-28/00:19:22",98.8376
"2020-05-28/00:19:29",81.8991
"2020-05-28/00:19:36",73.7435
"2020-05-28/00:19:43",67.9537
"2020-05-28/00:19:50",71.1316
"2020-05-28/00:19:57",84.4049
"2020-05-28/00:20:04",70.1012
"2020-05-28/00:20:11",70.7856
"2020-05-28/00:20:18",71.1535
"2020-05-28/00:20:25",68.9211
"2020-05-28/00:20:32",83.6494
"2020-05-28/00:20:39",68.7230
"2020-05-28/00:20:46",84.7269
"2020-05-28/00:20:53",82.1693
"2020-05-28/00:21:00",85.0160
"2020-05-28/00:21:07",83.4259
"2020-05-28/00:21:14",84.8347
"2020-05-28/00:21:21",81.9690
"2020-05-28/00:21:28",73.3845
"2020-05-28/00:21:35",71.7074
"2020-05-28/00:21:42",82.7914
"2020-05-28/00:21:49",72.3700
"2020-05-28/00:21:56",72.2739
"2020-05-28/00:22:03",85.5177
"2020-05-28/00:22:10",86.6531
"2020-05-28/00:22:17",82.4613
"2020-05-28/00:22:24",83.8361
"2020-05-28/00:22:31",82.7195
"2020-05-28/00:22:38",70.1729
"2020-05-28/00:22:45",72.2445
"2020-05-28/00:22:52",67.6311
"2020-05-28/00:22:59",70.4748
"2020-05-28/00:23:06",71.8014
"2020-05-28/00:23:13",68.6912
"2020-05-28/00:23:20",69.8726
"2020-05-28/00:23:27",71.6495
"2020-05-28/00:23:34",70.3937
"2020-05-28/00:23:41",71.3871
"2020-05-28/00:23:48",72.1271
"2020-05-28/00:23:55",69.9908
"2020-05-28/00:24:02",70.7671
"2020-05-28/00:24:09",70.8971
"2020-05-28/00:24:16",70.0941
"2020-05-28/00:24:23",82.9024
"2020-05-28/00:24:30",83.7820
"2020-05-28/00:24:37",71.5812
"2020-05-28/00:24:44",68.4517
"2020-05-28/00:24:51",70.9206
"2020-05-28/00:24:58",70.2689
"2020-05-28/00:25:05",84.1484
"2020-05-28/00:25:12",71.3424
"2020-05-28/00:25:19",72.2516
"2020-05-28/00:25:26",71.9536
"2020-05-28/00:25:33",84.6229
"2020-05-28/00:25:40",70.9122
"2020-05-28/00:25:47",72.0564
"2020-05-28/00:25:54",66.4425
"2020-05-28/00:26:01",96.6816
"2020-05-28/00:26:08",68.8239
"2020-05-28/00:26:15",83.0298
"2020-05-28/00:26:22",70.9696
"2020-05-28/00:26:29",72.3651
"2020-05-28/00:26:36",70.9352
"2020-05-28/00:26:43",69.8830
"2020-05-28/00:26:50",69.5205
"2020-05-28/00:26:57",83.8381
"2020-05-28/00:27:04",71.1257
"2020-05-28/00:27:11",71.9920
"2020-05-28/00:27:18",87.0686
"2020-05-28/00:27:25",68.3507
"2020-05-28/00:27:32",84.2917
"2020-05-28/00:27:39",70.6445
"2020-05-28/00:27:46",71.6707
"2020-05-28/00:27:53",73.6187
"2020-05-28/00:28:00",70.4975
"2020-05-28/00:28:07",71.8105
"2020-05-28/00:28:14",83.8814
"2020-05-28/00:28:21",70.3301
"2020-05-28/00:28:28",82.0539
"2020-05-28/00:28:35",82.3100
"2020-05-28/00:28:42",82.7678
"2020-05-28/00:28:49",98.0135
"2020-05-28/00:28:56",73.4695
"2020-05-28/00:29:03",97.9049
"2020-05-28/00:29:09",98.6961
"2020-05-28/00:29:16",87.0124
"2020-05-28/00:29:23",83.0319
"2020-05-28/00:29:30",98.2412
"2020-05-28/00:29:37",82.2066
"2020-05-28/00:29:44",87.9928
"2020-05-28/00:29:51",87.3144
"2020-05-28/00:29:58",97.5556
"2020-05-28/00:30:05",83.5064
"2020-05-28/00:30:12",72.4719
"2020-05-28/00:30:19",71.7498
"2020-05-28/00:30:26",70.4003
"2020-05-28/00:30:33",69.3261
"2020-05-28/00:30:40",70.0957
"2020-05-28/00:30:47",108.101
"2020-05-28/00:30:54",70.4146
"2020-05-28/00:31:01",65.7415
"2020-05-28/00:31:08",71.1989
"2020-05-28/00:31:15",82.0217
"2020-05-28/00:31:22",86.7518
"2020-05-28/00:31:29",83.1346
"2020-05-28/00:31:36",87.1869
"2020-05-28/00:31:43",86.4047
"2020-05-28/00:31:50",84.9815
"2020-05-28/00:31:57",96.9938
"2020-05-28/00:32:04",88.8898
"2020-05-28/00:32:11",85.5626
"2020-05-28/00:32:18",85.1060
"2020-05-28/00:32:25",86.6761
"2020-05-28/00:32:32",85.5624
"2020-05-28/00:32:39",85.5389
"2020-05-28/00:32:46",96.3071
"2020-05-28/00:32:53",84.8034
"2020-05-28/00:33:00",84.0839
"2020-05-28/00:33:07",86.1577
"2020-05-28/00:33:14",82.6184
"2020-05-28/00:33:21",85.1895
"2020-05-28/00:33:28",98.7070
"2020-05-28/00:33:35",86.6764
"2020-05-28/00:33:42",87.3222
"2020-05-28/00:33:49",108.600
"2020-05-28/00:33:56",98.6504
"2020-05-28/00:34:03",97.8804
"2020-05-28/00:34:10",87.3606
"2020-05-28/00:34:17",85.1194
"2020-05-28/00:34:24",87.8649
"2020-05-28/00:34:31",85.5941
"2020-05-28/00:34:38",84.8870
"2020-05-28/00:34:45",85.5900
"2020-05-28/00:34:52",85.7511
"2020-05-28/00:34:59",88.5147
"2020-05-28/00:35:06",88.1871
"2020-05-28/00:35:13",99.8784
"2020-05-28/00:35:20",98.5847
"2020-05-28/00:35:27",98.9319
"2020-05-28/00:35:34",86.8401
"2020-05-28/00:35:41",88.0180
"2020-05-28/00:35:48",86.4405
"2020-05-28/00:35:55",87.4054
"2020-05-28/00:36:02",95.8177
"2020-05-28/00:36:09",88.9113
"2020-05-28/00:36:16",88.6876
"2020-05-28/00:36:23",99.4769
"2020-05-28/00:36:30",112.469
"2020-05-28/00:36:37",99.1353
"2020-05-28/00:36:44",88.1291
"2020-05-28/00:36:51",100.693
"2020-05-28/00:36:58",100.152
"2020-05-28/00:37:05",110.170
"2020-05-28/00:37:12",96.9938
"2020-05-28/00:37:19",97.5450
"2020-05-28/00:37:26",97.4808
"2020-05-28/00:37:33",95.0548
"2020-05-28/00:37:40",97.1782
"2020-05-28/00:37:47",88.6977
"2020-05-28/00:37:54",96.4334
"2020-05-28/00:38:01",99.0138
"2020-05-28/00:38:08",99.4825
"2020-05-28/00:38:15",110.283
"2020-05-28/00:38:22",100.158
"2020-05-28/00:38:29",97.7612
"2020-05-28/00:38:36",97.5922
"2020-05-28/00:38:43",98.4228
"2020-05-28/00:38:50",98.1612
"2020-05-28/00:38:57",96.8932
"2020-05-28/00:39:04",98.4778
"2020-05-28/00:39:11",99.4747
"2020-05-28/00:39:18",111.339
"2020-05-28/00:39:25",85.2518
"2020-05-28/00:39:32",88.7102
"2020-05-28/00:39:39",87.9402
"2020-05-28/00:39:46",110.842
"2020-05-28/00:39:53",99.7683
"2020-05-28/00:40:00",97.7128
"2020-05-28/00:40:07",96.6405
"2020-05-28/00:40:14",98.8546
"2020-05-28/00:40:21",97.8519
"2020-05-28/00:40:28",99.0820
"2020-05-28/00:40:35",98.7758
"2020-05-28/00:40:42",97.4302
"2020-05-28/00:40:49",98.7315
"2020-05-28/00:40:56",98.8340
"2020-05-28/00:41:03",100.402
"2020-05-28/00:41:10",98.4763
"2020-05-28/00:41:17",99.1614
"2020-05-28/00:41:23",98.7227
"2020-05-28/00:41:30",99.1675
"2020-05-28/00:41:37",98.4977
"2020-05-28/00:41:44",99.6044
"2020-05-28/00:41:51",97.4620
"2020-05-28/00:41:58",101.746
"2020-05-28/00:42:05",121.815
"2020-05-28/00:42:12",98.2948
"2020-05-28/00:42:19",107.645
"2020-05-28/00:42:26",87.0069
"2020-05-28/00:42:33",88.1499
"2020-05-28/00:42:40",86.8315
"2020-05-28/00:42:47",87.0965
"2020-05-28/00:42:54",98.1044
"2020-05-28/00:43:01",98.0017
"2020-05-28/00:43:08",84.9401
"2020-05-28/00:43:15",98.8308
"2020-05-28/00:43:22",87.4679
"2020-05-28/00:43:29",99.8972
"2020-05-28/00:43:36",98.1979
"2020-05-28/00:43:43",100.132
"2020-05-28/00:43:50",108.477
"2020-05-28/00:43:57",99.8904
"2020-05-28/00:44:04",99.3223
"2020-05-28/00:44:11",99.4569
"2020-05-28/00:44:18",98.9946
"2020-05-28/00:44:25",101.058
"2020-05-28/00:44:32",110.058
"2020-05-28/00:44:39",100.894
"2020-05-28/00:44:46",100.630
"2020-05-28/00:44:53",100.463
"2020-05-28/00:45:00",98.1437
"2020-05-28/00:45:07",110.968
"2020-05-28/00:45:14",97.1717
"2020-05-28/00:45:21",99.5129
"2020-05-28/00:45:28",96.9272
"2020-05-28/00:45:35",99.3153
"2020-05-28/00:45:42",109.529
"2020-05-28/00:45:49",98.4917
"2020-05-28/00:45:56",98.9840
"2020-05-28/00:46:03",109.184
"2020-05-28/00:46:10",98.1985
"2020-05-28/00:46:17",86.5540
"2020-05-28/00:46:24",97.8898
"2020-05-28/00:46:31",100.131
"2020-05-28/00:46:38",99.0439
"2020-05-28/00:46:45",99.6660
"2020-05-28/00:46:52",99.6434
"2020-05-28/00:46:59",99.9056
"2020-05-28/00:47:06",98.9908
"2020-05-28/00:47:13",89.1778
"2020-05-28/00:47:20",96.4315
"2020-05-28/00:47:27",98.1961
"2020-05-28/00:47:34",97.0247
"2020-05-28/00:47:41",99.1637
"2020-05-28/00:47:48",97.4972
"2020-05-28/00:47:55",95.5348
"2020-05-28/00:48:02",109.812
"2020-05-28/00:48:09",100.163
"2020-05-28/00:48:16",99.6339
"2020-05-28/00:48:23",99.8132
"2020-05-28/00:48:30",97.3895
"2020-05-28/00:48:37",96.4582
"2020-05-28/00:48:44",98.3262
"2020-05-28/00:48:51",109.712
"2020-05-28/00:48:58",98.5439
"2020-05-28/00:49:05",101.915
"2020-05-28/00:49:12",108.102
"2020-05-28/00:49:19",107.622
"2020-05-28/00:49:26",109.176
"2020-05-28/00:49:33",112.981
"2020-05-28/00:49:40",105.546
"2020-05-28/00:49:47",111.871
"2020-05-28/00:49:54",111.619
"2020-05-28/00:50:01",113.564
"2020-05-28/00:50:08",110.375
"2020-05-28/00:50:15",111.702
"2020-05-28/00:50:22",109.217
"2020-05-28/00:50:29",110.620
"2020-05-28/00:50:36",110.934
"2020-05-28/00:50:43",108.749
"2020-05-28/00:50:50",109.661
"2020-05-28/00:50:57",111.273
"2020-05-28/00:51:04",110.362
"2020-05-28/00:51:11",110.376
"2020-05-28/00:51:18",110.368
"2020-05-28/00:51:25",111.336
"2020-05-28/00:51:32",109.403
"2020-05-28/00:51:39",111.641
"2020-05-28/00:51:46",111.316
"2020-05-28/00:51:53",112.264
"2020-05-28/00:52:00",111.850
"2020-05-28/00:52:07",112.389
"2020-05-28/00:52:14",110.373
"2020-05-28/00:52:21",112.194
"2020-05-28/00:52:28",109.826
"2020-05-28/00:52:35",110.045
"2020-05-28/00:52:42",112.682
"2020-05-28/00:52:49",110.359
"2020-05-28/00:52:56",111.090
"2020-05-28/00:53:03",110.225
"2020-05-28/00:53:10",108.883
"2020-05-28/00:53:17",109.911
"2020-05-28/00:53:24",109.284
"2020-05-28/00:53:31",98.2004
"2020-05-28/00:53:38",97.8696
"2020-05-28/00:53:44",98.0742
"2020-05-28/00:53:51",96.9392
"2020-05-28/00:53:58",97.4169
"2020-05-28/00:54:05",97.8969
"2020-05-28/00:54:12",98.9191
"2020-05-28/00:54:19",99.4732
"2020-05-28/00:54:26",109.630
"2020-05-28/00:54:33",108.573
"2020-05-28/00:54:40",110.930
"2020-05-28/00:54:47",109.829
"2020-05-28/00:54:54",115.114
"2020-05-28/00:55:01",121.764
"2020-05-28/00:55:08",113.087
"2020-05-28/00:55:15",112.032
"2020-05-28/00:55:22",112.258
"2020-05-28/00:55:29",108.165
"2020-05-28/00:55:36",124.298
"2020-05-28/00:55:43",114.167
"2020-05-28/00:55:50",111.170
"2020-05-28/00:55:57",111.354
"2020-05-28/00:56:04",112.183
"2020-05-28/00:56:11",110.097
"2020-05-28/00:56:18",124.352
"2020-05-28/00:56:25",123.332
"2020-05-28/00:56:32",123.138
"2020-05-28/00:56:39",113.004
"2020-05-28/00:56:46",112.574
"2020-05-28/00:56:53",122.312
"2020-05-28/00:57:00",113.024
"2020-05-28/00:57:07",112.932
"2020-05-28/00:57:14",109.612
"2020-05-28/00:57:21",111.308
"2020-05-28/00:57:28",112.305
"2020-05-28/00:57:35",109.162
"2020-05-28/00:57:42",108.738
"2020-05-28/00:57:49",109.309
"2020-05-28/00:57:56",112.437
"2020-05-28/00:58:03",112.602
"2020-05-28/00:58:10",109.288
"2020-05-28/00:58:17",109.577
"2020-05-28/00:58:24",124.418
"2020-05-28/00:58:31",111.764
"2020-05-28/00:58:38",109.740
"2020-05-28/00:58:45",111.091
"2020-05-28/00:58:52",112.676
"2020-05-28/00:58:59",109.613
"2020-05-28/00:59:06",109.644
"2020-05-28/00:59:13",111.627
"2020-05-28/00:59:20",109.544
"2020-05-28/00:59:27",110.452
"2020-05-28/00:59:34",111.458
"2020-05-28/00:59:41",111.518
"2020-05-28/00:59:48",109.558
"2020-05-28/00:59:55",112.194
"2020-05-28/01:00:02",107.158
"2020-05-28/01:00:09",109.992
"2020-05-28/01:00:16",111.974
"2020-05-28/01:00:23",111.236
"2020-05-28/01:00:30",110.721
"2020-05-28/01:00:37",109.565
"2020-05-28/01:00:44",111.301
"2020-05-28/01:00:51",110.965
"2020-05-28/01:00:58",112.487
"2020-05-28/01:01:05",110.747
"2020-05-28/01:01:12",108.851
"2020-05-28/01:01:19",111.291
"2020-05-28/01:01:26",108.582
"2020-05-28/01:01:33",109.613
"2020-05-28/01:01:40",112.015
"2020-05-28/01:01:47",108.270
"2020-05-28/01:01:54",112.349
"2020-05-28/01:02:01",112.701
"2020-05-28/01:02:08",113.117
"2020-05-28/01:02:15",122.472
"2020-05-28/01:02:22",113.780
"2020-05-28/01:02:29",110.586
"2020-05-28/01:02:36",111.100
"2020-05-28/01:02:43",112.894
"2020-05-28/01:02:50",110.692
"2020-05-28/01:02:57",111.927
"2020-05-28/01:03:04",112.002
"2020-05-28/01:03:11",111.345
"2020-05-28/01:03:18",113.045
"2020-05-28/01:03:25",121.075
"2020-05-28/01:03:32",112.468
"2020-05-28/01:03:39",114.452
"2020-05-28/01:03:46",110.252
"2020-05-28/01:03:53",112.308
"2020-05-28/01:04:00",110.223
"2020-05-28/01:04:07",108.135
"2020-05-28/01:04:14",110.235
"2020-05-28/01:04:21",110.256
"2020-05-28/01:04:28",113.423
"2020-05-28/01:04:35",107.285
"2020-05-28/01:04:42",112.528
"2020-05-28/01:04:49",111.945
"2020-05-28/01:04:56",112.460
"2020-05-28/01:05:03",109.578
"2020-05-28/01:05:10",111.227
"2020-05-28/01:05:17",112.463
"2020-05-28/01:05:24",111.428
"2020-05-28/01:05:31",112.611
"2020-05-28/01:05:38",111.312
"2020-05-28/01:05:45",110.802
"2020-05-28/01:05:52",112.995
"2020-05-28/01:05:58",111.188
"2020-05-28/01:06:05",110.858
"2020-05-28/01:06:12",110.136
"2020-05-28/01:06:19",107.239
"2020-05-28/01:06:26",109.425
"2020-05-28/01:06:33",108.475
"2020-05-28/01:06:40",107.617
"2020-05-28/01:06:47",110.483
"2020-05-28/01:06:54",110.157
"2020-05-28/01:07:01",111.417
"2020-05-28/01:07:08",111.401
"2020-05-28/01:07:15",105.676
"2020-05-28/01:07:22",113.238
"2020-05-28/01:07:29",101.289
"2020-05-28/01:07:36",111.149
"2020-05-28/01:07:43",111.971
"2020-05-28/01:07:50",109.724
"2020-05-28/01:07:57",111.393
"2020-05-28/01:08:04",106.222
"2020-05-28/01:08:11",105.818
"2020-05-28/01:08:18",111.830
"2020-05-28/01:08:25",111.547
"2020-05-28/01:08:32",110.678
"2020-05-28/01:08:39",110.129
"2020-05-28/01:08:46",105.641
"2020-05-28/01:08:53",108.585
"2020-05-28/01:09:00",110.412
"2020-05-28/01:09:07",110.883
"2020-05-28/01:09:14",110.344
"2020-05-28/01:09:21",110.353
"2020-05-28/01:09:28",108.682
"2020-05-28/01:09:35",108.160
"2020-05-28/01:09:42",109.202
"2020-05-28/01:09:49",108.317
"2020-05-28/01:09:56",110.852
"2020-05-28/01:10:03",110.182
"2020-05-28/01:10:10",112.901
"2020-05-28/01:10:17",107.422
"2020-05-28/01:10:24",111.486
"2020-05-28/01:10:31",108.583
"2020-05-28/01:10:38",109.469
"2020-05-28/01:10:45",109.314
"2020-05-28/01:10:52",111.568
"2020-05-28/01:10:59",110.194
"2020-05-28/01:11:06",112.037
"2020-05-28/01:11:13",113.487
"2020-05-28/01:11:20",109.434
"2020-05-28/01:11:27",112.680
"2020-05-28/01:11:34",109.834
"2020-05-28/01:11:41",111.553
"2020-05-28/01:11:48",113.594
"2020-05-28/01:11:55",112.110
"2020-05-28/01:12:02",111.299
"2020-05-28/01:12:09",113.958
"2020-05-28/01:12:16",119.108
"2020-05-28/01:12:23",110.941
"2020-05-28/01:12:30",124.562
"2020-05-28/01:12:37",110.431
"2020-05-28/01:12:44",113.611
"2020-05-28/01:12:51",110.440
"2020-05-28/01:12:58",112.859
"2020-05-28/01:13:05",110.816
"2020-05-28/01:13:12",113.055
"2020-05-28/01:13:19",109.840
"2020-05-28/01:13:26",122.675
"2020-05-28/01:13:33",125.559
"2020-05-28/01:13:40",125.601
"2020-05-28/01:13:47",119.481
"2020-05-28/01:13:54",119.400
"2020-05-28/01:14:01",124.003
"2020-05-28/01:14:08",123.732
"2020-05-28/01:14:15",114.884
"2020-05-28/01:14:22",113.405
"2020-05-28/01:14:29",123.278
"2020-05-28/01:14:36",113.282
"2020-05-28/01:14:43",138.006
"2020-05-28/01:14:50",125.011
"2020-05-28/01:14:57",124.609
"2020-05-28/01:15:04",125.047
"2020-05-28/01:15:11",123.234
"2020-05-28/01:15:18",119.601
"2020-05-28/01:15:25",119.539
"2020-05-28/01:15:32",123.585
"2020-05-28/01:15:39",119.841
"2020-05-28/01:15:46",124.088
"2020-05-28/01:15:53",125.175
"2020-05-28/01:16:00",125.792
"2020-05-28/01:16:07",119.883
"2020-05-28/01:16:14",119.143
"2020-05-28/01:16:21",114.701
"2020-05-28/01:16:28",122.544
"2020-05-28/01:16:35",119.198
"2020-05-28/01:16:42",126.527
"2020-05-28/01:16:49",119.194
"2020-05-28/01:16:56",120.575
"2020-05-28/01:17:03",122.431
"2020-05-28/01:17:10",123.016
"2020-05-28/01:17:17",126.671
"2020-05-28/01:17:24",123.712
"2020-05-28/01:17:31",126.686
"2020-05-28/01:17:38",133.770
"2020-05-28/01:17:45",125.835
"2020-05-28/01:17:52",125.996
"2020-05-28/01:17:59",133.609
"2020-05-28/01:18:06",125.255
"2020-05-28/01:18:13",121.048
"2020-05-28/01:18:19",124.024
"2020-05-28/01:18:26",119.767
"2020-05-28/01:18:33",125.072
"2020-05-28/01:18:40",123.965
"2020-05-28/01:18:47",133.756
"2020-05-28/01:18:54",125.801
"2020-05-28/01:19:01",123.351
"2020-05-28/01:19:08",125.307
"2020-05-28/01:19:15",126.579
"2020-05-28/01:19:22",123.529
"2020-05-28/01:19:29",119.179
"2020-05-28/01:19:36",127.151
"2020-05-28/01:19:43",123.196
"2020-05-28/01:19:50",127.721
"2020-05-28/01:19:57",122.829
"2020-05-28/01:20:04",121.869
"2020-05-28/01:20:11",126.143
"2020-05-28/01:20:18",123.316
"2020-05-28/01:20:25",125.355
"2020-05-28/01:20:32",124.825
"2020-05-28/01:20:39",122.809
"2020-05-28/01:20:46",121.958
"2020-05-28/01:20:53",120.887
"2020-05-28/01:21:00",123.671
"2020-05-28/01:21:07",126.912
"2020-05-28/01:21:14",121.672
"2020-05-28/01:21:21",123.691
"2020-05-28/01:21:28",112.886
"2020-05-28/01:21:35",110.601
"2020-05-28/01:21:42",112.879
"2020-05-28/01:21:49",124.617
"2020-05-28/01:21:56",119.197
"2020-05-28/01:22:03",123.721
"2020-05-28/01:22:10",124.191
"2020-05-28/01:22:17",127.328
"2020-05-28/01:22:24",125.359
"2020-05-28/01:22:31",123.219
"2020-05-28/01:22:38",125.891
"2020-05-28/01:22:45",110.383
"2020-05-28/01:22:52",109.055
"2020-05-28/01:22:59",112.475
"2020-05-28/01:23:06",110.769
"2020-05-28/01:23:13",112.950
"2020-05-28/01:23:20",111.080
"2020-05-28/01:23:27",108.441
"2020-05-28/01:23:34",111.567
"2020-05-28/01:23:41",111.201
"2020-05-28/01:23:48",111.479
"2020-05-28/01:23:55",109.491
"2020-05-28/01:24:02",108.599
"2020-05-28/01:24:09",113.341
"2020-05-28/01:24:16",111.199
"2020-05-28/01:24:23",108.534
"2020-05-28/01:24:30",136.589
"2020-05-28/01:24:37",124.343
"2020-05-28/01:24:44",110.180
"2020-05-28/01:24:51",112.841
"2020-05-28/01:24:58",99.1433
"2020-05-28/01:25:05",111.000
"2020-05-28/01:25:12",110.099
"2020-05-28/01:25:19",111.111
"2020-05-28/01:25:26",113.589
"2020-05-28/01:25:33",100.977
"2020-05-28/01:25:40",112.407
"2020-05-28/01:25:47",111.730
"2020-05-28/01:25:54",99.7725
"2020-05-28/01:26:01",113.051
"2020-05-28/01:26:08",106.213
"2020-05-28/01:26:15",112.742
"2020-05-28/01:26:22",112.563
"2020-05-28/01:26:29",123.141
"2020-05-28/01:26:36",109.919
"2020-05-28/01:26:43",110.623
"2020-05-28/01:26:50",111.957
"2020-05-28/01:26:57",108.473
"2020-05-28/01:27:04",109.519
"2020-05-28/01:27:11",110.568
"2020-05-28/01:27:18",100.052
"2020-05-28/01:27:25",99.6255
"2020-05-28/01:27:32",100.144
"2020-05-28/01:27:39",100.256
"2020-05-28/01:27:46",87.5012
