Time,N_QTN
"2021-11-16/23:50:53",83.6229
"2021-11-16/23:50:56",64.9119
"2021-11-16/23:51:00",71.9659
"2021-11-16/23:51:03",68.5330
"2021-11-16/23:51:07",66.9964
"2021-11-16/23:51:10",67.2512
"2021-11-16/23:51:14",72.0471
"2021-11-16/23:51:17",53.8129
"2021-11-16/23:51:21",70.9493
"2021-11-16/23:51:24",55.2589
"2021-11-16/23:51:28",67.1147
"2021-11-16/23:51:31",71.5169
"2021-11-16/23:51:35",70.8344
"2021-11-16/23:51:38",87.7104
"2021-11-16/23:51:42",68.2266
"2021-11-16/23:51:45",65.6071
"2021-11-16/23:51:49",68.7898
"2021-11-16/23:51:52",69.5886
"2021-11-16/23:51:56",71.3041
"2021-11-16/23:51:59",68.8083
"2021-11-16/23:52:03",66.6674
"2021-11-16/23:52:06",71.5494
"2021-11-16/23:52:10",80.6624
"2021-11-16/23:52:13",85.1172
"2021-11-16/23:52:17",55.3697
"2021-11-16/23:52:20",83.9565
"2021-11-16/23:52:24",70.0059
"2021-11-16/23:52:27",68.4123
"2021-11-16/23:52:31",67.8104
"2021-11-16/23:52:34",81.3278
"2021-11-16/23:52:38",69.8160
"2021-11-16/23:52:41",55.3692
"2021-11-16/23:52:45",68.7153
"2021-11-16/23:52:48",68.3610
"2021-11-16/23:52:52",68.0191
"2021-11-16/23:52:55",54.8908
"2021-11-16/23:52:59",67.4630
"2021-11-16/23:53:02",56.1660
"2021-11-16/23:53:06",83.1235
"2021-11-16/23:53:09",70.0485
"2021-11-16/23:53:13",70.0290
"2021-11-16/23:53:16",55.5336
"2021-11-16/23:53:20",66.9100
"2021-11-16/23:53:23",54.7827
"2021-11-16/23:53:27",67.5509
"2021-11-16/23:53:30",83.0948
"2021-11-16/23:53:34",53.5540
"2021-11-16/23:53:37",55.6165
"2021-11-16/23:53:41",66.4195
"2021-11-16/23:53:44",54.2321
"2021-11-16/23:53:48",54.5721
"2021-11-16/23:53:51",70.6014
"2021-11-16/23:53:55",69.6555
"2021-11-16/23:53:58",84.1959
"2021-11-16/23:54:02",64.6085
"2021-11-16/23:54:05",64.6976
"2021-11-16/23:54:09",67.2204
"2021-11-16/23:54:12",85.1938
"2021-11-16/23:54:16",66.2124
"2021-11-16/23:54:19",69.9711
"2021-11-16/23:54:23",70.1807
"2021-11-16/23:54:26",69.2550
"2021-11-16/23:54:30",69.6305
"2021-11-16/23:54:33",54.2468
"2021-11-16/23:54:37",68.8902
"2021-11-16/23:54:40",68.4696
"2021-11-16/23:54:44",71.6230
"2021-11-16/23:54:47",68.6595
"2021-11-16/23:54:51",69.2641
"2021-11-16/23:54:54",83.0989
"2021-11-16/23:54:58",82.7718
"2021-11-16/23:55:01",66.3085
"2021-11-16/23:55:05",70.5811
"2021-11-16/23:55:08",66.4348
"2021-11-16/23:55:12",82.5964
"2021-11-16/23:55:15",67.3993
"2021-11-16/23:55:18",83.0360
"2021-11-16/23:55:22",69.6496
"2021-11-16/23:55:25",70.2716
"2021-11-16/23:55:29",70.4076
"2021-11-16/23:55:32",69.1842
"2021-11-16/23:55:36",69.5383
"2021-11-16/23:55:39",67.0004
"2021-11-16/23:55:43",70.1453
"2021-11-16/23:55:46",65.6060
"2021-11-16/23:55:50",69.3815
"2021-11-16/23:55:53",64.6585
"2021-11-16/23:55:57",69.7958
"2021-11-16/23:56:00",67.9782
"2021-11-16/23:56:04",67.5156
"2021-11-16/23:56:07",67.2609
"2021-11-16/23:56:11",84.4972
"2021-11-16/23:56:14",55.1036
"2021-11-16/23:56:18",71.1507
"2021-11-16/23:56:21",66.4376
"2021-11-16/23:56:25",52.5841
"2021-11-16/23:56:28",53.1289
"2021-11-16/23:56:32",54.8848
"2021-11-16/23:56:35",81.9291
"2021-11-16/23:56:39",68.3305
"2021-11-16/23:56:42",52.7950
"2021-11-16/23:56:46",70.5485
"2021-11-16/23:56:49",67.5057
"2021-11-16/23:56:53",55.0998
"2021-11-16/23:56:56",68.7652
"2021-11-16/23:57:00",83.7372
"2021-11-16/23:57:03",54.7597
"2021-11-16/23:57:07",71.8637
"2021-11-16/23:57:10",56.4061
"2021-11-16/23:57:14",70.6598
"2021-11-16/23:57:17",64.2267
"2021-11-16/23:57:21",82.6196
"2021-11-16/23:57:24",83.5944
"2021-11-16/23:57:28",71.2743
"2021-11-16/23:57:31",85.2038
"2021-11-16/23:57:35",65.8566
"2021-11-16/23:57:38",82.3496
"2021-11-16/23:57:42",80.3769
"2021-11-16/23:57:45",54.8114
"2021-11-16/23:57:49",69.6732
"2021-11-16/23:57:52",66.3925
"2021-11-16/23:57:56",68.4951
"2021-11-16/23:57:59",64.6782
"2021-11-16/23:58:03",65.3709
"2021-11-16/23:58:06",53.5865
"2021-11-16/23:58:10",70.1546
"2021-11-16/23:58:13",69.6560
"2021-11-16/23:58:17",71.1124
"2021-11-16/23:58:20",67.8147
"2021-11-16/23:58:24",84.8032
"2021-11-16/23:58:27",54.2183
"2021-11-16/23:58:31",71.0911
"2021-11-16/23:58:34",70.0912
"2021-11-16/23:58:38",96.4376
"2021-11-16/23:58:41",82.9372
"2021-11-16/23:58:45",67.2720
"2021-11-16/23:58:48",65.2791
"2021-11-16/23:58:52",54.3127
"2021-11-16/23:58:55",73.2364
"2021-11-16/23:58:59",70.0468
"2021-11-16/23:59:02",70.6953
"2021-11-16/23:59:06",68.2805
"2021-11-16/23:59:09",69.7398
"2021-11-16/23:59:13",69.7548
"2021-11-16/23:59:16",66.7499
"2021-11-16/23:59:20",68.1742
"2021-11-16/23:59:23",68.1350
"2021-11-16/23:59:27",67.7748
"2021-11-16/23:59:30",64.4199
"2021-11-16/23:59:34",69.1368
"2021-11-16/23:59:37",83.4321
"2021-11-16/23:59:41",71.1670
"2021-11-16/23:59:44",69.1344
"2021-11-16/23:59:48",68.2828
"2021-11-16/23:59:51",71.1442
"2021-11-16/23:59:55",66.2463
"2021-11-16/23:59:58",67.9702
"2021-11-17/00:00:02",55.1327
"2021-11-17/00:00:05",68.8484
"2021-11-17/00:00:09",53.5864
"2021-11-17/00:00:12",56.7217
"2021-11-17/00:00:16",68.0683
"2021-11-17/00:00:19",55.3088
"2021-11-17/00:00:23",80.7415
"2021-11-17/00:00:26",66.4832
"2021-11-17/00:00:30",66.7754
"2021-11-17/00:00:33",70.3099
"2021-11-17/00:00:37",68.9307
"2021-11-17/00:00:40",67.7719
"2021-11-17/00:00:44",65.3292
"2021-11-17/00:00:47",69.9168
"2021-11-17/00:00:51",83.6547
"2021-11-17/00:00:54",84.8076
"2021-11-17/00:00:58",67.7742
"2021-11-17/00:01:01",66.9481
"2021-11-17/00:01:05",70.9335
"2021-11-17/00:01:08",71.5796
"2021-11-17/00:01:12",-NaN
"2021-11-17/00:01:15",67.4622
"2021-11-17/00:01:19",71.0975
"2021-11-17/00:01:22",81.8404
"2021-11-17/00:01:25",69.4023
"2021-11-17/00:01:29",71.0640
"2021-11-17/00:01:32",68.6421
"2021-11-17/00:01:36",84.2128
"2021-11-17/00:01:39",67.4771
"2021-11-17/00:01:43",85.1132
"2021-11-17/00:01:46",64.0422
"2021-11-17/00:01:50",82.0738
"2021-11-17/00:01:53",54.3451
"2021-11-17/00:01:57",67.5248
"2021-11-17/00:02:00",66.9910
"2021-11-17/00:02:04",54.7677
"2021-11-17/00:02:07",70.7840
"2021-11-17/00:02:11",70.1786
"2021-11-17/00:02:14",83.0615
"2021-11-17/00:02:18",72.0875
"2021-11-17/00:02:21",71.7138
"2021-11-17/00:02:25",67.7995
"2021-11-17/00:02:28",68.2237
"2021-11-17/00:02:32",70.4544
"2021-11-17/00:02:35",69.4777
"2021-11-17/00:02:39",71.8344
"2021-11-17/00:02:42",55.3460
"2021-11-17/00:02:46",68.3206
"2021-11-17/00:02:49",83.4106
"2021-11-17/00:02:53",68.9850
"2021-11-17/00:02:56",70.8259
"2021-11-17/00:03:00",68.6988
"2021-11-17/00:03:03",55.0035
"2021-11-17/00:03:07",56.4485
"2021-11-17/00:03:10",69.2643
"2021-11-17/00:03:14",54.5329
"2021-11-17/00:03:17",67.1293
"2021-11-17/00:03:21",51.5839
"2021-11-17/00:03:24",66.5429
"2021-11-17/00:03:28",66.5897
"2021-11-17/00:03:31",69.7109
"2021-11-17/00:03:35",83.4354
"2021-11-17/00:03:38",66.0440
"2021-11-17/00:03:42",85.1043
"2021-11-17/00:03:45",68.3570
"2021-11-17/00:03:49",82.5572
"2021-11-17/00:03:52",84.4603
"2021-11-17/00:03:56",54.2256
"2021-11-17/00:03:59",69.4026
"2021-11-17/00:04:03",68.3379
"2021-11-17/00:04:06",68.1127
"2021-11-17/00:04:10",71.2146
"2021-11-17/00:04:13",69.3853
"2021-11-17/00:04:17",55.7003
"2021-11-17/00:04:20",55.6679
"2021-11-17/00:04:24",67.9168
"2021-11-17/00:04:27",70.9479
"2021-11-17/00:04:31",83.5552
"2021-11-17/00:04:34",69.2545
"2021-11-17/00:04:38",68.7649
"2021-11-17/00:04:41",82.1717
"2021-11-17/00:04:45",69.8708
"2021-11-17/00:04:48",67.2626
"2021-11-17/00:04:52",70.7158
"2021-11-17/00:04:55",67.9308
"2021-11-17/00:04:59",82.0708
"2021-11-17/00:05:02",81.5930
"2021-11-17/00:05:06",67.6057
"2021-11-17/00:05:09",69.9768
"2021-11-17/00:05:13",66.7698
"2021-11-17/00:05:16",84.3999
"2021-11-17/00:05:20",68.8181
"2021-11-17/00:05:23",84.2749
"2021-11-17/00:05:27",72.6739
"2021-11-17/00:05:30",66.6274
"2021-11-17/00:05:34",67.7354
"2021-11-17/00:05:37",83.6655
"2021-11-17/00:05:41",79.2228
"2021-11-17/00:05:44",69.6307
"2021-11-17/00:05:48",97.4754
"2021-11-17/00:05:51",98.1395
"2021-11-17/00:05:55",69.3010
"2021-11-17/00:05:58",67.7503
"2021-11-17/00:06:02",68.7402
"2021-11-17/00:06:05",72.4862
"2021-11-17/00:06:09",80.0709
"2021-11-17/00:06:12",54.3834
"2021-11-17/00:06:16",67.0065
"2021-11-17/00:06:19",84.8961
"2021-11-17/00:06:23",69.5294
"2021-11-17/00:06:26",82.4043
"2021-11-17/00:06:30",82.1760
"2021-11-17/00:06:33",54.7463
"2021-11-17/00:06:37",68.6547
"2021-11-17/00:06:40",65.9005
"2021-11-17/00:06:44",69.2289
"2021-11-17/00:06:47",65.8349
"2021-11-17/00:06:51",69.3696
"2021-11-17/00:06:54",71.5837
"2021-11-17/00:06:58",68.1202
"2021-11-17/00:07:01",84.5862
"2021-11-17/00:07:05",66.8561
"2021-11-17/00:07:08",83.4232
"2021-11-17/00:07:12",79.7647
"2021-11-17/00:07:15",68.6531
"2021-11-17/00:07:19",71.5506
"2021-11-17/00:07:22",55.1726
"2021-11-17/00:07:26",67.0232
"2021-11-17/00:07:29",86.3573
"2021-11-17/00:07:32",69.1981
"2021-11-17/00:07:36",69.7993
"2021-11-17/00:07:39",84.5895
"2021-11-17/00:07:43",82.5847
"2021-11-17/00:07:46",86.4300
"2021-11-17/00:07:50",68.9423
"2021-11-17/00:07:53",81.9213
"2021-11-17/00:07:57",70.3553
"2021-11-17/00:08:00",54.4146
"2021-11-17/00:08:04",73.2751
"2021-11-17/00:08:07",85.2620
"2021-11-17/00:08:11",55.4372
"2021-11-17/00:08:14",70.7833
"2021-11-17/00:08:18",68.7950
"2021-11-17/00:08:21",70.3938
"2021-11-17/00:08:25",71.4005
"2021-11-17/00:08:28",69.8407
"2021-11-17/00:08:32",67.1827
"2021-11-17/00:08:35",54.9538
"2021-11-17/00:08:39",67.0232
"2021-11-17/00:08:42",71.0994
"2021-11-17/00:08:46",69.0404
"2021-11-17/00:08:49",98.7035
"2021-11-17/00:08:53",66.8729
"2021-11-17/00:08:56",67.9578
"2021-11-17/00:09:00",56.1127
"2021-11-17/00:09:03",53.9086
"2021-11-17/00:09:07",65.9235
"2021-11-17/00:09:10",67.4468
"2021-11-17/00:09:14",64.8378
"2021-11-17/00:09:17",54.4537
"2021-11-17/00:09:21",70.2124
"2021-11-17/00:09:24",65.7696
"2021-11-17/00:09:28",71.2796
"2021-11-17/00:09:31",67.0195
"2021-11-17/00:09:35",69.0381
"2021-11-17/00:09:38",68.8641
"2021-11-17/00:09:42",67.7056
"2021-11-17/00:09:45",82.1294
"2021-11-17/00:09:49",52.1977
"2021-11-17/00:09:52",69.0622
"2021-11-17/00:09:56",81.5003
"2021-11-17/00:09:59",64.5445
"2021-11-17/00:10:03",69.2732
"2021-11-17/00:10:06",83.4327
"2021-11-17/00:10:10",69.9142
"2021-11-17/00:10:13",84.1887
"2021-11-17/00:10:17",53.5442
"2021-11-17/00:10:20",69.9887
"2021-11-17/00:10:24",83.5781
"2021-11-17/00:10:27",69.2660
"2021-11-17/00:10:31",70.5523
"2021-11-17/00:10:34",65.7484
"2021-11-17/00:10:38",70.1333
"2021-11-17/00:10:41",80.3981
"2021-11-17/00:10:45",68.0645
"2021-11-17/00:10:48",54.5274
"2021-11-17/00:10:52",68.8230
"2021-11-17/00:10:55",67.9987
"2021-11-17/00:10:59",69.9772
"2021-11-17/00:11:02",82.7604
"2021-11-17/00:11:06",69.9608
"2021-11-17/00:11:09",69.3095
"2021-11-17/00:11:13",83.4125
"2021-11-17/00:11:16",68.1764
"2021-11-17/00:11:20",68.7974
"2021-11-17/00:11:23",69.6910
"2021-11-17/00:11:27",83.5404
"2021-11-17/00:11:30",70.0428
"2021-11-17/00:11:34",68.6766
"2021-11-17/00:11:37",94.8797
"2021-11-17/00:11:41",69.9305
"2021-11-17/00:11:44",67.0470
"2021-11-17/00:11:48",70.8864
"2021-11-17/00:11:51",64.8461
"2021-11-17/00:11:55",71.1003
"2021-11-17/00:11:58",69.5667
"2021-11-17/00:12:02",52.4911
"2021-11-17/00:12:05",67.5874
"2021-11-17/00:12:09",66.5707
"2021-11-17/00:12:12",68.6961
"2021-11-17/00:12:16",55.0292
"2021-11-17/00:12:19",68.4152
"2021-11-17/00:12:23",69.5748
"2021-11-17/00:12:26",49.3127
"2021-11-17/00:12:30",69.1881
"2021-11-17/00:12:33",53.7150
"2021-11-17/00:12:37",69.2326
"2021-11-17/00:12:40",66.1555
"2021-11-17/00:12:44",70.8436
"2021-11-17/00:12:47",66.0060
"2021-11-17/00:12:51",82.8015
"2021-11-17/00:12:54",69.3523
"2021-11-17/00:12:58",69.8186
"2021-11-17/00:13:01",68.0219
"2021-11-17/00:13:05",67.7640
"2021-11-17/00:13:08",65.7582
"2021-11-17/00:13:12",69.6558
"2021-11-17/00:13:15",69.8938
"2021-11-17/00:13:19",69.9866
"2021-11-17/00:13:22",83.7121
"2021-11-17/00:13:26",68.9044
"2021-11-17/00:13:29",81.4980
"2021-11-17/00:13:33",68.5891
"2021-11-17/00:13:36",72.3026
"2021-11-17/00:13:39",56.2831
"2021-11-17/00:13:43",69.9020
"2021-11-17/00:13:46",71.0819
"2021-11-17/00:13:50",68.8491
"2021-11-17/00:13:53",81.0967
"2021-11-17/00:13:57",70.1527
"2021-11-17/00:14:00",80.7315
"2021-11-17/00:14:04",66.7347
"2021-11-17/00:14:07",70.9438
"2021-11-17/00:14:11",68.4215
"2021-11-17/00:14:14",69.8782
"2021-11-17/00:14:18",68.1352
"2021-11-17/00:14:21",84.1368
"2021-11-17/00:14:25",97.1932
"2021-11-17/00:14:28",67.0998
"2021-11-17/00:14:32",54.0673
"2021-11-17/00:14:35",55.4839
"2021-11-17/00:14:39",56.3900
"2021-11-17/00:14:42",68.0091
"2021-11-17/00:14:46",68.7810
"2021-11-17/00:14:49",70.8314
"2021-11-17/00:14:53",55.1786
"2021-11-17/00:14:56",55.8745
"2021-11-17/00:15:00",66.9418
"2021-11-17/00:15:03",71.9047
"2021-11-17/00:15:07",69.0881
"2021-11-17/00:15:10",83.5423
"2021-11-17/00:15:14",95.1373
"2021-11-17/00:15:17",70.1954
"2021-11-17/00:15:21",54.1099
"2021-11-17/00:15:24",68.2406
"2021-11-17/00:15:28",66.3763
"2021-11-17/00:15:31",69.6815
"2021-11-17/00:15:35",70.9390
"2021-11-17/00:15:38",71.4371
"2021-11-17/00:15:42",83.3023
"2021-11-17/00:15:45",82.2763
"2021-11-17/00:15:49",70.1408
"2021-11-17/00:15:52",70.1319
"2021-11-17/00:15:56",67.9174
"2021-11-17/00:15:59",67.3183
"2021-11-17/00:16:03",68.6308
"2021-11-17/00:16:06",83.0588
"2021-11-17/00:16:10",55.9865
"2021-11-17/00:16:13",66.5006
"2021-11-17/00:16:17",69.2714
"2021-11-17/00:16:20",82.7233
"2021-11-17/00:16:24",68.8584
"2021-11-17/00:16:27",53.9017
"2021-11-17/00:16:31",83.0547
"2021-11-17/00:16:34",96.2340
"2021-11-17/00:16:38",84.0355
"2021-11-17/00:16:41",65.8884
"2021-11-17/00:16:45",56.2178
"2021-11-17/00:16:48",85.0121
"2021-11-17/00:16:52",68.4265
"2021-11-17/00:16:55",84.9191
"2021-11-17/00:16:59",53.9895
"2021-11-17/00:17:02",68.6866
"2021-11-17/00:17:06",84.2383
"2021-11-17/00:17:09",84.0313
"2021-11-17/00:17:13",56.2438
"2021-11-17/00:17:16",70.6867
"2021-11-17/00:17:20",71.5965
"2021-11-17/00:17:23",69.5377
"2021-11-17/00:17:27",52.9781
"2021-11-17/00:17:30",53.6002
"2021-11-17/00:17:34",85.2352
"2021-11-17/00:17:37",63.6036
"2021-11-17/00:17:41",85.2407
"2021-11-17/00:17:44",69.4554
"2021-11-17/00:17:48",67.6320
"2021-11-17/00:17:51",68.9316
"2021-11-17/00:17:55",68.8005
"2021-11-17/00:17:58",53.7666
"2021-11-17/00:18:02",68.8759
"2021-11-17/00:18:05",70.0827
"2021-11-17/00:18:09",86.6890
"2021-11-17/00:18:12",70.0373
"2021-11-17/00:18:16",68.3069
"2021-11-17/00:18:19",69.9875
"2021-11-17/00:18:23",65.0268
"2021-11-17/00:18:26",67.3045
"2021-11-17/00:18:30",54.6692
"2021-11-17/00:18:33",67.7371
"2021-11-17/00:18:37",68.7069
"2021-11-17/00:18:40",67.9531
"2021-11-17/00:18:44",68.6105
"2021-11-17/00:18:47",69.8014
"2021-11-17/00:18:51",84.2695
"2021-11-17/00:18:54",71.9580
"2021-11-17/00:18:58",82.5747
"2021-11-17/00:19:01",70.9459
"2021-11-17/00:19:05",71.7163
"2021-11-17/00:19:08",56.1971
"2021-11-17/00:19:12",54.7332
"2021-11-17/00:19:15",81.8571
"2021-11-17/00:19:19",52.5146
"2021-11-17/00:19:22",67.9596
"2021-11-17/00:19:26",66.1440
"2021-11-17/00:19:29",55.4362
"2021-11-17/00:19:33",68.9594
"2021-11-17/00:19:36",65.8961
"2021-11-17/00:19:40",84.3948
"2021-11-17/00:19:43",55.6119
"2021-11-17/00:19:47",68.5993
"2021-11-17/00:19:50",67.5298
"2021-11-17/00:19:53",68.6998
"2021-11-17/00:19:57",71.1394
"2021-11-17/00:20:00",68.7087
"2021-11-17/00:20:04",66.7229
"2021-11-17/00:20:07",82.5975
"2021-11-17/00:20:11",67.3651
"2021-11-17/00:20:14",66.8326
"2021-11-17/00:20:18",67.0302
"2021-11-17/00:20:21",70.0341
"2021-11-17/00:20:25",68.4576
"2021-11-17/00:20:28",97.6090
"2021-11-17/00:20:32",83.0287
"2021-11-17/00:20:35",69.2571
"2021-11-17/00:20:39",85.8359
"2021-11-17/00:20:42",68.5059
"2021-11-17/00:20:46",65.9552
"2021-11-17/00:20:49",65.9750
"2021-11-17/00:20:53",70.6777
"2021-11-17/00:20:56",70.1825
"2021-11-17/00:21:00",70.2542
"2021-11-17/00:21:03",70.9309
"2021-11-17/00:21:07",55.6914
"2021-11-17/00:21:10",55.4232
"2021-11-17/00:21:14",65.9577
"2021-11-17/00:21:17",85.6478
"2021-11-17/00:21:21",70.9007
"2021-11-17/00:21:24",69.5054
"2021-11-17/00:21:28",71.6412
"2021-11-17/00:21:31",81.6623
"2021-11-17/00:21:35",55.6796
"2021-11-17/00:21:38",69.2386
"2021-11-17/00:21:42",54.7280
"2021-11-17/00:21:45",70.8444
"2021-11-17/00:21:49",67.0595
"2021-11-17/00:21:52",97.6166
"2021-11-17/00:21:56",83.9961
"2021-11-17/00:21:59",85.5809
"2021-11-17/00:22:03",69.9548
"2021-11-17/00:22:06",82.3408
"2021-11-17/00:22:10",84.5254
"2021-11-17/00:22:13",71.7526
"2021-11-17/00:22:17",67.1700
"2021-11-17/00:22:20",56.0031
"2021-11-17/00:22:24",69.2364
"2021-11-17/00:22:27",71.0135
"2021-11-17/00:22:31",68.2011
"2021-11-17/00:22:34",70.9394
"2021-11-17/00:22:38",67.6632
"2021-11-17/00:22:41",69.5075
"2021-11-17/00:22:45",84.7280
"2021-11-17/00:22:48",68.3704
"2021-11-17/00:22:52",70.9382
"2021-11-17/00:22:55",83.2733
"2021-11-17/00:22:59",69.6390
"2021-11-17/00:23:02",68.1301
"2021-11-17/00:23:06",68.3022
"2021-11-17/00:23:09",70.3808
"2021-11-17/00:23:13",67.6847
"2021-11-17/00:23:16",82.8253
"2021-11-17/00:23:20",68.1326
"2021-11-17/00:23:23",82.8057
"2021-11-17/00:23:27",67.8548
"2021-11-17/00:23:30",68.2037
"2021-11-17/00:23:34",69.3087
"2021-11-17/00:23:37",69.4130
"2021-11-17/00:23:41",83.7358
"2021-11-17/00:23:44",67.7977
"2021-11-17/00:23:48",80.3860
"2021-11-17/00:23:51",71.9178
"2021-11-17/00:23:55",69.4464
"2021-11-17/00:23:58",80.2648
"2021-11-17/00:24:02",82.9462
"2021-11-17/00:24:05",67.3757
"2021-11-17/00:24:09",68.7340
"2021-11-17/00:24:12",55.1477
"2021-11-17/00:24:16",68.0227
"2021-11-17/00:24:19",70.1061
"2021-11-17/00:24:23",64.6396
"2021-11-17/00:24:26",65.2135
"2021-11-17/00:24:30",69.2435
"2021-11-17/00:24:33",69.0464
"2021-11-17/00:24:37",64.1395
"2021-11-17/00:24:40",67.1847
"2021-11-17/00:24:44",69.7098
"2021-11-17/00:24:47",69.4421
"2021-11-17/00:24:51",70.1958
"2021-11-17/00:24:54",66.7487
"2021-11-17/00:24:58",68.4896
"2021-11-17/00:25:01",69.1827
"2021-11-17/00:25:05",83.0594
"2021-11-17/00:25:08",70.6123
"2021-11-17/00:25:12",69.3608
"2021-11-17/00:25:15",70.8384
"2021-11-17/00:25:19",68.6593
"2021-11-17/00:25:22",71.2442
"2021-11-17/00:25:26",66.6393
"2021-11-17/00:25:29",55.7885
"2021-11-17/00:25:33",71.4372
"2021-11-17/00:25:36",55.9114
"2021-11-17/00:25:40",81.1306
"2021-11-17/00:25:43",85.6993
"2021-11-17/00:25:47",83.5520
"2021-11-17/00:25:50",54.7813
"2021-11-17/00:25:54",66.5434
"2021-11-17/00:25:57",53.7629
"2021-11-17/00:26:00",71.4428
"2021-11-17/00:26:04",70.9750
"2021-11-17/00:26:07",56.1526
"2021-11-17/00:26:11",69.7083
"2021-11-17/00:26:14",68.7082
"2021-11-17/00:26:18",82.2000
"2021-11-17/00:26:21",69.3704
"2021-11-17/00:26:25",82.3570
"2021-11-17/00:26:28",82.7732
"2021-11-17/00:26:32",63.4732
"2021-11-17/00:26:35",68.1018
"2021-11-17/00:26:39",68.4249
"2021-11-17/00:26:42",84.3913
"2021-11-17/00:26:46",54.5545
"2021-11-17/00:26:49",71.8881
"2021-11-17/00:26:53",83.2079
"2021-11-17/00:26:56",54.3254
"2021-11-17/00:27:00",65.1281
"2021-11-17/00:27:03",68.7458
"2021-11-17/00:27:07",69.0541
"2021-11-17/00:27:10",84.1680
"2021-11-17/00:27:14",67.6766
"2021-11-17/00:27:17",52.1293
"2021-11-17/00:27:21",81.4691
"2021-11-17/00:27:24",66.7357
"2021-11-17/00:27:28",65.8370
"2021-11-17/00:27:31",68.0030
"2021-11-17/00:27:35",69.0447
"2021-11-17/00:27:38",68.4721
"2021-11-17/00:27:42",55.1951
"2021-11-17/00:27:45",65.6760
"2021-11-17/00:27:49",55.2709
"2021-11-17/00:27:52",69.5077
"2021-11-17/00:27:56",66.1226
"2021-11-17/00:27:59",70.7500
"2021-11-17/00:28:03",98.9876
"2021-11-17/00:28:06",98.6700
"2021-11-17/00:28:10",82.3541
"2021-11-17/00:28:13",70.8314
"2021-11-17/00:28:17",71.2757
"2021-11-17/00:28:20",68.0018
"2021-11-17/00:28:24",53.9361
"2021-11-17/00:28:27",71.7303
"2021-11-17/00:28:31",67.0713
"2021-11-17/00:28:34",85.2188
"2021-11-17/00:28:38",70.7498
"2021-11-17/00:28:41",70.3262
"2021-11-17/00:28:45",83.5142
"2021-11-17/00:28:48",64.5404
"2021-11-17/00:28:52",70.6045
"2021-11-17/00:28:55",84.5716
"2021-11-17/00:28:59",69.9846
"2021-11-17/00:29:02",67.1070
"2021-11-17/00:29:06",65.1121
"2021-11-17/00:29:09",54.7280
"2021-11-17/00:29:13",68.0766
"2021-11-17/00:29:16",71.5786
"2021-11-17/00:29:20",71.1755
"2021-11-17/00:29:23",85.4424
"2021-11-17/00:29:27",68.2495
"2021-11-17/00:29:30",67.1126
"2021-11-17/00:29:34",53.5887
"2021-11-17/00:29:37",69.8302
"2021-11-17/00:29:41",65.9688
"2021-11-17/00:29:44",85.4181
"2021-11-17/00:29:48",52.9650
"2021-11-17/00:29:51",65.2903
"2021-11-17/00:29:55",84.9379
"2021-11-17/00:29:58",69.1376
"2021-11-17/00:30:02",98.9689
"2021-11-17/00:30:05",54.7176
"2021-11-17/00:30:09",71.5571
"2021-11-17/00:30:12",-NaN
"2021-11-17/00:30:16",68.5562
"2021-11-17/00:30:19",82.2405
"2021-11-17/00:30:23",84.4438
"2021-11-17/00:30:26",66.3812
"2021-11-17/00:30:30",67.9554
"2021-11-17/00:30:33",84.2160
"2021-11-17/00:30:37",83.5997
"2021-11-17/00:30:40",65.2240
"2021-11-17/00:30:44",69.0303
"2021-11-17/00:30:47",67.7458
"2021-11-17/00:30:51",84.0666
"2021-11-17/00:30:54",67.8923
"2021-11-17/00:30:58",53.4748
"2021-11-17/00:31:01",68.0143
"2021-11-17/00:31:05",66.2315
"2021-11-17/00:31:08",72.2573
"2021-11-17/00:31:12",70.9601
"2021-11-17/00:31:15",83.8837
"2021-11-17/00:31:19",57.2433
"2021-11-17/00:31:22",69.7170
"2021-11-17/00:31:26",70.3097
"2021-11-17/00:31:29",81.9050
"2021-11-17/00:31:33",68.6349
"2021-11-17/00:31:36",69.0142
"2021-11-17/00:31:40",80.9981
"2021-11-17/00:31:43",68.1344
"2021-11-17/00:31:47",70.5141
"2021-11-17/00:31:50",84.7673
"2021-11-17/00:31:54",70.8567
"2021-11-17/00:31:57",70.0540
"2021-11-17/00:32:01",83.1752
"2021-11-17/00:32:04",66.3259
"2021-11-17/00:32:07",70.3898
"2021-11-17/00:32:11",70.0934
"2021-11-17/00:32:14",69.2891
"2021-11-17/00:32:18",55.0592
"2021-11-17/00:32:21",73.0050
"2021-11-17/00:32:25",71.9812
"2021-11-17/00:32:28",55.2234
"2021-11-17/00:32:32",66.8180
"2021-11-17/00:32:35",71.3692
"2021-11-17/00:32:39",54.9900
"2021-11-17/00:32:42",68.3737
"2021-11-17/00:32:46",68.9097
"2021-11-17/00:32:49",96.9069
"2021-11-17/00:32:53",69.9021
"2021-11-17/00:32:56",67.2416
"2021-11-17/00:33:00",71.5706
"2021-11-17/00:33:03",82.7234
"2021-11-17/00:33:07",70.0042
"2021-11-17/00:33:10",53.8652
"2021-11-17/00:33:14",66.1479
"2021-11-17/00:33:17",68.3887
"2021-11-17/00:33:21",84.2210
"2021-11-17/00:33:24",67.2624
"2021-11-17/00:33:28",67.5727
"2021-11-17/00:33:31",69.0512
"2021-11-17/00:33:35",83.5808
"2021-11-17/00:33:38",71.6364
"2021-11-17/00:33:42",67.2510
