Time,N_QTN
"2024-09-25/04:35:57",256.959
"2024-09-25/04:36:00",244.018
"2024-09-25/04:36:04",258.850
"2024-09-25/04:36:07",266.727
"2024-09-25/04:36:11",243.918
"2024-09-25/04:36:14",226.949
"2024-09-25/04:36:18",225.027
"2024-09-25/04:36:21",241.758
"2024-09-25/04:36:25",242.339
"2024-09-25/04:36:28",264.244
"2024-09-25/04:36:32",232.660
"2024-09-25/04:36:35",265.168
"2024-09-25/04:36:39",-NaN
"2024-09-25/04:36:42",294.486
"2024-09-25/04:36:46",267.554
"2024-09-25/04:36:49",268.246
"2024-09-25/04:36:53",291.161
"2024-09-25/04:36:56",256.348
"2024-09-25/04:37:00",246.489
"2024-09-25/04:37:03",305.787
"2024-09-25/04:37:07",246.409
"2024-09-25/04:37:10",245.047
"2024-09-25/04:37:14",265.016
"2024-09-25/04:37:17",263.029
"2024-09-25/04:37:21",266.091
"2024-09-25/04:37:24",305.787
"2024-09-25/04:37:28",-NaN
"2024-09-25/04:37:31",-NaN
"2024-09-25/04:37:35",274.099
"2024-09-25/04:37:38",278.043
"2024-09-25/04:37:42",266.091
"2024-09-25/04:37:45",261.273
"2024-09-25/04:37:49",251.127
"2024-09-25/04:37:52",251.503
"2024-09-25/04:37:56",264.894
"2024-09-25/04:37:59",245.229
"2024-09-25/04:38:03",-NaN
"2024-09-25/04:38:06",249.453
"2024-09-25/04:38:10",259.981
"2024-09-25/04:38:13",266.091
"2024-09-25/04:38:17",265.338
"2024-09-25/04:38:20",266.091
"2024-09-25/04:38:24",268.033
"2024-09-25/04:38:27",266.091
"2024-09-25/04:38:31",266.091
"2024-09-25/04:38:34",266.091
"2024-09-25/04:38:38",259.904
"2024-09-25/04:38:41",259.691
"2024-09-25/04:38:45",266.091
"2024-09-25/04:38:48",266.091
"2024-09-25/04:38:51",254.473
"2024-09-25/04:38:55",266.091
"2024-09-25/04:38:58",263.901
"2024-09-25/04:39:02",-NaN
"2024-09-25/04:39:05",258.407
"2024-09-25/04:39:09",226.534
"2024-09-25/04:39:12",264.524
"2024-09-25/04:39:16",263.119
"2024-09-25/04:39:19",256.666
"2024-09-25/04:39:23",305.787
"2024-09-25/04:39:26",264.978
"2024-09-25/04:39:30",245.269
"2024-09-25/04:39:33",259.062
"2024-09-25/04:39:37",258.275
"2024-09-25/04:39:40",259.306
"2024-09-25/04:39:44",260.286
"2024-09-25/04:39:47",262.233
"2024-09-25/04:39:51",258.849
"2024-09-25/04:39:54",266.795
"2024-09-25/04:39:58",265.895
"2024-09-25/04:40:01",254.205
"2024-09-25/04:40:05",266.091
"2024-09-25/04:40:08",291.051
"2024-09-25/04:40:12",262.839
"2024-09-25/04:40:15",256.588
"2024-09-25/04:40:19",260.663
"2024-09-25/04:40:22",261.132
"2024-09-25/04:40:26",259.109
"2024-09-25/04:40:29",261.247
"2024-09-25/04:40:33",247.085
"2024-09-25/04:40:36",261.182
"2024-09-25/04:40:40",259.510
"2024-09-25/04:40:43",277.207
"2024-09-25/04:40:47",305.787
"2024-09-25/04:40:50",254.912
"2024-09-25/04:40:54",263.823
"2024-09-25/04:40:57",283.257
"2024-09-25/04:41:01",291.041
"2024-09-25/04:41:04",259.103
"2024-09-25/04:41:08",257.292
"2024-09-25/04:41:11",255.668
"2024-09-25/04:41:15",262.129
"2024-09-25/04:41:18",240.602
"2024-09-25/04:41:22",258.057
"2024-09-25/04:41:25",259.027
"2024-09-25/04:41:29",259.693
"2024-09-25/04:41:32",256.272
"2024-09-25/04:41:36",259.535
"2024-09-25/04:41:39",242.304
"2024-09-25/04:41:43",258.170
"2024-09-25/04:41:46",256.859
"2024-09-25/04:41:50",263.209
"2024-09-25/04:41:53",257.060
"2024-09-25/04:41:57",259.517
"2024-09-25/04:42:00",250.923
"2024-09-25/04:42:04",256.720
"2024-09-25/04:42:07",257.228
"2024-09-25/04:42:11",257.893
"2024-09-25/04:42:14",260.910
"2024-09-25/04:42:18",258.524
"2024-09-25/04:42:21",265.943
"2024-09-25/04:42:25",289.014
"2024-09-25/04:42:28",259.883
"2024-09-25/04:42:32",274.222
"2024-09-25/04:42:35",256.393
"2024-09-25/04:42:39",247.741
"2024-09-25/04:42:42",255.808
"2024-09-25/04:42:46",256.042
"2024-09-25/04:42:49",256.091
"2024-09-25/04:42:53",257.933
"2024-09-25/04:42:56",256.588
"2024-09-25/04:43:00",257.771
"2024-09-25/04:43:03",245.666
"2024-09-25/04:43:07",257.131
"2024-09-25/04:43:10",259.618
"2024-09-25/04:43:14",260.006
"2024-09-25/04:43:17",256.696
"2024-09-25/04:43:21",257.650
"2024-09-25/04:43:24",268.735
"2024-09-25/04:43:28",256.560
"2024-09-25/04:43:31",259.274
"2024-09-25/04:43:35",257.838
"2024-09-25/04:43:38",293.659
"2024-09-25/04:43:42",245.606
"2024-09-25/04:43:45",273.960
"2024-09-25/04:43:49",264.552
"2024-09-25/04:43:52",267.543
"2024-09-25/04:43:56",257.387
"2024-09-25/04:43:59",255.689
"2024-09-25/04:44:03",257.599
"2024-09-25/04:44:06",257.788
"2024-09-25/04:44:10",217.761
"2024-09-25/04:44:13",258.698
"2024-09-25/04:44:17",256.875
"2024-09-25/04:44:20",244.088
"2024-09-25/04:44:24",256.756
"2024-09-25/04:44:27",256.257
"2024-09-25/04:44:31",242.593
"2024-09-25/04:44:34",256.120
"2024-09-25/04:44:38",258.705
"2024-09-25/04:44:41",255.487
"2024-09-25/04:44:45",243.306
"2024-09-25/04:44:48",259.860
"2024-09-25/04:44:52",258.431
"2024-09-25/04:44:55",256.306
"2024-09-25/04:44:58",258.076
"2024-09-25/04:45:02",260.849
"2024-09-25/04:45:05",258.508
"2024-09-25/04:45:09",257.450
"2024-09-25/04:45:12",257.759
"2024-09-25/04:45:16",225.969
"2024-09-25/04:45:19",228.381
"2024-09-25/04:45:23",244.525
"2024-09-25/04:45:26",257.355
"2024-09-25/04:45:30",257.169
"2024-09-25/04:45:33",257.520
"2024-09-25/04:45:37",245.256
"2024-09-25/04:45:40",259.321
"2024-09-25/04:45:44",261.232
"2024-09-25/04:45:47",259.496
"2024-09-25/04:45:51",256.288
"2024-09-25/04:45:54",261.833
"2024-09-25/04:45:58",258.225
"2024-09-25/04:46:01",257.488
"2024-09-25/04:46:05",256.273
"2024-09-25/04:46:08",258.408
"2024-09-25/04:46:12",266.181
"2024-09-25/04:46:15",255.561
"2024-09-25/04:46:19",256.049
"2024-09-25/04:46:22",255.818
"2024-09-25/04:46:26",256.957
"2024-09-25/04:46:29",256.573
"2024-09-25/04:46:33",256.450
"2024-09-25/04:46:36",258.432
"2024-09-25/04:46:40",255.719
"2024-09-25/04:46:43",223.937
"2024-09-25/04:46:47",218.423
"2024-09-25/04:46:50",243.736
"2024-09-25/04:46:54",244.589
"2024-09-25/04:46:57",257.241
"2024-09-25/04:47:01",240.521
"2024-09-25/04:47:04",221.831
"2024-09-25/04:47:08",219.680
"2024-09-25/04:47:11",256.587
"2024-09-25/04:47:15",256.617
"2024-09-25/04:47:18",257.491
"2024-09-25/04:47:22",258.778
"2024-09-25/04:47:25",244.571
"2024-09-25/04:47:29",245.019
"2024-09-25/04:47:32",258.301
"2024-09-25/04:47:36",256.130
"2024-09-25/04:47:39",256.496
"2024-09-25/04:47:43",242.557
"2024-09-25/04:47:46",257.034
"2024-09-25/04:47:50",257.580
"2024-09-25/04:47:53",256.528
"2024-09-25/04:47:57",255.514
"2024-09-25/04:48:00",257.660
"2024-09-25/04:48:04",256.054
"2024-09-25/04:48:07",248.838
"2024-09-25/04:48:11",257.001
"2024-09-25/04:48:14",257.302
"2024-09-25/04:48:18",258.231
"2024-09-25/04:48:21",261.737
"2024-09-25/04:48:25",260.025
"2024-09-25/04:48:28",258.252
"2024-09-25/04:48:32",258.862
"2024-09-25/04:48:35",260.492
"2024-09-25/04:48:39",257.544
"2024-09-25/04:48:42",219.678
"2024-09-25/04:48:46",256.803
"2024-09-25/04:48:49",242.128
"2024-09-25/04:48:53",256.900
"2024-09-25/04:48:56",243.743
"2024-09-25/04:49:00",256.029
"2024-09-25/04:49:03",257.930
"2024-09-25/04:49:07",256.632
"2024-09-25/04:49:10",243.724
"2024-09-25/04:49:14",296.318
"2024-09-25/04:49:17",244.506
"2024-09-25/04:49:21",257.779
"2024-09-25/04:49:24",242.889
"2024-09-25/04:49:28",257.138
"2024-09-25/04:49:31",242.076
"2024-09-25/04:49:35",256.318
"2024-09-25/04:49:38",260.557
"2024-09-25/04:49:42",264.637
"2024-09-25/04:49:45",261.106
"2024-09-25/04:49:49",256.222
"2024-09-25/04:49:52",256.686
"2024-09-25/04:49:56",255.854
"2024-09-25/04:49:59",259.944
"2024-09-25/04:50:03",256.322
"2024-09-25/04:50:06",256.046
"2024-09-25/04:50:10",244.260
"2024-09-25/04:50:13",258.325
"2024-09-25/04:50:17",256.103
"2024-09-25/04:50:20",218.531
"2024-09-25/04:50:24",268.498
"2024-09-25/04:50:27",256.092
"2024-09-25/04:50:31",256.731
"2024-09-25/04:50:34",257.202
"2024-09-25/04:50:38",255.689
"2024-09-25/04:50:41",256.534
"2024-09-25/04:50:45",255.908
"2024-09-25/04:50:48",256.921
"2024-09-25/04:50:52",256.541
"2024-09-25/04:50:55",256.382
"2024-09-25/04:50:59",257.371
"2024-09-25/04:51:02",257.240
"2024-09-25/04:51:06",257.129
"2024-09-25/04:51:09",256.232
"2024-09-25/04:51:12",256.675
"2024-09-25/04:51:16",256.179
"2024-09-25/04:51:19",256.815
"2024-09-25/04:51:23",258.842
"2024-09-25/04:51:26",243.665
"2024-09-25/04:51:30",256.643
"2024-09-25/04:51:33",257.966
"2024-09-25/04:51:37",256.651
"2024-09-25/04:51:40",242.084
"2024-09-25/04:51:44",256.419
"2024-09-25/04:51:47",256.022
"2024-09-25/04:51:51",256.138
"2024-09-25/04:51:54",243.786
"2024-09-25/04:51:58",255.565
"2024-09-25/04:52:01",257.287
"2024-09-25/04:52:05",257.373
"2024-09-25/04:52:08",258.871
"2024-09-25/04:52:12",256.264
"2024-09-25/04:52:15",257.034
"2024-09-25/04:52:19",221.701
"2024-09-25/04:52:22",257.406
"2024-09-25/04:52:26",255.895
"2024-09-25/04:52:29",256.815
"2024-09-25/04:52:33",256.654
"2024-09-25/04:52:36",256.451
"2024-09-25/04:52:40",256.561
"2024-09-25/04:52:43",256.135
"2024-09-25/04:52:47",255.717
"2024-09-25/04:52:50",256.572
"2024-09-25/04:52:54",257.665
"2024-09-25/04:52:57",258.158
"2024-09-25/04:53:01",255.690
"2024-09-25/04:53:04",255.837
"2024-09-25/04:53:08",258.027
"2024-09-25/04:53:11",256.406
"2024-09-25/04:53:15",257.165
"2024-09-25/04:53:18",257.966
"2024-09-25/04:53:22",243.346
"2024-09-25/04:53:25",243.700
"2024-09-25/04:53:29",256.883
"2024-09-25/04:53:32",242.789
"2024-09-25/04:53:36",255.761
"2024-09-25/04:53:39",239.594
"2024-09-25/04:53:43",257.008
"2024-09-25/04:53:46",260.757
"2024-09-25/04:53:50",256.814
"2024-09-25/04:53:53",242.218
"2024-09-25/04:53:57",259.756
"2024-09-25/04:54:00",257.538
"2024-09-25/04:54:04",240.579
"2024-09-25/04:54:07",255.537
"2024-09-25/04:54:11",256.428
"2024-09-25/04:54:14",256.260
"2024-09-25/04:54:18",244.299
"2024-09-25/04:54:21",257.944
"2024-09-25/04:54:25",256.341
"2024-09-25/04:54:28",256.052
"2024-09-25/04:54:32",255.945
"2024-09-25/04:54:35",242.093
"2024-09-25/04:54:39",242.179
"2024-09-25/04:54:42",256.308
"2024-09-25/04:54:46",243.538
"2024-09-25/04:54:49",257.244
"2024-09-25/04:54:53",242.214
"2024-09-25/04:54:56",258.620
"2024-09-25/04:55:00",256.504
"2024-09-25/04:55:03",256.249
"2024-09-25/04:55:07",258.336
"2024-09-25/04:55:10",243.735
"2024-09-25/04:55:14",256.179
"2024-09-25/04:55:17",256.173
"2024-09-25/04:55:21",260.175
"2024-09-25/04:55:24",255.900
"2024-09-25/04:55:28",257.417
"2024-09-25/04:55:31",245.523
"2024-09-25/04:55:35",256.296
"2024-09-25/04:55:38",258.010
"2024-09-25/04:55:42",255.537
"2024-09-25/04:55:45",257.996
"2024-09-25/04:55:49",256.563
"2024-09-25/04:55:52",256.259
"2024-09-25/04:55:56",256.616
"2024-09-25/04:55:59",257.186
"2024-09-25/04:56:03",257.022
"2024-09-25/04:56:06",258.914
"2024-09-25/04:56:10",257.845
"2024-09-25/04:56:13",244.676
"2024-09-25/04:56:17",256.142
"2024-09-25/04:56:20",261.720
"2024-09-25/04:56:24",257.019
"2024-09-25/04:56:27",257.719
"2024-09-25/04:56:31",257.147
"2024-09-25/04:56:34",255.608
"2024-09-25/04:56:38",256.608
"2024-09-25/04:56:41",257.371
"2024-09-25/04:56:45",262.691
"2024-09-25/04:56:48",245.602
"2024-09-25/04:56:52",259.907
"2024-09-25/04:56:55",256.282
"2024-09-25/04:56:59",258.039
"2024-09-25/04:57:02",246.081
"2024-09-25/04:57:06",258.432
"2024-09-25/04:57:09",256.839
"2024-09-25/04:57:13",258.679
"2024-09-25/04:57:16",257.807
"2024-09-25/04:57:19",246.158
"2024-09-25/04:57:23",245.533
"2024-09-25/04:57:26",258.571
"2024-09-25/04:57:30",260.137
"2024-09-25/04:57:33",258.064
"2024-09-25/04:57:37",221.970
"2024-09-25/04:57:40",235.424
"2024-09-25/04:57:44",256.651
"2024-09-25/04:57:47",244.242
"2024-09-25/04:57:51",258.662
"2024-09-25/04:57:54",257.279
"2024-09-25/04:57:58",259.004
"2024-09-25/04:58:01",258.834
"2024-09-25/04:58:05",258.431
"2024-09-25/04:58:08",257.110
"2024-09-25/04:58:12",258.397
"2024-09-25/04:58:15",256.620
"2024-09-25/04:58:19",243.586
"2024-09-25/04:58:22",257.235
"2024-09-25/04:58:26",256.098
"2024-09-25/04:58:29",259.034
"2024-09-25/04:58:33",244.002
"2024-09-25/04:58:36",258.681
"2024-09-25/04:58:40",258.629
"2024-09-25/04:58:43",260.997
"2024-09-25/04:58:47",233.841
"2024-09-25/04:58:50",241.971
"2024-09-25/04:58:54",256.600
"2024-09-25/04:58:57",257.189
"2024-09-25/04:59:01",258.589
"2024-09-25/04:59:04",241.592
"2024-09-25/04:59:08",242.845
"2024-09-25/04:59:11",259.869
"2024-09-25/04:59:15",262.301
"2024-09-25/04:59:18",256.740
"2024-09-25/04:59:22",259.966
"2024-09-25/04:59:25",256.788
"2024-09-25/04:59:29",258.425
"2024-09-25/04:59:32",256.530
"2024-09-25/04:59:36",241.597
"2024-09-25/04:59:39",240.505
"2024-09-25/04:59:43",242.788
"2024-09-25/04:59:46",256.328
"2024-09-25/04:59:50",255.859
"2024-09-25/04:59:53",258.615
"2024-09-25/04:59:57",218.479
"2024-09-25/05:00:00",258.042
"2024-09-25/05:00:04",255.923
"2024-09-25/05:00:07",260.581
"2024-09-25/05:00:11",256.364
"2024-09-25/05:00:14",258.582
"2024-09-25/05:00:18",256.498
"2024-09-25/05:00:21",258.589
"2024-09-25/05:00:25",257.159
"2024-09-25/05:00:28",257.968
"2024-09-25/05:00:32",257.222
"2024-09-25/05:00:35",256.374
"2024-09-25/05:00:39",258.754
"2024-09-25/05:00:42",256.174
"2024-09-25/05:00:46",259.334
"2024-09-25/05:00:49",259.152
"2024-09-25/05:00:53",218.672
"2024-09-25/05:00:56",242.535
"2024-09-25/05:01:00",256.232
"2024-09-25/05:01:03",255.892
"2024-09-25/05:01:07",256.031
"2024-09-25/05:01:10",244.306
"2024-09-25/05:01:14",238.294
"2024-09-25/05:01:17",236.975
"2024-09-25/05:01:21",256.008
"2024-09-25/05:01:24",258.413
"2024-09-25/05:01:28",245.088
"2024-09-25/05:01:31",242.009
"2024-09-25/05:01:35",243.973
"2024-09-25/05:01:38",255.857
"2024-09-25/05:01:42",243.714
"2024-09-25/05:01:45",256.165
"2024-09-25/05:01:49",246.099
"2024-09-25/05:01:52",257.482
"2024-09-25/05:01:56",256.572
"2024-09-25/05:01:59",257.612
"2024-09-25/05:02:03",255.525
"2024-09-25/05:02:06",240.242
"2024-09-25/05:02:10",255.749
"2024-09-25/05:02:13",257.090
"2024-09-25/05:02:17",257.220
"2024-09-25/05:02:20",245.732
"2024-09-25/05:02:24",256.009
"2024-09-25/05:02:27",256.586
"2024-09-25/05:02:31",257.395
"2024-09-25/05:02:34",256.502
"2024-09-25/05:02:38",256.516
"2024-09-25/05:02:41",259.630
"2024-09-25/05:02:45",259.293
"2024-09-25/05:02:48",241.267
"2024-09-25/05:02:52",257.049
"2024-09-25/05:02:55",256.962
"2024-09-25/05:02:59",256.327
"2024-09-25/05:03:02",257.539
"2024-09-25/05:03:06",257.161
"2024-09-25/05:03:09",241.848
"2024-09-25/05:03:13",241.998
"2024-09-25/05:03:16",256.700
"2024-09-25/05:03:20",241.850
"2024-09-25/05:03:23",241.479
"2024-09-25/05:03:26",245.429
"2024-09-25/05:03:30",257.659
"2024-09-25/05:03:33",256.935
"2024-09-25/05:03:37",256.962
"2024-09-25/05:03:40",256.094
"2024-09-25/05:03:44",242.274
"2024-09-25/05:03:47",257.093
"2024-09-25/05:03:51",255.919
"2024-09-25/05:03:54",257.537
"2024-09-25/05:03:58",236.391
"2024-09-25/05:04:01",258.291
"2024-09-25/05:04:05",240.577
"2024-09-25/05:04:08",255.961
"2024-09-25/05:04:12",246.873
"2024-09-25/05:04:15",256.048
"2024-09-25/05:04:19",222.287
"2024-09-25/05:04:22",245.387
"2024-09-25/05:04:26",255.488
"2024-09-25/05:04:29",256.599
"2024-09-25/05:04:33",240.805
"2024-09-25/05:04:36",256.033
"2024-09-25/05:04:40",223.907
"2024-09-25/05:04:43",224.533
"2024-09-25/05:04:47",255.951
"2024-09-25/05:04:50",257.863
"2024-09-25/05:04:54",256.653
"2024-09-25/05:04:57",245.002
"2024-09-25/05:05:01",257.225
"2024-09-25/05:05:04",256.962
"2024-09-25/05:05:08",256.761
"2024-09-25/05:05:11",256.494
"2024-09-25/05:05:15",258.258
"2024-09-25/05:05:18",257.535
"2024-09-25/05:05:22",258.004
"2024-09-25/05:05:25",242.507
"2024-09-25/05:05:29",241.062
"2024-09-25/05:05:32",255.556
"2024-09-25/05:05:36",258.587
"2024-09-25/05:05:39",247.377
"2024-09-25/05:05:43",247.544
"2024-09-25/05:05:46",257.290
"2024-09-25/05:05:50",237.571
"2024-09-25/05:05:53",244.188
"2024-09-25/05:05:57",223.587
"2024-09-25/05:06:00",222.110
"2024-09-25/05:06:04",224.241
"2024-09-25/05:06:07",255.770
"2024-09-25/05:06:11",258.329
"2024-09-25/05:06:14",257.186
"2024-09-25/05:06:18",259.497
"2024-09-25/05:06:21",257.684
"2024-09-25/05:06:25",257.059
"2024-09-25/05:06:28",242.824
"2024-09-25/05:06:32",222.504
"2024-09-25/05:06:35",217.793
"2024-09-25/05:06:39",259.096
"2024-09-25/05:06:42",257.675
"2024-09-25/05:06:46",259.117
"2024-09-25/05:06:49",255.792
"2024-09-25/05:06:53",240.015
"2024-09-25/05:06:56",256.990
"2024-09-25/05:07:00",257.441
"2024-09-25/05:07:03",256.632
"2024-09-25/05:07:07",256.830
"2024-09-25/05:07:10",257.080
"2024-09-25/05:07:14",258.739
"2024-09-25/05:07:17",241.655
"2024-09-25/05:07:21",221.876
"2024-09-25/05:07:24",234.176
"2024-09-25/05:07:28",238.923
"2024-09-25/05:07:31",223.814
"2024-09-25/05:07:35",241.193
"2024-09-25/05:07:38",235.721
"2024-09-25/05:07:42",257.536
"2024-09-25/05:07:45",256.031
"2024-09-25/05:07:49",240.693
"2024-09-25/05:07:52",257.255
"2024-09-25/05:07:56",243.686
"2024-09-25/05:07:59",259.787
"2024-09-25/05:08:03",241.265
"2024-09-25/05:08:06",256.136
"2024-09-25/05:08:10",246.337
"2024-09-25/05:08:13",242.391
"2024-09-25/05:08:17",256.270
"2024-09-25/05:08:20",259.744
"2024-09-25/05:08:24",256.917
"2024-09-25/05:08:27",255.559
"2024-09-25/05:08:31",259.260
"2024-09-25/05:08:34",257.004
"2024-09-25/05:08:38",257.640
"2024-09-25/05:08:41",245.111
"2024-09-25/05:08:45",256.261
"2024-09-25/05:08:48",248.638
"2024-09-25/05:08:52",234.920
"2024-09-25/05:08:55",256.802
"2024-09-25/05:08:59",242.462
"2024-09-25/05:09:02",258.656
"2024-09-25/05:09:06",243.792
"2024-09-25/05:09:09",243.734
"2024-09-25/05:09:13",238.276
"2024-09-25/05:09:16",240.627
"2024-09-25/05:09:20",226.299
"2024-09-25/05:09:23",234.460
"2024-09-25/05:09:27",245.469
"2024-09-25/05:09:30",241.862
"2024-09-25/05:09:34",242.054
"2024-09-25/05:09:37",259.496
"2024-09-25/05:09:40",258.221
"2024-09-25/05:09:44",265.544
"2024-09-25/05:09:47",232.542
"2024-09-25/05:09:51",233.291
"2024-09-25/05:09:54",245.499
"2024-09-25/05:09:58",244.687
"2024-09-25/05:10:01",256.848
"2024-09-25/05:10:05",245.093
"2024-09-25/05:10:08",258.179
"2024-09-25/05:10:12",232.897
"2024-09-25/05:10:15",218.271
"2024-09-25/05:10:19",256.684
"2024-09-25/05:10:22",261.742
"2024-09-25/05:10:26",242.323
"2024-09-25/05:10:29",257.505
"2024-09-25/05:10:33",241.433
"2024-09-25/05:10:36",245.164
"2024-09-25/05:10:40",244.952
"2024-09-25/05:10:43",258.651
"2024-09-25/05:10:47",258.528
"2024-09-25/05:10:50",225.399
"2024-09-25/05:10:54",238.166
"2024-09-25/05:10:57",247.209
"2024-09-25/05:11:01",246.873
"2024-09-25/05:11:04",256.794
"2024-09-25/05:11:08",258.106
"2024-09-25/05:11:11",246.797
"2024-09-25/05:11:15",256.483
"2024-09-25/05:11:18",257.359
"2024-09-25/05:11:22",221.285
"2024-09-25/05:11:25",205.299
"2024-09-25/05:11:29",222.841
"2024-09-25/05:11:32",242.135
"2024-09-25/05:11:36",-NaN
"2024-09-25/05:11:39",242.019
"2024-09-25/05:11:43",242.937
"2024-09-25/05:11:46",245.466
"2024-09-25/05:11:50",237.517
"2024-09-25/05:11:53",256.958
"2024-09-25/05:11:57",244.730
"2024-09-25/05:12:00",256.399
"2024-09-25/05:12:04",257.118
"2024-09-25/05:12:07",260.856
"2024-09-25/05:12:11",256.061
"2024-09-25/05:12:14",224.143
"2024-09-25/05:12:18",235.288
"2024-09-25/05:12:21",244.499
"2024-09-25/05:12:25",243.763
"2024-09-25/05:12:28",256.873
"2024-09-25/05:12:32",247.497
"2024-09-25/05:12:35",239.604
"2024-09-25/05:12:39",255.555
"2024-09-25/05:12:42",258.843
"2024-09-25/05:12:46",245.335
"2024-09-25/05:12:49",257.500
"2024-09-25/05:12:53",245.252
"2024-09-25/05:12:56",257.497
"2024-09-25/05:13:00",247.312
"2024-09-25/05:13:03",237.989
"2024-09-25/05:13:07",242.517
"2024-09-25/05:13:10",238.017
"2024-09-25/05:13:14",238.714
"2024-09-25/05:13:17",256.103
"2024-09-25/05:13:21",243.102
"2024-09-25/05:13:24",237.553
"2024-09-25/05:13:28",240.486
"2024-09-25/05:13:31",256.989
"2024-09-25/05:13:35",224.270
"2024-09-25/05:13:38",257.518
"2024-09-25/05:13:42",218.704
"2024-09-25/05:13:45",237.595
"2024-09-25/05:13:49",245.123
"2024-09-25/05:13:52",236.720
"2024-09-25/05:13:56",201.544
"2024-09-25/05:13:59",242.879
"2024-09-25/05:14:03",219.262
"2024-09-25/05:14:06",241.015
"2024-09-25/05:14:10",246.655
"2024-09-25/05:14:13",242.259
"2024-09-25/05:14:17",244.434
"2024-09-25/05:14:20",246.726
"2024-09-25/05:14:24",233.579
"2024-09-25/05:14:27",-NaN
"2024-09-25/05:14:31",245.237
"2024-09-25/05:14:34",-NaN
"2024-09-25/05:14:38",245.148
"2024-09-25/05:14:41",233.081
"2024-09-25/05:14:45",232.957
"2024-09-25/05:14:48",234.942
"2024-09-25/05:14:52",234.185
"2024-09-25/05:14:55",221.896
"2024-09-25/05:14:59",237.365
"2024-09-25/05:15:02",233.614
"2024-09-25/05:15:06",241.148
"2024-09-25/05:15:09",-NaN
"2024-09-25/05:15:13",244.990
"2024-09-25/05:15:16",235.776
"2024-09-25/05:15:20",221.797
"2024-09-25/05:15:23",220.330
"2024-09-25/05:15:27",233.169
"2024-09-25/05:15:30",-NaN
"2024-09-25/05:15:34",221.109
"2024-09-25/05:15:37",-NaN
"2024-09-25/05:15:41",237.660
"2024-09-25/05:15:44",232.942
"2024-09-25/05:15:47",-NaN
"2024-09-25/05:15:51",232.976
"2024-09-25/05:15:54",234.619
"2024-09-25/05:15:58",232.713
"2024-09-25/05:16:01",232.203
"2024-09-25/05:16:05",232.865
"2024-09-25/05:16:08",233.045
"2024-09-25/05:16:12",233.141
"2024-09-25/05:16:15",232.055
"2024-09-25/05:16:19",235.818
"2024-09-25/05:16:22",233.666
"2024-09-25/05:16:26",234.498
"2024-09-25/05:16:29",231.940
"2024-09-25/05:16:33",232.592
"2024-09-25/05:16:36",220.323
"2024-09-25/05:16:40",234.665
"2024-09-25/05:16:43",233.690
"2024-09-25/05:16:47",231.812
"2024-09-25/05:16:50",232.494
"2024-09-25/05:16:54",219.808
"2024-09-25/05:16:57",232.280
