Time,N_QTN
"2024-09-26/06:48:10",1067.59
"2024-09-26/06:48:14",1009.43
"2024-09-26/06:48:17",1125.17
"2024-09-26/06:48:21",1129.00
"2024-09-26/06:48:24",1137.68
"2024-09-26/06:48:28",1129.38
"2024-09-26/06:48:31",1130.60
"2024-09-26/06:48:35",1069.04
"2024-09-26/06:48:38",1130.06
"2024-09-26/06:48:42",1076.15
"2024-09-26/06:48:45",1124.52
"2024-09-26/06:48:49",1126.95
"2024-09-26/06:48:52",1128.66
"2024-09-26/06:48:56",1066.26
"2024-09-26/06:48:59",1065.25
"2024-09-26/06:49:03",1128.22
"2024-09-26/06:49:06",1069.33
"2024-09-26/06:49:10",1128.94
"2024-09-26/06:49:13",1124.46
"2024-09-26/06:49:17",1125.37
"2024-09-26/06:49:20",1072.80
"2024-09-26/06:49:24",1127.90
"2024-09-26/06:49:27",1130.41
"2024-09-26/06:49:31",1130.06
"2024-09-26/06:49:34",1132.38
"2024-09-26/06:49:38",1072.44
"2024-09-26/06:49:41",1126.20
"2024-09-26/06:49:45",1068.83
"2024-09-26/06:49:48",1065.35
"2024-09-26/06:49:52",1071.83
"2024-09-26/06:49:55",1069.19
"2024-09-26/06:49:59",1061.13
"2024-09-26/06:50:02",1077.07
"2024-09-26/06:50:06",1020.74
"2024-09-26/06:50:09",1128.63
"2024-09-26/06:50:13",1128.75
"2024-09-26/06:50:16",1128.03
"2024-09-26/06:50:20",1133.66
"2024-09-26/06:50:23",1066.13
"2024-09-26/06:50:27",1134.06
"2024-09-26/06:50:30",1130.44
"2024-09-26/06:50:34",1130.33
"2024-09-26/06:50:37",1136.38
"2024-09-26/06:50:41",1072.70
"2024-09-26/06:50:44",1067.03
"2024-09-26/06:50:48",1130.14
"2024-09-26/06:50:51",1130.37
"2024-09-26/06:50:55",1061.46
"2024-09-26/06:50:58",1056.63
"2024-09-26/06:51:02",1132.67
"2024-09-26/06:51:05",1127.24
"2024-09-26/06:51:09",1130.11
"2024-09-26/06:51:12",1127.68
"2024-09-26/06:51:16",1129.49
"2024-09-26/06:51:19",1134.93
"2024-09-26/06:51:23",1126.19
"2024-09-26/06:51:26",1127.84
"2024-09-26/06:51:30",1128.40
"2024-09-26/06:51:33",1126.00
"2024-09-26/06:51:37",1127.20
"2024-09-26/06:51:40",1128.75
"2024-09-26/06:51:44",1126.56
"2024-09-26/06:51:47",1124.86
"2024-09-26/06:51:51",1132.30
"2024-09-26/06:51:54",1130.23
"2024-09-26/06:51:58",1125.61
"2024-09-26/06:52:01",1125.02
"2024-09-26/06:52:05",1126.47
"2024-09-26/06:52:08",1128.00
"2024-09-26/06:52:12",1125.70
"2024-09-26/06:52:15",1069.71
"2024-09-26/06:52:19",1126.80
"2024-09-26/06:52:22",1126.37
"2024-09-26/06:52:26",1124.01
"2024-09-26/06:52:29",1125.14
"2024-09-26/06:52:33",1128.46
"2024-09-26/06:52:36",1125.79
"2024-09-26/06:52:40",1126.25
"2024-09-26/06:52:43",1125.75
"2024-09-26/06:52:47",1127.16
"2024-09-26/06:52:50",1126.34
"2024-09-26/06:52:54",1127.29
"2024-09-26/06:52:57",1127.19
"2024-09-26/06:53:01",1125.52
"2024-09-26/06:53:04",1126.48
"2024-09-26/06:53:07",1125.38
"2024-09-26/06:53:11",1127.25
"2024-09-26/06:53:14",1125.97
"2024-09-26/06:53:18",1125.13
"2024-09-26/06:53:21",1125.52
"2024-09-26/06:53:25",1124.64
"2024-09-26/06:53:28",1125.24
"2024-09-26/06:53:32",1125.12
"2024-09-26/06:53:35",1072.44
"2024-09-26/06:53:39",1126.46
"2024-09-26/06:53:42",1124.21
"2024-09-26/06:53:46",1126.17
"2024-09-26/06:53:49",1126.23
"2024-09-26/06:53:53",1124.63
"2024-09-26/06:53:56",1068.31
"2024-09-26/06:54:00",1124.59
"2024-09-26/06:54:03",1129.24
"2024-09-26/06:54:07",1126.29
"2024-09-26/06:54:10",1126.70
"2024-09-26/06:54:14",1127.36
"2024-09-26/06:54:17",1124.23
"2024-09-26/06:54:21",1127.95
"2024-09-26/06:54:24",1125.30
"2024-09-26/06:54:28",1126.39
"2024-09-26/06:54:31",1128.20
"2024-09-26/06:54:35",1126.73
"2024-09-26/06:54:38",1126.18
"2024-09-26/06:54:42",1127.26
"2024-09-26/06:54:45",1126.51
"2024-09-26/06:54:49",1129.65
"2024-09-26/06:54:52",1127.45
"2024-09-26/06:54:56",1126.84
"2024-09-26/06:54:59",1176.54
"2024-09-26/06:55:03",1125.29
"2024-09-26/06:55:06",1124.70
"2024-09-26/06:55:10",1066.19
"2024-09-26/06:55:13",1126.50
"2024-09-26/06:55:17",1127.20
"2024-09-26/06:55:20",1125.40
"2024-09-26/06:55:24",1127.50
"2024-09-26/06:55:27",1124.07
"2024-09-26/06:55:31",1124.16
"2024-09-26/06:55:34",1128.37
"2024-09-26/06:55:38",1126.77
"2024-09-26/06:55:41",1126.44
"2024-09-26/06:55:45",1125.79
"2024-09-26/06:55:48",1126.65
"2024-09-26/06:55:52",1128.39
"2024-09-26/06:55:55",1126.39
"2024-09-26/06:55:59",1125.20
"2024-09-26/06:56:02",1125.70
"2024-09-26/06:56:06",1125.59
"2024-09-26/06:56:09",1127.14
"2024-09-26/06:56:13",1125.26
"2024-09-26/06:56:16",1124.16
"2024-09-26/06:56:20",1125.13
"2024-09-26/06:56:23",1126.50
"2024-09-26/06:56:27",1125.09
"2024-09-26/06:56:30",1124.62
"2024-09-26/06:56:34",1126.45
"2024-09-26/06:56:37",1127.07
"2024-09-26/06:56:41",1126.41
"2024-09-26/06:56:44",1124.59
"2024-09-26/06:56:48",1125.62
"2024-09-26/06:56:51",1125.75
"2024-09-26/06:56:55",1125.64
"2024-09-26/06:56:58",1124.74
"2024-09-26/06:57:02",1127.36
"2024-09-26/06:57:05",1127.19
"2024-09-26/06:57:09",1126.86
"2024-09-26/06:57:12",1127.13
"2024-09-26/06:57:16",1125.39
"2024-09-26/06:57:19",1125.90
"2024-09-26/06:57:23",1125.90
"2024-09-26/06:57:26",1125.94
"2024-09-26/06:57:30",1128.23
"2024-09-26/06:57:33",1126.45
"2024-09-26/06:57:37",1129.12
"2024-09-26/06:57:40",1126.57
"2024-09-26/06:57:44",1128.75
"2024-09-26/06:57:47",1070.48
"2024-09-26/06:57:51",1125.44
"2024-09-26/06:57:54",1123.99
"2024-09-26/06:57:58",1125.12
"2024-09-26/06:58:01",1126.19
"2024-09-26/06:58:05",1126.38
"2024-09-26/06:58:08",1127.06
"2024-09-26/06:58:12",1126.46
"2024-09-26/06:58:15",1126.02
"2024-09-26/06:58:19",1127.24
"2024-09-26/06:58:22",1128.17
"2024-09-26/06:58:26",1127.76
"2024-09-26/06:58:29",1124.09
"2024-09-26/06:58:33",1126.67
"2024-09-26/06:58:36",1125.72
"2024-09-26/06:58:40",1125.55
"2024-09-26/06:58:43",1128.37
"2024-09-26/06:58:47",1129.67
"2024-09-26/06:58:50",1126.17
"2024-09-26/06:58:54",1125.31
"2024-09-26/06:58:57",1128.69
"2024-09-26/06:59:01",1125.38
"2024-09-26/06:59:04",1125.90
"2024-09-26/06:59:08",1124.92
"2024-09-26/06:59:11",1126.86
"2024-09-26/06:59:14",1125.42
"2024-09-26/06:59:18",1125.40
"2024-09-26/06:59:21",1126.75
"2024-09-26/06:59:25",1071.59
"2024-09-26/06:59:28",1124.56
"2024-09-26/06:59:32",1125.44
"2024-09-26/06:59:35",1124.98
"2024-09-26/06:59:39",1125.73
"2024-09-26/06:59:42",1126.30
"2024-09-26/06:59:46",1125.11
"2024-09-26/06:59:49",1071.35
"2024-09-26/06:59:53",1130.06
"2024-09-26/06:59:56",1125.18
"2024-09-26/07:00:00",1127.69
"2024-09-26/07:00:03",1127.03
"2024-09-26/07:00:07",1128.20
"2024-09-26/07:00:10",1127.78
"2024-09-26/07:00:14",1062.31
"2024-09-26/07:00:17",1124.43
"2024-09-26/07:00:21",1128.86
"2024-09-26/07:00:24",1126.64
"2024-09-26/07:00:28",1125.50
"2024-09-26/07:00:31",1126.22
"2024-09-26/07:00:35",1128.28
"2024-09-26/07:00:38",1125.66
"2024-09-26/07:00:42",1128.41
"2024-09-26/07:00:45",1124.68
"2024-09-26/07:00:49",1065.38
"2024-09-26/07:00:52",1126.20
"2024-09-26/07:00:56",1124.63
"2024-09-26/07:00:59",1125.83
"2024-09-26/07:01:03",1124.34
"2024-09-26/07:01:06",1127.84
"2024-09-26/07:01:10",1129.60
"2024-09-26/07:01:13",1134.75
"2024-09-26/07:01:17",1133.98
"2024-09-26/07:01:20",1062.09
"2024-09-26/07:01:24",1128.56
"2024-09-26/07:01:27",1067.95
"2024-09-26/07:01:31",1130.40
"2024-09-26/07:01:34",1068.45
"2024-09-26/07:01:38",1067.78
"2024-09-26/07:01:41",1129.65
"2024-09-26/07:01:45",1013.38
"2024-09-26/07:01:48",1006.15
"2024-09-26/07:01:52",1005.92
"2024-09-26/07:01:55",1015.20
"2024-09-26/07:01:59",1006.06
"2024-09-26/07:02:02",955.526
"2024-09-26/07:02:06",1006.31
"2024-09-26/07:02:09",957.584
"2024-09-26/07:02:13",1014.81
"2024-09-26/07:02:16",1006.41
"2024-09-26/07:02:20",1012.11
"2024-09-26/07:02:23",1020.37
"2024-09-26/07:02:27",1042.86
"2024-09-26/07:02:30",1011.88
"2024-09-26/07:02:34",1066.24
"2024-09-26/07:02:37",1138.54
"2024-09-26/07:02:41",1024.74
"2024-09-26/07:02:44",1008.79
"2024-09-26/07:02:48",1008.50
"2024-09-26/07:02:51",1016.06
"2024-09-26/07:02:55",1066.26
"2024-09-26/07:02:58",1068.80
"2024-09-26/07:03:02",1129.03
"2024-09-26/07:03:05",1059.66
"2024-09-26/07:03:09",1031.36
"2024-09-26/07:03:12",1025.85
"2024-09-26/07:03:16",1008.15
"2024-09-26/07:03:19",1006.35
"2024-09-26/07:03:23",1009.97
"2024-09-26/07:03:26",1012.82
"2024-09-26/07:03:30",1011.01
"2024-09-26/07:03:33",1011.60
"2024-09-26/07:03:37",1017.03
"2024-09-26/07:03:40",1032.07
"2024-09-26/07:03:44",1009.36
"2024-09-26/07:03:47",1006.12
"2024-09-26/07:03:51",1007.67
"2024-09-26/07:03:54",1008.29
"2024-09-26/07:03:58",1007.96
"2024-09-26/07:04:01",1007.59
"2024-09-26/07:04:05",1007.93
"2024-09-26/07:04:08",1009.03
"2024-09-26/07:04:12",1007.67
"2024-09-26/07:04:15",1006.85
"2024-09-26/07:04:19",1005.40
"2024-09-26/07:04:22",1007.94
"2024-09-26/07:04:26",1007.82
"2024-09-26/07:04:29",1029.82
"2024-09-26/07:04:33",1066.19
"2024-09-26/07:04:36",1042.18
"2024-09-26/07:04:40",1064.52
"2024-09-26/07:04:43",1077.05
"2024-09-26/07:04:47",1062.92
"2024-09-26/07:04:50",1064.71
"2024-09-26/07:04:54",1128.76
"2024-09-26/07:04:57",1066.33
"2024-09-26/07:05:01",1064.18
"2024-09-26/07:05:04",1124.75
"2024-09-26/07:05:08",1067.43
"2024-09-26/07:05:11",1125.83
"2024-09-26/07:05:15",1126.61
"2024-09-26/07:05:18",1129.88
"2024-09-26/07:05:22",1127.45
"2024-09-26/07:05:25",1057.89
"2024-09-26/07:05:28",1128.80
"2024-09-26/07:05:32",1132.01
"2024-09-26/07:05:35",1126.52
"2024-09-26/07:05:39",1128.44
"2024-09-26/07:05:42",1125.96
"2024-09-26/07:05:46",1125.53
"2024-09-26/07:05:49",1069.19
"2024-09-26/07:05:53",1128.80
"2024-09-26/07:05:56",1130.35
"2024-09-26/07:06:00",1126.68
"2024-09-26/07:06:03",1125.85
"2024-09-26/07:06:07",1124.05
"2024-09-26/07:06:10",1128.29
"2024-09-26/07:06:14",1128.99
"2024-09-26/07:06:17",1132.51
"2024-09-26/07:06:21",1128.31
"2024-09-26/07:06:24",1127.20
"2024-09-26/07:06:28",1074.27
"2024-09-26/07:06:31",1125.65
"2024-09-26/07:06:35",1123.99
"2024-09-26/07:06:38",1124.97
"2024-09-26/07:06:42",1124.64
"2024-09-26/07:06:45",1131.42
"2024-09-26/07:06:49",1128.70
"2024-09-26/07:06:52",1125.30
"2024-09-26/07:06:56",1124.20
"2024-09-26/07:06:59",1127.24
"2024-09-26/07:07:03",1125.56
"2024-09-26/07:07:06",1072.36
"2024-09-26/07:07:10",1130.36
"2024-09-26/07:07:13",1128.95
"2024-09-26/07:07:17",1128.51
"2024-09-26/07:07:20",1126.87
"2024-09-26/07:07:24",1130.08
"2024-09-26/07:07:27",1127.58
"2024-09-26/07:07:31",1127.97
"2024-09-26/07:07:34",1125.43
"2024-09-26/07:07:38",1128.97
"2024-09-26/07:07:41",1071.22
"2024-09-26/07:07:45",1129.61
"2024-09-26/07:07:48",1129.20
"2024-09-26/07:07:52",1125.58
"2024-09-26/07:07:55",1125.80
"2024-09-26/07:07:59",1068.93
"2024-09-26/07:08:02",1067.52
"2024-09-26/07:08:06",1069.63
"2024-09-26/07:08:09",1126.38
"2024-09-26/07:08:13",1125.66
"2024-09-26/07:08:16",1125.77
"2024-09-26/07:08:20",1127.46
"2024-09-26/07:08:23",1127.95
"2024-09-26/07:08:27",1128.34
"2024-09-26/07:08:30",1126.88
"2024-09-26/07:08:34",1125.16
"2024-09-26/07:08:37",1130.67
"2024-09-26/07:08:41",1069.91
"2024-09-26/07:08:44",1125.41
"2024-09-26/07:08:48",1126.56
"2024-09-26/07:08:51",1125.14
"2024-09-26/07:08:55",1128.34
"2024-09-26/07:08:58",1133.93
"2024-09-26/07:09:02",1071.23
"2024-09-26/07:09:05",1128.96
"2024-09-26/07:09:09",1124.27
"2024-09-26/07:09:12",1131.36
"2024-09-26/07:09:16",1070.38
"2024-09-26/07:09:19",1127.35
"2024-09-26/07:09:23",1127.77
"2024-09-26/07:09:26",1067.76
"2024-09-26/07:09:30",1070.08
"2024-09-26/07:09:33",1131.91
"2024-09-26/07:09:37",1070.79
"2024-09-26/07:09:40",1133.47
"2024-09-26/07:09:44",1125.81
"2024-09-26/07:09:47",1129.77
"2024-09-26/07:09:51",1124.04
"2024-09-26/07:09:54",1124.47
"2024-09-26/07:09:58",1125.22
"2024-09-26/07:10:01",1124.16
"2024-09-26/07:10:05",1125.46
"2024-09-26/07:10:08",1124.01
"2024-09-26/07:10:12",1127.92
"2024-09-26/07:10:15",1126.80
"2024-09-26/07:10:19",1062.79
"2024-09-26/07:10:22",1067.33
"2024-09-26/07:10:26",1126.81
"2024-09-26/07:10:29",1066.26
"2024-09-26/07:10:33",1127.54
"2024-09-26/07:10:36",1125.06
"2024-09-26/07:10:40",1125.24
"2024-09-26/07:10:43",1065.68
"2024-09-26/07:10:47",1126.40
"2024-09-26/07:10:50",1068.77
"2024-09-26/07:10:54",1073.94
"2024-09-26/07:10:57",1130.28
"2024-09-26/07:11:01",1124.37
"2024-09-26/07:11:04",1128.86
"2024-09-26/07:11:08",1125.87
"2024-09-26/07:11:11",1068.14
"2024-09-26/07:11:15",1127.59
"2024-09-26/07:11:18",1064.47
"2024-09-26/07:11:22",1126.90
"2024-09-26/07:11:25",1126.57
"2024-09-26/07:11:29",1124.35
"2024-09-26/07:11:32",1128.79
"2024-09-26/07:11:35",1129.67
"2024-09-26/07:11:39",1126.72
"2024-09-26/07:11:42",1136.39
"2024-09-26/07:11:46",1070.62
"2024-09-26/07:11:49",1126.67
"2024-09-26/07:11:53",1124.85
"2024-09-26/07:11:56",1130.21
"2024-09-26/07:12:00",1068.47
"2024-09-26/07:12:03",1063.42
"2024-09-26/07:12:07",1127.67
"2024-09-26/07:12:10",1126.90
"2024-09-26/07:12:14",1128.97
"2024-09-26/07:12:17",1130.90
"2024-09-26/07:12:21",1124.63
"2024-09-26/07:12:24",1130.01
"2024-09-26/07:12:28",1131.19
"2024-09-26/07:12:31",1125.93
"2024-09-26/07:12:35",1062.21
"2024-09-26/07:12:38",1124.24
"2024-09-26/07:12:42",1124.09
"2024-09-26/07:12:45",1124.70
"2024-09-26/07:12:49",1126.82
"2024-09-26/07:12:52",1072.81
"2024-09-26/07:12:56",1065.31
"2024-09-26/07:12:59",1128.83
"2024-09-26/07:13:03",1125.99
"2024-09-26/07:13:06",1125.68
"2024-09-26/07:13:10",1125.72
"2024-09-26/07:13:13",1128.87
"2024-09-26/07:13:17",1062.19
"2024-09-26/07:13:20",1128.40
"2024-09-26/07:13:24",1126.36
"2024-09-26/07:13:27",1126.78
"2024-09-26/07:13:31",1127.70
"2024-09-26/07:13:34",1125.11
"2024-09-26/07:13:38",1124.03
"2024-09-26/07:13:41",1126.68
"2024-09-26/07:13:45",1125.62
"2024-09-26/07:13:48",1067.86
"2024-09-26/07:13:52",1129.92
"2024-09-26/07:13:55",1126.50
"2024-09-26/07:13:59",1128.02
"2024-09-26/07:14:02",1124.32
"2024-09-26/07:14:06",1124.57
"2024-09-26/07:14:09",1124.38
"2024-09-26/07:14:13",1066.81
"2024-09-26/07:14:16",1126.48
"2024-09-26/07:14:20",1127.64
"2024-09-26/07:14:23",1125.33
"2024-09-26/07:14:27",1124.89
"2024-09-26/07:14:30",1127.04
"2024-09-26/07:14:34",1125.73
"2024-09-26/07:14:37",1124.34
"2024-09-26/07:14:41",1127.65
"2024-09-26/07:14:44",1126.30
"2024-09-26/07:14:48",1128.65
"2024-09-26/07:14:51",1124.91
"2024-09-26/07:14:55",1124.30
"2024-09-26/07:14:58",1125.23
"2024-09-26/07:15:02",1125.54
"2024-09-26/07:15:05",1128.23
"2024-09-26/07:15:09",1127.39
"2024-09-26/07:15:12",1124.75
"2024-09-26/07:15:16",1127.86
"2024-09-26/07:15:19",1069.07
"2024-09-26/07:15:23",1126.80
"2024-09-26/07:15:26",1130.03
"2024-09-26/07:15:30",1127.05
"2024-09-26/07:15:33",1128.50
"2024-09-26/07:15:37",1127.46
"2024-09-26/07:15:40",1127.13
"2024-09-26/07:15:44",1071.93
"2024-09-26/07:15:47",1124.05
"2024-09-26/07:15:51",1067.17
"2024-09-26/07:15:54",1125.13
"2024-09-26/07:15:58",1128.09
"2024-09-26/07:16:01",1128.33
"2024-09-26/07:16:05",1125.97
"2024-09-26/07:16:08",1062.21
"2024-09-26/07:16:12",1124.82
"2024-09-26/07:16:15",1124.88
"2024-09-26/07:16:19",1127.50
"2024-09-26/07:16:22",1126.13
"2024-09-26/07:16:26",1069.42
"2024-09-26/07:16:29",1124.68
"2024-09-26/07:16:33",1125.47
"2024-09-26/07:16:36",1126.92
"2024-09-26/07:16:40",1126.04
"2024-09-26/07:16:43",1125.05
"2024-09-26/07:16:47",1066.44
"2024-09-26/07:16:50",1127.19
"2024-09-26/07:16:54",1127.94
"2024-09-26/07:16:57",1129.90
"2024-09-26/07:17:01",1125.16
"2024-09-26/07:17:04",1128.84
"2024-09-26/07:17:08",1126.51
"2024-09-26/07:17:11",1125.01
"2024-09-26/07:17:15",1129.19
"2024-09-26/07:17:18",1058.77
"2024-09-26/07:17:22",1127.73
"2024-09-26/07:17:25",1074.77
"2024-09-26/07:17:29",1068.32
"2024-09-26/07:17:32",1070.32
"2024-09-26/07:17:36",1126.18
"2024-09-26/07:17:39",1126.64
"2024-09-26/07:17:42",1133.39
"2024-09-26/07:17:46",1129.02
"2024-09-26/07:17:49",1127.84
"2024-09-26/07:17:53",1135.38
"2024-09-26/07:17:56",1128.80
"2024-09-26/07:18:00",1126.65
"2024-09-26/07:18:03",1125.83
"2024-09-26/07:18:07",1130.23
"2024-09-26/07:18:10",1124.52
"2024-09-26/07:18:14",1126.38
"2024-09-26/07:18:17",1129.53
"2024-09-26/07:18:21",1131.28
"2024-09-26/07:18:24",1133.96
"2024-09-26/07:18:28",1128.77
"2024-09-26/07:18:31",1124.56
"2024-09-26/07:18:35",1125.32
"2024-09-26/07:18:38",1128.82
"2024-09-26/07:18:42",1125.94
"2024-09-26/07:18:45",1064.36
"2024-09-26/07:18:49",1071.08
"2024-09-26/07:18:52",1128.86
"2024-09-26/07:18:56",1124.25
"2024-09-26/07:18:59",1127.28
"2024-09-26/07:19:03",1129.26
"2024-09-26/07:19:06",1127.38
"2024-09-26/07:19:10",1127.17
"2024-09-26/07:19:13",1126.96
"2024-09-26/07:19:17",1126.51
"2024-09-26/07:19:20",1128.31
"2024-09-26/07:19:24",1126.95
"2024-09-26/07:19:27",1125.47
"2024-09-26/07:19:31",1125.57
"2024-09-26/07:19:34",1126.28
"2024-09-26/07:19:38",1124.53
"2024-09-26/07:19:41",1124.86
"2024-09-26/07:19:45",1125.98
"2024-09-26/07:19:48",1066.89
"2024-09-26/07:19:52",1125.76
"2024-09-26/07:19:55",1128.65
"2024-09-26/07:19:59",1126.25
"2024-09-26/07:20:02",1127.41
"2024-09-26/07:20:06",1125.37
"2024-09-26/07:20:09",1127.33
"2024-09-26/07:20:13",1124.83
"2024-09-26/07:20:16",1125.41
"2024-09-26/07:20:20",1124.03
"2024-09-26/07:20:23",1125.45
"2024-09-26/07:20:27",1125.68
"2024-09-26/07:20:30",1125.73
"2024-09-26/07:20:34",1125.93
"2024-09-26/07:20:37",1126.91
"2024-09-26/07:20:41",1126.79
"2024-09-26/07:20:44",1125.82
"2024-09-26/07:20:48",1127.26
"2024-09-26/07:20:51",1127.94
"2024-09-26/07:20:55",1125.05
"2024-09-26/07:20:58",1125.91
"2024-09-26/07:21:02",1125.62
"2024-09-26/07:21:05",1128.59
"2024-09-26/07:21:09",1071.73
"2024-09-26/07:21:12",1129.41
"2024-09-26/07:21:16",1139.07
"2024-09-26/07:21:19",1139.54
"2024-09-26/07:21:23",1126.55
"2024-09-26/07:21:26",1138.01
"2024-09-26/07:21:30",1125.48
"2024-09-26/07:21:33",1124.53
"2024-09-26/07:21:37",1125.82
"2024-09-26/07:21:40",1125.08
"2024-09-26/07:21:44",1126.78
"2024-09-26/07:21:47",1126.77
"2024-09-26/07:21:51",1125.15
"2024-09-26/07:21:54",1126.52
"2024-09-26/07:21:58",1126.34
"2024-09-26/07:22:01",1125.51
"2024-09-26/07:22:05",1125.96
"2024-09-26/07:22:08",1131.64
"2024-09-26/07:22:12",1129.04
"2024-09-26/07:22:15",1126.53
"2024-09-26/07:22:19",1144.78
"2024-09-26/07:22:22",1153.69
"2024-09-26/07:22:26",1134.67
"2024-09-26/07:22:29",1125.04
"2024-09-26/07:22:33",1139.95
"2024-09-26/07:22:36",1150.09
"2024-09-26/07:22:40",1126.70
"2024-09-26/07:22:43",1127.45
"2024-09-26/07:22:47",1124.77
"2024-09-26/07:22:50",1126.02
"2024-09-26/07:22:54",1124.50
"2024-09-26/07:22:57",1138.55
"2024-09-26/07:23:01",1160.54
"2024-09-26/07:23:04",1125.33
"2024-09-26/07:23:08",1127.99
"2024-09-26/07:23:11",1126.31
"2024-09-26/07:23:15",1126.20
"2024-09-26/07:23:18",1143.36
"2024-09-26/07:23:22",1128.61
"2024-09-26/07:23:25",1124.74
"2024-09-26/07:23:29",1126.04
"2024-09-26/07:23:32",1124.86
"2024-09-26/07:23:36",1125.68
"2024-09-26/07:23:39",1126.96
"2024-09-26/07:23:43",1261.84
"2024-09-26/07:23:46",1134.54
"2024-09-26/07:23:49",1168.02
"2024-09-26/07:23:53",1126.96
"2024-09-26/07:23:56",1127.86
"2024-09-26/07:24:00",1130.67
"2024-09-26/07:24:03",1126.78
"2024-09-26/07:24:07",1128.94
"2024-09-26/07:24:10",1124.83
"2024-09-26/07:24:14",1125.90
"2024-09-26/07:24:17",1069.39
"2024-09-26/07:24:21",1125.63
"2024-09-26/07:24:24",1135.20
"2024-09-26/07:24:28",1130.44
"2024-09-26/07:24:31",1130.06
"2024-09-26/07:24:35",1132.65
"2024-09-26/07:24:38",1127.92
"2024-09-26/07:24:42",1070.33
"2024-09-26/07:24:45",1127.74
"2024-09-26/07:24:49",1135.93
"2024-09-26/07:24:52",1134.09
"2024-09-26/07:24:56",1126.73
"2024-09-26/07:24:59",1125.98
"2024-09-26/07:25:03",1124.01
"2024-09-26/07:25:07",1125.76
"2024-09-26/07:25:10",1124.30
"2024-09-26/07:25:13",1127.08
"2024-09-26/07:25:17",1125.09
"2024-09-26/07:25:20",1125.42
"2024-09-26/07:25:24",1126.54
"2024-09-26/07:25:27",1126.97
"2024-09-26/07:25:31",1128.68
"2024-09-26/07:25:34",1140.14
"2024-09-26/07:25:38",1127.40
"2024-09-26/07:25:41",1127.46
"2024-09-26/07:25:45",1127.41
"2024-09-26/07:25:48",1125.65
"2024-09-26/07:25:52",1126.87
"2024-09-26/07:25:55",1126.06
"2024-09-26/07:25:59",1129.93
"2024-09-26/07:26:02",1125.48
"2024-09-26/07:26:06",1126.92
"2024-09-26/07:26:09",1125.63
"2024-09-26/07:26:13",1127.39
"2024-09-26/07:26:16",1126.63
"2024-09-26/07:26:20",1127.10
"2024-09-26/07:26:23",1127.21
"2024-09-26/07:26:27",1128.62
"2024-09-26/07:26:30",1131.75
"2024-09-26/07:26:34",1126.26
"2024-09-26/07:26:37",1138.24
"2024-09-26/07:26:41",1171.08
"2024-09-26/07:26:44",1127.33
"2024-09-26/07:26:48",1125.99
"2024-09-26/07:26:51",1128.09
"2024-09-26/07:26:55",1126.32
"2024-09-26/07:26:58",1126.64
"2024-09-26/07:27:02",1125.09
"2024-09-26/07:27:05",1126.30
"2024-09-26/07:27:09",1125.71
"2024-09-26/07:27:12",1126.06
"2024-09-26/07:27:16",1126.48
"2024-09-26/07:27:19",1124.89
"2024-09-26/07:27:23",1124.97
"2024-09-26/07:27:26",1125.58
"2024-09-26/07:27:30",1125.09
"2024-09-26/07:27:33",1070.10
"2024-09-26/07:27:37",1126.57
"2024-09-26/07:27:40",1125.54
"2024-09-26/07:27:44",1124.46
"2024-09-26/07:27:47",1129.22
"2024-09-26/07:27:51",1127.02
"2024-09-26/07:27:54",1127.66
"2024-09-26/07:27:58",1127.99
"2024-09-26/07:28:01",1069.22
"2024-09-26/07:28:05",1159.18
"2024-09-26/07:28:08",1069.64
"2024-09-26/07:28:12",1125.60
"2024-09-26/07:28:15",1126.67
"2024-09-26/07:28:19",1126.54
"2024-09-26/07:28:22",1066.85
"2024-09-26/07:28:26",1124.45
"2024-09-26/07:28:29",1136.06
"2024-09-26/07:28:33",1070.69
"2024-09-26/07:28:36",1127.47
"2024-09-26/07:28:40",1126.95
"2024-09-26/07:28:43",1126.25
"2024-09-26/07:28:47",1145.15
"2024-09-26/07:28:50",1125.99
"2024-09-26/07:28:54",1138.19
"2024-09-26/07:28:57",1127.52
"2024-09-26/07:29:01",1126.39
"2024-09-26/07:29:04",1128.39
"2024-09-26/07:29:08",1127.72
"2024-09-26/07:29:11",1124.09
"2024-09-26/07:29:15",1127.29
"2024-09-26/07:29:18",1124.63
"2024-09-26/07:29:22",1125.84
"2024-09-26/07:29:25",1124.39
"2024-09-26/07:29:29",1125.57
"2024-09-26/07:29:32",1126.24
"2024-09-26/07:29:36",1126.83
"2024-09-26/07:29:39",1126.07
"2024-09-26/07:29:43",1127.30
"2024-09-26/07:29:46",1125.15
"2024-09-26/07:29:50",1126.55
"2024-09-26/07:29:53",1127.75
"2024-09-26/07:29:57",1126.44
"2024-09-26/07:30:00",1129.77
"2024-09-26/07:30:03",1158.24
"2024-09-26/07:30:07",1126.97
"2024-09-26/07:30:10",1128.04
"2024-09-26/07:30:14",1158.63
"2024-09-26/07:30:17",1125.18
"2024-09-26/07:30:21",1125.41
"2024-09-26/07:30:24",1147.26
"2024-09-26/07:30:28",1141.45
"2024-09-26/07:30:31",1191.90
"2024-09-26/07:30:35",1169.59
"2024-09-26/07:30:38",1126.50
"2024-09-26/07:30:42",1128.07
"2024-09-26/07:30:45",1126.58
"2024-09-26/07:30:49",1127.57
"2024-09-26/07:30:52",1125.31
"2024-09-26/07:30:56",1126.31
"2024-09-26/07:30:59",1125.85
