Time,N_QTN
"2023-03-12/16:37:31",172.389
"2023-03-12/16:37:34",173.274
"2023-03-12/16:37:38",174.177
"2023-03-12/16:37:41",176.438
"2023-03-12/16:37:45",175.577
"2023-03-12/16:37:48",194.334
"2023-03-12/16:37:52",175.382
"2023-03-12/16:37:55",175.361
"2023-03-12/16:37:59",173.962
"2023-03-12/16:38:02",176.574
"2023-03-12/16:38:06",194.893
"2023-03-12/16:38:09",175.401
"2023-03-12/16:38:13",193.834
"2023-03-12/16:38:16",176.336
"2023-03-12/16:38:20",174.842
"2023-03-12/16:38:23",174.267
"2023-03-12/16:38:27",174.355
"2023-03-12/16:38:30",177.611
"2023-03-12/16:38:34",176.782
"2023-03-12/16:38:37",176.096
"2023-03-12/16:38:41",175.727
"2023-03-12/16:38:44",173.057
"2023-03-12/16:38:48",176.339
"2023-03-12/16:38:51",174.637
"2023-03-12/16:38:55",174.110
"2023-03-12/16:38:58",173.336
"2023-03-12/16:39:02",173.608
"2023-03-12/16:39:05",174.589
"2023-03-12/16:39:09",170.548
"2023-03-12/16:39:12",173.786
"2023-03-12/16:39:16",173.217
"2023-03-12/16:39:19",158.035
"2023-03-12/16:39:23",155.458
"2023-03-12/16:39:26",171.725
"2023-03-12/16:39:30",169.477
"2023-03-12/16:39:33",156.465
"2023-03-12/16:39:37",144.205
"2023-03-12/16:39:40",156.622
"2023-03-12/16:39:44",156.725
"2023-03-12/16:39:47",143.564
"2023-03-12/16:39:51",143.612
"2023-03-12/16:39:54",141.903
"2023-03-12/16:39:58",155.738
"2023-03-12/16:40:01",142.161
"2023-03-12/16:40:05",142.577
"2023-03-12/16:40:08",142.294
"2023-03-12/16:40:12",155.896
"2023-03-12/16:40:15",142.272
"2023-03-12/16:40:19",141.240
"2023-03-12/16:40:22",142.493
"2023-03-12/16:40:26",143.110
"2023-03-12/16:40:29",139.545
"2023-03-12/16:40:33",140.785
"2023-03-12/16:40:36",140.295
"2023-03-12/16:40:40",140.158
"2023-03-12/16:40:43",129.650
"2023-03-12/16:40:47",130.349
"2023-03-12/16:40:50",141.281
"2023-03-12/16:40:54",129.023
"2023-03-12/16:40:57",126.752
"2023-03-12/16:41:01",130.345
"2023-03-12/16:41:04",127.934
"2023-03-12/16:41:08",126.447
"2023-03-12/16:41:11",127.644
"2023-03-12/16:41:15",127.161
"2023-03-12/16:41:18",125.798
"2023-03-12/16:41:22",127.609
"2023-03-12/16:41:25",128.332
"2023-03-12/16:41:29",126.692
"2023-03-12/16:41:32",125.138
"2023-03-12/16:41:36",127.077
"2023-03-12/16:41:39",125.351
"2023-03-12/16:41:43",125.454
"2023-03-12/16:41:46",125.868
"2023-03-12/16:41:50",124.785
"2023-03-12/16:41:53",126.005
"2023-03-12/16:41:57",124.529
"2023-03-12/16:42:00",125.377
"2023-03-12/16:42:04",125.522
"2023-03-12/16:42:07",123.042
"2023-03-12/16:42:11",126.301
"2023-03-12/16:42:14",124.895
"2023-03-12/16:42:18",124.011
"2023-03-12/16:42:21",125.496
"2023-03-12/16:42:25",126.164
"2023-03-12/16:42:28",125.623
"2023-03-12/16:42:31",126.107
"2023-03-12/16:42:35",124.972
"2023-03-12/16:42:38",123.779
"2023-03-12/16:42:42",126.051
"2023-03-12/16:42:45",125.751
"2023-03-12/16:42:49",124.557
"2023-03-12/16:42:52",124.743
"2023-03-12/16:42:56",124.219
"2023-03-12/16:42:59",125.122
"2023-03-12/16:43:03",124.027
"2023-03-12/16:43:06",126.659
"2023-03-12/16:43:10",122.771
"2023-03-12/16:43:13",125.508
"2023-03-12/16:43:17",122.756
"2023-03-12/16:43:20",122.935
"2023-03-12/16:43:24",123.097
"2023-03-12/16:43:27",122.447
"2023-03-12/16:43:31",123.924
"2023-03-12/16:43:34",122.684
"2023-03-12/16:43:38",122.954
"2023-03-12/16:43:41",122.459
"2023-03-12/16:43:45",123.054
"2023-03-12/16:43:48",122.252
"2023-03-12/16:43:52",121.192
"2023-03-12/16:43:55",123.003
"2023-03-12/16:43:59",121.971
"2023-03-12/16:44:02",122.992
"2023-03-12/16:44:06",122.819
"2023-03-12/16:44:09",122.256
"2023-03-12/16:44:13",121.582
"2023-03-12/16:44:16",122.077
"2023-03-12/16:44:20",120.890
"2023-03-12/16:44:23",121.956
"2023-03-12/16:44:27",120.677
"2023-03-12/16:44:30",121.805
"2023-03-12/16:44:34",121.944
"2023-03-12/16:44:37",121.408
"2023-03-12/16:44:41",120.857
"2023-03-12/16:44:44",119.787
"2023-03-12/16:44:48",121.206
"2023-03-12/16:44:51",120.125
"2023-03-12/16:44:55",120.078
"2023-03-12/16:44:58",120.987
"2023-03-12/16:45:02",119.825
"2023-03-12/16:45:05",120.000
"2023-03-12/16:45:09",121.564
"2023-03-12/16:45:12",115.274
"2023-03-12/16:45:16",114.125
"2023-03-12/16:45:19",114.527
"2023-03-12/16:45:23",119.809
"2023-03-12/16:45:26",114.754
"2023-03-12/16:45:30",121.264
"2023-03-12/16:45:33",122.541
"2023-03-12/16:45:37",113.709
"2023-03-12/16:45:40",113.359
"2023-03-12/16:45:44",122.689
"2023-03-12/16:45:47",113.385
"2023-03-12/16:45:51",123.393
"2023-03-12/16:45:54",123.255
"2023-03-12/16:45:58",113.066
"2023-03-12/16:46:01",123.967
"2023-03-12/16:46:05",113.659
"2023-03-12/16:46:08",112.253
"2023-03-12/16:46:12",113.207
"2023-03-12/16:46:15",111.066
"2023-03-12/16:46:19",123.839
"2023-03-12/16:46:22",122.920
"2023-03-12/16:46:26",111.533
"2023-03-12/16:46:29",112.236
"2023-03-12/16:46:33",111.156
"2023-03-12/16:46:36",113.384
"2023-03-12/16:46:40",113.251
"2023-03-12/16:46:43",111.034
"2023-03-12/16:46:47",113.227
"2023-03-12/16:46:50",110.821
"2023-03-12/16:46:54",111.614
"2023-03-12/16:46:57",112.059
"2023-03-12/16:47:01",112.399
"2023-03-12/16:47:04",114.009
"2023-03-12/16:47:08",114.293
"2023-03-12/16:47:11",112.685
"2023-03-12/16:47:15",218.567
"2023-03-12/16:47:18",218.977
"2023-03-12/16:47:22",218.577
"2023-03-12/16:47:25",215.597
"2023-03-12/16:47:29",217.358
"2023-03-12/16:47:32",220.710
"2023-03-12/16:47:36",216.821
"2023-03-12/16:47:39",211.948
"2023-03-12/16:47:43",220.888
"2023-03-12/16:47:46",214.019
"2023-03-12/16:47:50",218.917
"2023-03-12/16:47:53",215.964
"2023-03-12/16:47:57",220.614
"2023-03-12/16:48:00",216.903
"2023-03-12/16:48:04",221.710
"2023-03-12/16:48:07",216.380
"2023-03-12/16:48:11",218.389
"2023-03-12/16:48:14",216.885
"2023-03-12/16:48:18",214.420
"2023-03-12/16:48:21",216.236
"2023-03-12/16:48:25",219.313
"2023-03-12/16:48:28",212.395
"2023-03-12/16:48:32",213.551
"2023-03-12/16:48:35",213.829
"2023-03-12/16:48:39",211.266
"2023-03-12/16:48:42",211.165
"2023-03-12/16:48:45",213.768
"2023-03-12/16:48:49",215.757
"2023-03-12/16:48:52",216.692
"2023-03-12/16:48:56",216.407
"2023-03-12/16:48:59",213.403
"2023-03-12/16:49:03",211.086
"2023-03-12/16:49:06",209.389
"2023-03-12/16:49:10",220.216
"2023-03-12/16:49:13",206.505
"2023-03-12/16:49:17",209.579
"2023-03-12/16:49:20",210.260
"2023-03-12/16:49:24",213.990
"2023-03-12/16:49:27",222.524
"2023-03-12/16:49:31",216.419
"2023-03-12/16:49:34",215.423
"2023-03-12/16:49:38",220.720
"2023-03-12/16:49:41",218.009
"2023-03-12/16:49:45",216.774
"2023-03-12/16:49:48",199.302
"2023-03-12/16:49:52",216.731
"2023-03-12/16:49:55",220.025
"2023-03-12/16:49:59",217.487
"2023-03-12/16:50:02",196.976
"2023-03-12/16:50:06",199.362
"2023-03-12/16:50:09",198.159
"2023-03-12/16:50:13",217.547
"2023-03-12/16:50:16",217.703
"2023-03-12/16:50:20",195.157
"2023-03-12/16:50:23",194.040
"2023-03-12/16:50:27",193.385
"2023-03-12/16:50:30",194.552
"2023-03-12/16:50:34",193.714
"2023-03-12/16:50:37",190.649
"2023-03-12/16:50:41",194.245
"2023-03-12/16:50:44",188.409
"2023-03-12/16:50:48",162.744
"2023-03-12/16:50:51",161.193
"2023-03-12/16:50:55",162.397
"2023-03-12/16:50:58",162.962
"2023-03-12/16:51:02",162.044
"2023-03-12/16:51:05",157.103
"2023-03-12/16:51:09",157.844
"2023-03-12/16:51:12",157.339
"2023-03-12/16:51:16",156.870
"2023-03-12/16:51:19",156.316
"2023-03-12/16:51:23",156.271
"2023-03-12/16:51:26",152.268
"2023-03-12/16:51:30",154.179
"2023-03-12/16:51:33",150.939
"2023-03-12/16:51:37",146.729
"2023-03-12/16:51:40",142.375
"2023-03-12/16:51:44",143.821
"2023-03-12/16:51:47",142.872
"2023-03-12/16:51:51",141.603
"2023-03-12/16:51:54",141.520
"2023-03-12/16:51:58",139.685
"2023-03-12/16:52:01",139.670
"2023-03-12/16:52:05",137.532
"2023-03-12/16:52:08",140.739
"2023-03-12/16:52:12",136.650
"2023-03-12/16:52:15",127.508
"2023-03-12/16:52:19",137.654
"2023-03-12/16:52:22",136.514
"2023-03-12/16:52:26",127.161
"2023-03-12/16:52:29",126.887
"2023-03-12/16:52:33",136.042
"2023-03-12/16:52:36",137.570
"2023-03-12/16:52:40",127.376
"2023-03-12/16:52:43",126.442
"2023-03-12/16:52:47",125.126
"2023-03-12/16:52:50",124.691
"2023-03-12/16:52:54",126.602
"2023-03-12/16:52:57",123.745
"2023-03-12/16:53:01",126.217
"2023-03-12/16:53:04",125.190
"2023-03-12/16:53:08",124.440
"2023-03-12/16:53:11",126.821
"2023-03-12/16:53:15",126.589
"2023-03-12/16:53:18",127.114
"2023-03-12/16:53:22",127.531
"2023-03-12/16:53:25",125.314
"2023-03-12/16:53:29",126.057
"2023-03-12/16:53:32",124.617
"2023-03-12/16:53:36",126.068
"2023-03-12/16:53:39",124.913
"2023-03-12/16:53:43",126.188
"2023-03-12/16:53:46",123.220
"2023-03-12/16:53:50",124.785
"2023-03-12/16:53:53",123.868
"2023-03-12/16:53:57",124.341
"2023-03-12/16:54:00",125.245
"2023-03-12/16:54:04",124.456
"2023-03-12/16:54:07",125.038
"2023-03-12/16:54:11",117.042
"2023-03-12/16:54:14",122.334
"2023-03-12/16:54:18",124.608
"2023-03-12/16:54:21",126.802
"2023-03-12/16:54:25",124.447
"2023-03-12/16:54:28",123.882
"2023-03-12/16:54:32",126.117
"2023-03-12/16:54:35",127.541
"2023-03-12/16:54:39",124.122
"2023-03-12/16:54:42",127.012
"2023-03-12/16:54:46",128.679
"2023-03-12/16:54:49",125.151
"2023-03-12/16:54:52",137.323
"2023-03-12/16:54:56",137.313
"2023-03-12/16:54:59",125.927
"2023-03-12/16:55:03",149.059
"2023-03-12/16:55:06",126.252
"2023-03-12/16:55:10",125.808
"2023-03-12/16:55:13",128.864
"2023-03-12/16:55:17",138.116
"2023-03-12/16:55:20",127.286
"2023-03-12/16:55:24",129.180
"2023-03-12/16:55:27",126.831
"2023-03-12/16:55:31",125.601
"2023-03-12/16:55:34",139.715
"2023-03-12/16:55:38",125.999
"2023-03-12/16:55:41",151.686
"2023-03-12/16:55:45",156.780
"2023-03-12/16:55:48",156.132
"2023-03-12/16:55:52",141.858
"2023-03-12/16:55:55",157.283
"2023-03-12/16:55:59",194.247
"2023-03-12/16:56:02",190.579
"2023-03-12/16:56:06",190.397
"2023-03-12/16:56:09",157.231
"2023-03-12/16:56:13",158.358
"2023-03-12/16:56:16",158.047
"2023-03-12/16:56:20",158.847
"2023-03-12/16:56:23",159.394
"2023-03-12/16:56:27",155.995
"2023-03-12/16:56:30",159.206
"2023-03-12/16:56:34",157.213
"2023-03-12/16:56:37",158.254
"2023-03-12/16:56:41",171.054
"2023-03-12/16:56:44",157.925
"2023-03-12/16:56:48",158.094
"2023-03-12/16:56:51",156.641
"2023-03-12/16:56:55",155.703
"2023-03-12/16:56:58",157.015
"2023-03-12/16:57:02",154.699
"2023-03-12/16:57:05",155.808
"2023-03-12/16:57:09",154.388
"2023-03-12/16:57:12",154.816
"2023-03-12/16:57:16",154.804
"2023-03-12/16:57:19",156.208
"2023-03-12/16:57:23",153.939
"2023-03-12/16:57:26",154.542
"2023-03-12/16:57:30",152.979
"2023-03-12/16:57:33",155.076
"2023-03-12/16:57:37",156.353
"2023-03-12/16:57:40",155.477
"2023-03-12/16:57:44",155.446
"2023-03-12/16:57:47",156.971
"2023-03-12/16:57:51",156.863
"2023-03-12/16:57:54",156.639
"2023-03-12/16:57:58",154.787
"2023-03-12/16:58:01",156.187
"2023-03-12/16:58:05",156.641
"2023-03-12/16:58:08",174.350
"2023-03-12/16:58:12",173.728
"2023-03-12/16:58:15",157.175
"2023-03-12/16:58:19",155.920
"2023-03-12/16:58:22",173.734
"2023-03-12/16:58:26",158.224
"2023-03-12/16:58:29",158.212
"2023-03-12/16:58:33",158.301
"2023-03-12/16:58:36",157.223
"2023-03-12/16:58:40",157.502
"2023-03-12/16:58:43",158.508
"2023-03-12/16:58:47",157.333
"2023-03-12/16:58:50",172.718
"2023-03-12/16:58:54",156.877
"2023-03-12/16:58:57",173.033
"2023-03-12/16:59:01",156.494
"2023-03-12/16:59:04",157.142
"2023-03-12/16:59:08",157.699
"2023-03-12/16:59:11",172.132
"2023-03-12/16:59:15",156.657
"2023-03-12/16:59:18",157.417
"2023-03-12/16:59:22",156.213
"2023-03-12/16:59:25",155.584
"2023-03-12/16:59:29",156.266
"2023-03-12/16:59:32",157.888
"2023-03-12/16:59:36",156.161
"2023-03-12/16:59:39",155.646
"2023-03-12/16:59:43",155.554
"2023-03-12/16:59:46",156.450
"2023-03-12/16:59:50",154.340
"2023-03-12/16:59:53",155.680
"2023-03-12/16:59:57",155.059
"2023-03-12/17:00:00",155.477
"2023-03-12/17:00:04",156.501
"2023-03-12/17:00:07",157.557
"2023-03-12/17:00:11",171.510
"2023-03-12/17:00:14",153.849
"2023-03-12/17:00:18",141.667
"2023-03-12/17:00:21",157.915
"2023-03-12/17:00:25",158.188
"2023-03-12/17:00:28",159.578
"2023-03-12/17:00:32",171.896
"2023-03-12/17:00:35",172.567
"2023-03-12/17:00:39",158.730
"2023-03-12/17:00:42",159.296
"2023-03-12/17:00:46",158.542
"2023-03-12/17:00:49",157.930
"2023-03-12/17:00:53",158.960
"2023-03-12/17:00:56",156.355
"2023-03-12/17:00:59",173.608
"2023-03-12/17:01:03",156.430
"2023-03-12/17:01:06",172.468
"2023-03-12/17:01:10",157.752
"2023-03-12/17:01:13",141.341
"2023-03-12/17:01:17",142.563
"2023-03-12/17:01:20",144.945
"2023-03-12/17:01:24",143.077
"2023-03-12/17:01:27",144.993
"2023-03-12/17:01:31",143.312
"2023-03-12/17:01:34",142.746
"2023-03-12/17:01:38",143.267
"2023-03-12/17:01:41",144.439
"2023-03-12/17:01:45",139.053
"2023-03-12/17:01:48",144.349
"2023-03-12/17:01:52",139.312
"2023-03-12/17:01:55",138.376
"2023-03-12/17:01:59",139.746
"2023-03-12/17:02:02",141.697
"2023-03-12/17:02:06",138.468
"2023-03-12/17:02:09",137.391
"2023-03-12/17:02:13",138.154
"2023-03-12/17:02:16",137.107
"2023-03-12/17:02:20",136.886
"2023-03-12/17:02:23",137.494
"2023-03-12/17:02:27",134.583
"2023-03-12/17:02:30",135.904
"2023-03-12/17:02:34",135.363
"2023-03-12/17:02:37",134.521
"2023-03-12/17:02:41",135.153
"2023-03-12/17:02:44",135.075
"2023-03-12/17:02:48",128.344
"2023-03-12/17:02:51",127.139
"2023-03-12/17:02:55",126.019
"2023-03-12/17:02:58",133.827
"2023-03-12/17:03:02",127.634
"2023-03-12/17:03:05",127.125
"2023-03-12/17:03:09",127.095
"2023-03-12/17:03:12",126.319
"2023-03-12/17:03:16",133.310
"2023-03-12/17:03:19",127.167
"2023-03-12/17:03:23",125.733
"2023-03-12/17:03:26",126.554
"2023-03-12/17:03:30",124.633
"2023-03-12/17:03:33",124.477
"2023-03-12/17:03:37",124.821
"2023-03-12/17:03:40",126.182
"2023-03-12/17:03:44",124.319
"2023-03-12/17:03:47",124.886
"2023-03-12/17:03:51",124.474
"2023-03-12/17:03:54",122.477
"2023-03-12/17:03:58",125.340
"2023-03-12/17:04:01",114.393
"2023-03-12/17:04:05",114.104
"2023-03-12/17:04:08",122.884
"2023-03-12/17:04:12",123.332
"2023-03-12/17:04:15",123.369
"2023-03-12/17:04:19",123.728
"2023-03-12/17:04:22",123.979
"2023-03-12/17:04:26",124.144
"2023-03-12/17:04:29",113.657
"2023-03-12/17:04:33",113.713
"2023-03-12/17:04:36",121.818
"2023-03-12/17:04:40",123.223
"2023-03-12/17:04:43",114.361
"2023-03-12/17:04:47",122.839
"2023-03-12/17:04:50",113.710
"2023-03-12/17:04:54",113.221
"2023-03-12/17:04:57",114.033
"2023-03-12/17:05:01",113.468
"2023-03-12/17:05:04",112.522
"2023-03-12/17:05:08",123.504
"2023-03-12/17:05:11",124.497
"2023-03-12/17:05:15",113.198
"2023-03-12/17:05:18",122.600
"2023-03-12/17:05:22",123.476
"2023-03-12/17:05:25",123.589
"2023-03-12/17:05:29",113.232
"2023-03-12/17:05:32",123.765
"2023-03-12/17:05:36",124.617
"2023-03-12/17:05:39",125.727
"2023-03-12/17:05:43",112.477
"2023-03-12/17:05:46",123.855
"2023-03-12/17:05:50",122.608
"2023-03-12/17:05:53",113.090
"2023-03-12/17:05:57",113.524
"2023-03-12/17:06:00",114.417
"2023-03-12/17:06:04",113.880
"2023-03-12/17:06:07",114.175
"2023-03-12/17:06:11",124.324
"2023-03-12/17:06:14",125.214
"2023-03-12/17:06:18",124.618
"2023-03-12/17:06:21",122.763
"2023-03-12/17:06:25",125.413
"2023-03-12/17:06:28",113.480
"2023-03-12/17:06:32",123.704
"2023-03-12/17:06:35",115.892
"2023-03-12/17:06:39",126.722
"2023-03-12/17:06:42",116.711
"2023-03-12/17:06:46",126.285
"2023-03-12/17:06:49",134.908
"2023-03-12/17:06:53",127.174
"2023-03-12/17:06:56",134.068
"2023-03-12/17:07:00",125.556
"2023-03-12/17:07:03",124.857
"2023-03-12/17:07:07",126.362
"2023-03-12/17:07:10",139.395
"2023-03-12/17:07:13",243.735
"2023-03-12/17:07:17",243.187
"2023-03-12/17:07:20",241.730
"2023-03-12/17:07:24",244.423
"2023-03-12/17:07:27",240.980
"2023-03-12/17:07:31",239.855
"2023-03-12/17:07:34",240.473
"2023-03-12/17:07:38",240.861
"2023-03-12/17:07:41",239.872
"2023-03-12/17:07:45",238.968
"2023-03-12/17:07:48",241.051
"2023-03-12/17:07:52",240.773
"2023-03-12/17:07:55",239.818
"2023-03-12/17:07:59",238.397
"2023-03-12/17:08:02",238.670
"2023-03-12/17:08:06",240.224
"2023-03-12/17:08:09",238.401
"2023-03-12/17:08:13",239.671
"2023-03-12/17:08:16",240.740
"2023-03-12/17:08:20",240.933
"2023-03-12/17:08:23",240.652
"2023-03-12/17:08:27",239.179
"2023-03-12/17:08:30",240.634
"2023-03-12/17:08:34",241.471
