Time,N_QTN
"2023-03-14/08:14:28",173.470
"2023-03-14/08:14:32",171.879
"2023-03-14/08:14:35",214.003
"2023-03-14/08:14:39",213.784
"2023-03-14/08:14:42",174.824
"2023-03-14/08:14:46",181.477
"2023-03-14/08:14:49",174.502
"2023-03-14/08:14:53",190.224
"2023-03-14/08:14:56",176.939
"2023-03-14/08:15:00",181.815
"2023-03-14/08:15:03",160.737
"2023-03-14/08:15:07",166.903
"2023-03-14/08:15:10",206.167
"2023-03-14/08:15:14",173.983
"2023-03-14/08:15:17",-NaN
"2023-03-14/08:15:21",155.612
"2023-03-14/08:15:24",308.217
"2023-03-14/08:15:27",173.979
"2023-03-14/08:15:31",158.031
"2023-03-14/08:15:34",173.721
"2023-03-14/08:15:38",-NaN
"2023-03-14/08:15:41",155.661
"2023-03-14/08:15:45",308.468
"2023-03-14/08:15:48",174.155
"2023-03-14/08:15:52",173.721
"2023-03-14/08:15:55",158.074
"2023-03-14/08:15:59",218.187
"2023-03-14/08:16:02",173.715
"2023-03-14/08:16:06",194.974
"2023-03-14/08:16:09",174.661
"2023-03-14/08:16:13",245.229
"2023-03-14/08:16:16",156.872
"2023-03-14/08:16:20",155.841
"2023-03-14/08:16:23",-NaN
"2023-03-14/08:16:27",173.721
"2023-03-14/08:16:30",150.300
"2023-03-14/08:16:34",155.130
"2023-03-14/08:16:37",195.727
"2023-03-14/08:16:41",174.062
"2023-03-14/08:16:44",221.948
"2023-03-14/08:16:48",187.989
"2023-03-14/08:16:51",192.668
"2023-03-14/08:16:55",194.097
"2023-03-14/08:16:58",179.182
"2023-03-14/08:17:02",172.876
"2023-03-14/08:17:05",164.289
"2023-03-14/08:17:09",169.775
"2023-03-14/08:17:12",174.213
"2023-03-14/08:17:16",178.652
"2023-03-14/08:17:19",173.620
"2023-03-14/08:17:23",178.822
"2023-03-14/08:17:26",178.834
"2023-03-14/08:17:30",167.845
"2023-03-14/08:17:33",156.947
"2023-03-14/08:17:37",173.721
"2023-03-14/08:17:40",194.029
"2023-03-14/08:17:44",193.818
"2023-03-14/08:17:47",-NaN
"2023-03-14/08:17:51",184.519
"2023-03-14/08:17:54",176.712
"2023-03-14/08:17:58",176.700
"2023-03-14/08:18:01",173.063
"2023-03-14/08:18:05",189.569
"2023-03-14/08:18:08",185.444
"2023-03-14/08:18:12",-NaN
"2023-03-14/08:18:15",166.916
"2023-03-14/08:18:19",151.271
"2023-03-14/08:18:22",-NaN
"2023-03-14/08:18:26",-NaN
"2023-03-14/08:18:29",195.074
"2023-03-14/08:18:33",175.488
"2023-03-14/08:18:36",192.600
"2023-03-14/08:18:40",178.007
"2023-03-14/08:18:43",170.989
"2023-03-14/08:18:47",176.814
"2023-03-14/08:18:50",156.172
"2023-03-14/08:18:54",158.595
"2023-03-14/08:18:57",-NaN
"2023-03-14/08:19:01",192.769
"2023-03-14/08:19:04",173.928
"2023-03-14/08:19:08",172.485
"2023-03-14/08:19:11",181.088
"2023-03-14/08:19:15",155.161
"2023-03-14/08:19:18",173.156
"2023-03-14/08:19:22",154.679
"2023-03-14/08:19:25",185.906
"2023-03-14/08:19:29",175.258
"2023-03-14/08:19:32",170.318
"2023-03-14/08:19:36",277.234
"2023-03-14/08:19:39",-NaN
"2023-03-14/08:19:43",178.004
"2023-03-14/08:19:46",162.440
"2023-03-14/08:19:50",186.290
"2023-03-14/08:19:53",160.386
"2023-03-14/08:19:57",156.156
"2023-03-14/08:20:00",160.733
"2023-03-14/08:20:04",188.423
"2023-03-14/08:20:07",184.392
"2023-03-14/08:20:11",187.227
"2023-03-14/08:20:14",152.931
"2023-03-14/08:20:18",171.208
"2023-03-14/08:20:21",160.659
"2023-03-14/08:20:25",168.786
"2023-03-14/08:20:28",172.702
"2023-03-14/08:20:32",154.154
"2023-03-14/08:20:35",-NaN
"2023-03-14/08:20:39",-NaN
"2023-03-14/08:20:42",165.197
"2023-03-14/08:20:46",160.690
"2023-03-14/08:20:49",163.988
"2023-03-14/08:20:53",-NaN
"2023-03-14/08:20:56",176.059
"2023-03-14/08:21:00",-NaN
"2023-03-14/08:21:03",161.990
"2023-03-14/08:21:07",-NaN
"2023-03-14/08:21:10",173.721
"2023-03-14/08:21:14",156.947
"2023-03-14/08:21:17",309.024
"2023-03-14/08:21:21",310.543
"2023-03-14/08:21:24",305.114
"2023-03-14/08:21:28",344.539
"2023-03-14/08:21:31",205.371
"2023-03-14/08:21:35",173.721
"2023-03-14/08:21:38",198.750
"2023-03-14/08:21:41",314.133
"2023-03-14/08:21:45",305.514
"2023-03-14/08:21:48",306.063
"2023-03-14/08:21:52",165.494
"2023-03-14/08:21:55",305.166
"2023-03-14/08:21:59",341.924
"2023-03-14/08:22:02",229.373
"2023-03-14/08:22:06",173.721
"2023-03-14/08:22:09",187.287
"2023-03-14/08:22:13",157.579
"2023-03-14/08:22:16",170.939
"2023-03-14/08:22:20",174.571
"2023-03-14/08:22:23",164.394
"2023-03-14/08:22:27",173.721
"2023-03-14/08:22:30",165.755
"2023-03-14/08:22:34",304.943
"2023-03-14/08:22:37",173.519
"2023-03-14/08:22:41",156.947
"2023-03-14/08:22:44",173.721
"2023-03-14/08:22:48",148.882
"2023-03-14/08:22:51",175.954
"2023-03-14/08:22:55",167.818
"2023-03-14/08:22:58",303.682
"2023-03-14/08:23:02",-NaN
"2023-03-14/08:23:05",163.570
"2023-03-14/08:23:09",154.006
"2023-03-14/08:23:12",178.678
"2023-03-14/08:23:16",186.312
"2023-03-14/08:23:19",173.908
"2023-03-14/08:23:23",156.059
"2023-03-14/08:23:26",173.972
"2023-03-14/08:23:30",154.294
"2023-03-14/08:23:33",177.384
"2023-03-14/08:23:37",179.578
"2023-03-14/08:23:40",192.659
"2023-03-14/08:23:44",157.196
"2023-03-14/08:23:47",153.605
"2023-03-14/08:23:51",-NaN
"2023-03-14/08:23:54",171.506
"2023-03-14/08:23:58",158.495
"2023-03-14/08:24:01",167.909
"2023-03-14/08:24:05",189.545
"2023-03-14/08:24:08",-NaN
"2023-03-14/08:24:12",163.575
"2023-03-14/08:24:15",174.991
"2023-03-14/08:24:19",173.009
"2023-03-14/08:24:22",161.305
"2023-03-14/08:24:26",-NaN
"2023-03-14/08:24:29",166.044
"2023-03-14/08:24:33",170.492
"2023-03-14/08:24:36",173.721
"2023-03-14/08:24:40",176.136
"2023-03-14/08:24:43",-NaN
"2023-03-14/08:24:47",-NaN
"2023-03-14/08:24:50",341.154
"2023-03-14/08:24:54",304.465
"2023-03-14/08:24:57",158.384
"2023-03-14/08:25:01",302.304
"2023-03-14/08:25:04",194.012
"2023-03-14/08:25:08",305.788
"2023-03-14/08:25:11",303.156
"2023-03-14/08:25:15",277.886
"2023-03-14/08:25:18",277.784
"2023-03-14/08:25:22",174.197
"2023-03-14/08:25:25",183.191
"2023-03-14/08:25:29",-NaN
"2023-03-14/08:25:32",173.317
"2023-03-14/08:25:36",170.723
"2023-03-14/08:25:39",-NaN
"2023-03-14/08:25:43",191.486
"2023-03-14/08:25:46",169.281
"2023-03-14/08:25:50",177.082
"2023-03-14/08:25:53",154.485
"2023-03-14/08:25:57",-NaN
"2023-03-14/08:26:00",155.915
"2023-03-14/08:26:04",152.489
"2023-03-14/08:26:07",173.721
"2023-03-14/08:26:11",-NaN
"2023-03-14/08:26:14",302.361
"2023-03-14/08:26:18",271.133
"2023-03-14/08:26:21",-NaN
"2023-03-14/08:26:25",173.721
"2023-03-14/08:26:28",299.480
"2023-03-14/08:26:32",307.551
"2023-03-14/08:26:35",308.179
"2023-03-14/08:26:39",344.387
"2023-03-14/08:26:42",307.685
"2023-03-14/08:26:46",306.720
"2023-03-14/08:26:49",341.870
"2023-03-14/08:26:53",187.681
"2023-03-14/08:26:56",175.906
"2023-03-14/08:27:00",-NaN
"2023-03-14/08:27:03",166.389
"2023-03-14/08:27:07",186.546
"2023-03-14/08:27:10",167.816
"2023-03-14/08:27:14",344.805
"2023-03-14/08:27:17",150.973
"2023-03-14/08:27:21",189.572
"2023-03-14/08:27:24",-NaN
"2023-03-14/08:27:28",170.518
"2023-03-14/08:27:31",-NaN
"2023-03-14/08:27:35",194.151
"2023-03-14/08:27:38",-NaN
"2023-03-14/08:27:42",156.926
"2023-03-14/08:27:45",187.145
"2023-03-14/08:27:48",-NaN
"2023-03-14/08:27:52",-NaN
"2023-03-14/08:27:55",173.112
"2023-03-14/08:27:59",153.733
"2023-03-14/08:28:02",169.751
"2023-03-14/08:28:06",180.182
"2023-03-14/08:28:09",168.827
"2023-03-14/08:28:13",156.522
"2023-03-14/08:28:16",185.053
"2023-03-14/08:28:20",154.705
"2023-03-14/08:28:23",169.378
"2023-03-14/08:28:27",165.836
"2023-03-14/08:28:30",-NaN
"2023-03-14/08:28:34",-NaN
"2023-03-14/08:28:37",187.043
"2023-03-14/08:28:41",-NaN
"2023-03-14/08:28:44",173.282
"2023-03-14/08:28:48",-NaN
"2023-03-14/08:28:51",-NaN
"2023-03-14/08:28:55",303.537
"2023-03-14/08:28:58",271.694
"2023-03-14/08:29:02",303.096
"2023-03-14/08:29:05",241.776
"2023-03-14/08:29:09",156.947
"2023-03-14/08:29:12",341.174
"2023-03-14/08:29:16",-NaN
"2023-03-14/08:29:19",272.195
"2023-03-14/08:29:23",306.497
"2023-03-14/08:29:26",336.878
"2023-03-14/08:29:30",304.301
"2023-03-14/08:29:33",309.564
"2023-03-14/08:29:37",274.665
"2023-03-14/08:29:40",271.177
"2023-03-14/08:29:44",301.092
"2023-03-14/08:29:47",275.127
"2023-03-14/08:29:51",341.985
"2023-03-14/08:29:54",308.188
"2023-03-14/08:29:58",303.475
"2023-03-14/08:30:01",313.135
"2023-03-14/08:30:05",345.207
"2023-03-14/08:30:08",304.311
"2023-03-14/08:30:12",304.222
"2023-03-14/08:30:15",-NaN
"2023-03-14/08:30:19",155.933
"2023-03-14/08:30:22",156.947
"2023-03-14/08:30:26",311.430
"2023-03-14/08:30:29",156.947
"2023-03-14/08:30:33",221.119
"2023-03-14/08:30:36",221.873
"2023-03-14/08:30:40",175.177
"2023-03-14/08:30:43",244.136
"2023-03-14/08:30:47",246.610
"2023-03-14/08:30:50",274.058
"2023-03-14/08:30:54",380.323
"2023-03-14/08:30:57",306.872
"2023-03-14/08:31:01",308.895
"2023-03-14/08:31:04",302.548
"2023-03-14/08:31:08",245.244
"2023-03-14/08:31:11",196.389
"2023-03-14/08:31:15",301.823
"2023-03-14/08:31:18",272.537
"2023-03-14/08:31:22",305.724
"2023-03-14/08:31:25",271.648
"2023-03-14/08:31:29",304.656
"2023-03-14/08:31:32",268.337
"2023-03-14/08:31:36",-NaN
"2023-03-14/08:31:39",-NaN
"2023-03-14/08:31:43",-NaN
"2023-03-14/08:31:46",-NaN
"2023-03-14/08:31:50",-NaN
"2023-03-14/08:31:53",-NaN
"2023-03-14/08:31:57",-NaN
"2023-03-14/08:32:00",-NaN
"2023-03-14/08:32:04",-NaN
"2023-03-14/08:32:07",-NaN
"2023-03-14/08:32:11",402.848
"2023-03-14/08:32:14",439.345
"2023-03-14/08:32:18",396.320
"2023-03-14/08:32:21",392.424
"2023-03-14/08:32:25",378.458
"2023-03-14/08:32:28",387.334
"2023-03-14/08:32:32",369.979
"2023-03-14/08:32:35",367.514
"2023-03-14/08:32:39",366.544
"2023-03-14/08:32:42",364.367
"2023-03-14/08:32:46",363.870
"2023-03-14/08:32:49",369.493
"2023-03-14/08:32:53",365.102
"2023-03-14/08:32:56",354.944
"2023-03-14/08:33:00",345.444
"2023-03-14/08:33:03",348.966
"2023-03-14/08:33:07",346.377
"2023-03-14/08:33:10",340.346
"2023-03-14/08:33:14",351.832
"2023-03-14/08:33:17",348.791
"2023-03-14/08:33:21",342.847
"2023-03-14/08:33:24",334.474
"2023-03-14/08:33:28",337.012
"2023-03-14/08:33:31",337.921
"2023-03-14/08:33:35",335.013
"2023-03-14/08:33:38",336.646
"2023-03-14/08:33:42",305.419
"2023-03-14/08:33:45",324.069
"2023-03-14/08:33:49",335.839
"2023-03-14/08:33:52",301.937
"2023-03-14/08:33:55",331.094
"2023-03-14/08:33:59",336.893
"2023-03-14/08:34:02",329.553
"2023-03-14/08:34:06",329.250
"2023-03-14/08:34:09",339.647
"2023-03-14/08:34:13",332.246
"2023-03-14/08:34:16",328.113
"2023-03-14/08:34:20",284.251
"2023-03-14/08:34:23",332.962
"2023-03-14/08:34:27",332.098
"2023-03-14/08:34:30",333.262
"2023-03-14/08:34:34",330.829
"2023-03-14/08:34:37",330.343
"2023-03-14/08:34:41",331.754
"2023-03-14/08:34:44",355.355
"2023-03-14/08:34:48",344.600
"2023-03-14/08:34:51",343.389
"2023-03-14/08:34:55",308.144
"2023-03-14/08:34:58",343.389
"2023-03-14/08:35:02",296.954
"2023-03-14/08:35:05",298.705
"2023-03-14/08:35:09",308.282
"2023-03-14/08:35:12",328.158
"2023-03-14/08:35:16",-NaN
"2023-03-14/08:35:19",234.244
"2023-03-14/08:35:23",216.543
"2023-03-14/08:35:26",217.397
"2023-03-14/08:35:30",219.329
"2023-03-14/08:35:33",241.905
"2023-03-14/08:35:37",238.340
"2023-03-14/08:35:40",242.076
"2023-03-14/08:35:44",295.102
"2023-03-14/08:35:47",-NaN
"2023-03-14/08:35:51",173.721
"2023-03-14/08:35:54",238.603
"2023-03-14/08:35:58",240.500
"2023-03-14/08:36:01",436.173
"2023-03-14/08:36:05",442.484
"2023-03-14/08:36:08",217.204
"2023-03-14/08:36:12",241.000
"2023-03-14/08:36:15",214.041
"2023-03-14/08:36:19",196.441
"2023-03-14/08:36:22",196.962
"2023-03-14/08:36:26",243.595
"2023-03-14/08:36:29",266.200
"2023-03-14/08:36:33",220.017
"2023-03-14/08:36:36",273.292
"2023-03-14/08:36:40",242.643
"2023-03-14/08:36:43",269.150
"2023-03-14/08:36:47",267.650
"2023-03-14/08:36:50",268.706
"2023-03-14/08:36:54",343.997
"2023-03-14/08:36:57",436.283
"2023-03-14/08:37:01",344.368
"2023-03-14/08:37:04",423.392
"2023-03-14/08:37:08",388.830
"2023-03-14/08:37:11",300.832
"2023-03-14/08:37:15",307.412
"2023-03-14/08:37:18",241.810
"2023-03-14/08:37:22",269.973
"2023-03-14/08:37:25",341.440
"2023-03-14/08:37:29",381.010
"2023-03-14/08:37:32",302.712
"2023-03-14/08:37:36",304.265
"2023-03-14/08:37:39",307.030
"2023-03-14/08:37:43",304.720
"2023-03-14/08:37:46",299.600
"2023-03-14/08:37:50",431.127
"2023-03-14/08:37:53",387.282
"2023-03-14/08:37:57",341.449
"2023-03-14/08:38:00",422.900
"2023-03-14/08:38:04",303.220
"2023-03-14/08:38:07",242.993
"2023-03-14/08:38:11",244.811
"2023-03-14/08:38:14",216.635
"2023-03-14/08:38:18",304.603
"2023-03-14/08:38:21",300.571
"2023-03-14/08:38:25",271.133
"2023-03-14/08:38:28",272.506
"2023-03-14/08:38:32",267.662
"2023-03-14/08:38:35",217.820
"2023-03-14/08:38:39",195.895
"2023-03-14/08:38:42",270.407
"2023-03-14/08:38:46",302.051
"2023-03-14/08:38:49",302.648
"2023-03-14/08:38:53",271.622
"2023-03-14/08:38:56",272.353
"2023-03-14/08:39:00",268.709
"2023-03-14/08:39:03",271.699
"2023-03-14/08:39:07",380.738
"2023-03-14/08:39:10",271.679
"2023-03-14/08:39:14",276.971
"2023-03-14/08:39:17",275.722
"2023-03-14/08:39:21",338.797
"2023-03-14/08:39:24",269.887
"2023-03-14/08:39:28",309.877
"2023-03-14/08:39:31",277.840
"2023-03-14/08:39:35",270.742
"2023-03-14/08:39:38",273.483
"2023-03-14/08:39:42",343.483
"2023-03-14/08:39:45",342.778
"2023-03-14/08:39:49",388.140
"2023-03-14/08:39:52",430.983
"2023-03-14/08:39:56",303.633
"2023-03-14/08:39:59",302.466
"2023-03-14/08:40:02",310.033
"2023-03-14/08:40:06",293.887
"2023-03-14/08:40:09",387.350
"2023-03-14/08:40:13",344.370
"2023-03-14/08:40:16",301.896
"2023-03-14/08:40:20",268.943
"2023-03-14/08:40:23",246.806
"2023-03-14/08:40:27",304.566
"2023-03-14/08:40:30",-NaN
"2023-03-14/08:40:34",197.328
"2023-03-14/08:40:37",152.695
"2023-03-14/08:40:41",158.469
"2023-03-14/08:40:44",156.947
"2023-03-14/08:40:48",199.761
"2023-03-14/08:40:51",306.659
"2023-03-14/08:40:55",240.598
"2023-03-14/08:40:58",222.921
"2023-03-14/08:41:02",156.145
"2023-03-14/08:41:05",176.456
"2023-03-14/08:41:09",191.986
"2023-03-14/08:41:12",242.620
"2023-03-14/08:41:16",267.348
"2023-03-14/08:41:19",304.163
"2023-03-14/08:41:23",269.008
"2023-03-14/08:41:26",224.148
"2023-03-14/08:41:30",241.980
"2023-03-14/08:41:33",269.482
"2023-03-14/08:41:37",303.033
"2023-03-14/08:41:40",343.229
"2023-03-14/08:41:44",274.802
"2023-03-14/08:41:47",341.688
"2023-03-14/08:41:51",342.435
"2023-03-14/08:41:54",378.578
"2023-03-14/08:41:58",336.452
"2023-03-14/08:42:01",298.715
"2023-03-14/08:42:05",302.307
"2023-03-14/08:42:08",298.144
"2023-03-14/08:42:12",240.909
"2023-03-14/08:42:15",302.506
"2023-03-14/08:42:19",300.622
"2023-03-14/08:42:22",271.007
"2023-03-14/08:42:26",270.868
"2023-03-14/08:42:29",270.740
"2023-03-14/08:42:33",271.451
"2023-03-14/08:42:36",241.560
"2023-03-14/08:42:40",243.522
"2023-03-14/08:42:43",237.885
"2023-03-14/08:42:47",272.649
"2023-03-14/08:42:50",218.683
"2023-03-14/08:42:54",243.872
"2023-03-14/08:42:57",245.018
"2023-03-14/08:43:01",220.279
"2023-03-14/08:43:04",221.695
"2023-03-14/08:43:08",239.716
"2023-03-14/08:43:11",305.261
"2023-03-14/08:43:15",305.607
"2023-03-14/08:43:18",272.727
"2023-03-14/08:43:22",305.491
"2023-03-14/08:43:25",304.077
"2023-03-14/08:43:29",277.264
"2023-03-14/08:43:32",157.619
"2023-03-14/08:43:36",156.490
"2023-03-14/08:43:39",194.594
"2023-03-14/08:43:43",154.147
"2023-03-14/08:43:46",173.847
"2023-03-14/08:43:50",195.497
"2023-03-14/08:43:53",301.805
"2023-03-14/08:43:57",308.471
"2023-03-14/08:44:00",340.896
"2023-03-14/08:44:04",341.380
"2023-03-14/08:44:07",428.367
"2023-03-14/08:44:11",419.756
"2023-03-14/08:44:14",380.203
"2023-03-14/08:44:18",421.670
"2023-03-14/08:44:21",381.415
"2023-03-14/08:44:25",344.441
"2023-03-14/08:44:28",379.790
"2023-03-14/08:44:32",302.689
"2023-03-14/08:44:35",339.817
"2023-03-14/08:44:39",303.608
"2023-03-14/08:44:42",302.149
"2023-03-14/08:44:46",272.733
"2023-03-14/08:44:49",306.634
"2023-03-14/08:44:53",338.624
"2023-03-14/08:44:56",340.456
"2023-03-14/08:45:00",305.653
"2023-03-14/08:45:03",218.196
"2023-03-14/08:45:07",269.330
"2023-03-14/08:45:10",274.443
"2023-03-14/08:45:14",297.691
"2023-03-14/08:45:17",271.562
"2023-03-14/08:45:21",300.935
"2023-03-14/08:45:24",300.099
"2023-03-14/08:45:28",298.884
"2023-03-14/08:45:31",308.466
"2023-03-14/08:45:35",301.625
"2023-03-14/08:45:38",379.609
"2023-03-14/08:45:42",337.573
"2023-03-14/08:45:45",270.913
"2023-03-14/08:45:49",266.535
"2023-03-14/08:45:52",301.633
"2023-03-14/08:45:56",339.092
"2023-03-14/08:45:59",341.439
"2023-03-14/08:46:03",238.458
"2023-03-14/08:46:06",269.813
"2023-03-14/08:46:10",178.667
"2023-03-14/08:46:13",156.947
"2023-03-14/08:46:16",194.617
"2023-03-14/08:46:20",-NaN
"2023-03-14/08:46:23",270.040
"2023-03-14/08:46:27",220.065
"2023-03-14/08:46:30",173.721
"2023-03-14/08:46:34",-NaN
"2023-03-14/08:46:37",-NaN
"2023-03-14/08:46:41",-NaN
"2023-03-14/08:46:44",241.379
"2023-03-14/08:46:48",176.165
"2023-03-14/08:46:51",266.793
"2023-03-14/08:46:55",196.490
"2023-03-14/08:46:58",172.818
"2023-03-14/08:47:02",172.958
"2023-03-14/08:47:05",166.364
"2023-03-14/08:47:09",-NaN
"2023-03-14/08:47:12",217.105
"2023-03-14/08:47:16",-NaN
"2023-03-14/08:47:19",321.240
"2023-03-14/08:47:23",-NaN
"2023-03-14/08:47:26",-NaN
"2023-03-14/08:47:30",-NaN
"2023-03-14/08:47:33",-NaN
"2023-03-14/08:47:37",340.290
"2023-03-14/08:47:40",293.040
"2023-03-14/08:47:44",272.092
"2023-03-14/08:47:47",339.821
"2023-03-14/08:47:51",270.490
"2023-03-14/08:47:54",276.377
"2023-03-14/08:47:58",376.979
"2023-03-14/08:48:01",266.668
"2023-03-14/08:48:05",250.006
"2023-03-14/08:48:08",217.331
"2023-03-14/08:48:12",216.634
"2023-03-14/08:48:15",194.056
"2023-03-14/08:48:19",299.184
"2023-03-14/08:48:22",269.957
"2023-03-14/08:48:26",270.780
"2023-03-14/08:48:29",269.014
"2023-03-14/08:48:33",216.216
"2023-03-14/08:48:36",221.201
"2023-03-14/08:48:40",195.828
"2023-03-14/08:48:43",195.929
"2023-03-14/08:48:47",269.569
"2023-03-14/08:48:50",240.508
"2023-03-14/08:48:54",217.092
"2023-03-14/08:48:57",241.599
"2023-03-14/08:49:01",157.533
"2023-03-14/08:49:04",-NaN
"2023-03-14/08:49:08",271.869
"2023-03-14/08:49:11",271.866
"2023-03-14/08:49:15",216.751
"2023-03-14/08:49:18",196.207
"2023-03-14/08:49:22",173.974
"2023-03-14/08:49:25",239.200
"2023-03-14/08:49:29",217.634
"2023-03-14/08:49:32",215.451
"2023-03-14/08:49:36",172.477
"2023-03-14/08:49:39",197.159
"2023-03-14/08:49:43",194.331
"2023-03-14/08:49:46",195.767
"2023-03-14/08:49:50",269.913
"2023-03-14/08:49:53",304.527
"2023-03-14/08:49:57",218.124
"2023-03-14/08:50:00",241.486
"2023-03-14/08:50:04",243.357
"2023-03-14/08:50:07",196.310
"2023-03-14/08:50:11",173.057
"2023-03-14/08:50:14",193.712
"2023-03-14/08:50:18",272.351
"2023-03-14/08:50:21",240.564
"2023-03-14/08:50:25",217.791
"2023-03-14/08:50:28",218.349
"2023-03-14/08:50:32",241.263
"2023-03-14/08:50:35",304.470
"2023-03-14/08:50:39",218.038
"2023-03-14/08:50:42",217.820
"2023-03-14/08:50:46",215.150
"2023-03-14/08:50:49",243.175
"2023-03-14/08:50:53",218.216
"2023-03-14/08:50:56",219.204
"2023-03-14/08:51:00",270.569
"2023-03-14/08:51:03",217.612
"2023-03-14/08:51:07",157.349
"2023-03-14/08:51:10",178.081
"2023-03-14/08:51:14",156.572
"2023-03-14/08:51:17",175.009
"2023-03-14/08:51:21",310.116
"2023-03-14/08:51:24",336.508
"2023-03-14/08:51:28",271.365
"2023-03-14/08:51:31",303.228
"2023-03-14/08:51:35",300.481
"2023-03-14/08:51:38",340.008
"2023-03-14/08:51:42",305.545
"2023-03-14/08:51:45",299.643
"2023-03-14/08:51:49",268.112
"2023-03-14/08:51:52",267.350
"2023-03-14/08:51:56",341.617
"2023-03-14/08:51:59",305.449
"2023-03-14/08:52:03",340.621
"2023-03-14/08:52:06",270.231
"2023-03-14/08:52:10",271.317
"2023-03-14/08:52:13",271.029
"2023-03-14/08:52:17",307.194
"2023-03-14/08:52:20",305.733
"2023-03-14/08:52:23",345.022
"2023-03-14/08:52:27",262.039
"2023-03-14/08:52:30",298.231
"2023-03-14/08:52:34",301.514
"2023-03-14/08:52:37",267.370
"2023-03-14/08:52:41",244.210
"2023-03-14/08:52:44",242.178
"2023-03-14/08:52:48",270.788
"2023-03-14/08:52:51",303.132
"2023-03-14/08:52:55",300.778
"2023-03-14/08:52:58",349.941
"2023-03-14/08:53:02",380.469
"2023-03-14/08:53:05",300.973
"2023-03-14/08:53:09",269.954
"2023-03-14/08:53:12",274.066
"2023-03-14/08:53:16",193.714
"2023-03-14/08:53:19",270.310
"2023-03-14/08:53:23",242.337
"2023-03-14/08:53:26",341.189
"2023-03-14/08:53:30",338.840
"2023-03-14/08:53:33",302.372
"2023-03-14/08:53:37",306.169
"2023-03-14/08:53:40",265.314
"2023-03-14/08:53:44",309.054
"2023-03-14/08:53:47",305.787
"2023-03-14/08:53:51",380.737
"2023-03-14/08:53:54",-NaN
"2023-03-14/08:53:58",-NaN
"2023-03-14/08:54:01",239.841
"2023-03-14/08:54:05",156.947
"2023-03-14/08:54:08",300.738
"2023-03-14/08:54:12",311.852
"2023-03-14/08:54:15",266.345
"2023-03-14/08:54:19",266.846
"2023-03-14/08:54:22",241.504
"2023-03-14/08:54:26",242.664
"2023-03-14/08:54:29",219.342
"2023-03-14/08:54:33",245.043
"2023-03-14/08:54:36",217.208
"2023-03-14/08:54:40",215.919
"2023-03-14/08:54:43",175.411
"2023-03-14/08:54:47",173.763
"2023-03-14/08:54:50",218.315
"2023-03-14/08:54:54",227.251
"2023-03-14/08:54:57",238.718
"2023-03-14/08:55:01",270.961
"2023-03-14/08:55:04",218.675
"2023-03-14/08:55:08",194.831
"2023-03-14/08:55:11",176.627
"2023-03-14/08:55:15",162.286
"2023-03-14/08:55:18",192.022
"2023-03-14/08:55:22",243.094
"2023-03-14/08:55:25",271.504
"2023-03-14/08:55:29",270.779
"2023-03-14/08:55:32",219.347
"2023-03-14/08:55:36",192.006
"2023-03-14/08:55:39",175.898
"2023-03-14/08:55:43",193.939
"2023-03-14/08:55:46",194.716
"2023-03-14/08:55:50",216.574
"2023-03-14/08:55:53",270.165
"2023-03-14/08:55:57",193.880
"2023-03-14/08:56:00",271.001
"2023-03-14/08:56:04",194.930
"2023-03-14/08:56:07",156.280
"2023-03-14/08:56:11",194.638
"2023-03-14/08:56:14",270.921
"2023-03-14/08:56:18",192.766
"2023-03-14/08:56:21",269.135
"2023-03-14/08:56:25",-NaN
"2023-03-14/08:56:28",240.462
"2023-03-14/08:56:32",194.398
"2023-03-14/08:56:35",-NaN
"2023-03-14/08:56:39",194.348
"2023-03-14/08:56:42",-NaN
"2023-03-14/08:56:46",268.250
"2023-03-14/08:56:49",243.237
"2023-03-14/08:56:53",217.021
"2023-03-14/08:56:56",-NaN
"2023-03-14/08:57:00",-NaN
"2023-03-14/08:57:03",-NaN
"2023-03-14/08:57:07",-NaN
"2023-03-14/08:57:10",-NaN
"2023-03-14/08:57:14",-NaN
"2023-03-14/08:57:17",-NaN
"2023-03-14/08:57:21",-NaN
"2023-03-14/08:57:24",-NaN
"2023-03-14/08:57:28",-NaN
"2023-03-14/08:57:31",-NaN
"2023-03-14/08:57:35",-NaN
"2023-03-14/08:57:38",-NaN
"2023-03-14/08:57:42",-NaN
"2023-03-14/08:57:45",-NaN
"2023-03-14/08:57:49",-NaN
"2023-03-14/08:57:52",-NaN
"2023-03-14/08:57:56",-NaN
"2023-03-14/08:57:59",-NaN
"2023-03-14/08:58:03",-NaN
"2023-03-14/08:58:06",-NaN
"2023-03-14/08:58:10",-NaN
"2023-03-14/08:58:13",-NaN
"2023-03-14/08:58:17",-NaN
"2023-03-14/08:58:20",-NaN
"2023-03-14/08:58:24",-NaN
"2023-03-14/08:58:27",-NaN
"2023-03-14/08:58:30",-NaN
"2023-03-14/08:58:34",-NaN
"2023-03-14/08:58:37",-NaN
"2023-03-14/08:58:41",-NaN
"2023-03-14/08:58:44",-NaN
"2023-03-14/08:58:48",-NaN
"2023-03-14/08:58:51",-NaN
"2023-03-14/08:58:55",-NaN
"2023-03-14/08:58:58",-NaN
"2023-03-14/08:59:02",-NaN
"2023-03-14/08:59:05",-NaN
"2023-03-14/08:59:09",-NaN
"2023-03-14/08:59:12",-NaN
"2023-03-14/08:59:16",-NaN
"2023-03-14/08:59:19",-NaN
